    0.99E-01   0.818119E+01   0.239678E+02   -.236632E+02   0.213804E+02   -.441358E+00   -.351737E+02   0.353125E+02   -.206101E+02   -.269563E+01
    0.20E+00   0.825117E+01   0.239843E+02   -.236698E+02   0.213608E+02   -.440025E+00   -.351903E+02   0.353888E+02   -.205290E+02   -.263853E+01
    0.30E+00   0.832292E+01   0.239975E+02   -.236776E+02   0.213393E+02   -.434993E+00   -.352048E+02   0.354649E+02   -.204474E+02   -.258170E+01
    0.40E+00   0.839645E+01   0.240075E+02   -.236867E+02   0.213158E+02   -.426248E+00   -.352173E+02   0.355408E+02   -.203656E+02   -.252513E+01
    0.50E+00   0.847174E+01   0.240141E+02   -.236972E+02   0.212904E+02   -.413777E+00   -.352277E+02   0.356164E+02   -.202835E+02   -.246884E+01
    0.60E+00   0.854879E+01   0.240174E+02   -.237089E+02   0.212631E+02   -.397563E+00   -.352360E+02   0.356919E+02   -.202010E+02   -.241281E+01
    0.70E+00   0.862760E+01   0.240174E+02   -.237220E+02   0.212338E+02   -.377588E+00   -.352422E+02   0.357672E+02   -.201182E+02   -.235705E+01
    0.80E+00   0.870818E+01   0.240141E+02   -.237364E+02   0.212026E+02   -.353831E+00   -.352463E+02   0.358422E+02   -.200351E+02   -.230156E+01
    0.90E+00   0.879051E+01   0.240074E+02   -.237521E+02   0.211695E+02   -.326268E+00   -.352482E+02   0.359171E+02   -.199517E+02   -.224634E+01
    0.10E+01   0.887459E+01   0.239972E+02   -.237692E+02   0.211345E+02   -.294874E+00   -.352480E+02   0.359917E+02   -.198680E+02   -.219139E+01
    0.11E+01   0.896044E+01   0.239837E+02   -.237876E+02   0.210975E+02   -.259622E+00   -.352457E+02   0.360662E+02   -.197839E+02   -.213671E+01
    0.12E+01   0.904804E+01   0.239667E+02   -.238074E+02   0.210587E+02   -.220480E+00   -.352411E+02   0.361404E+02   -.196996E+02   -.208230E+01
    0.13E+01   0.913741E+01   0.239462E+02   -.238286E+02   0.210180E+02   -.177415E+00   -.352344E+02   0.362144E+02   -.196149E+02   -.202817E+01
    0.14E+01   0.922854E+01   0.239223E+02   -.238511E+02   0.209753E+02   -.130391E+00   -.352254E+02   0.362882E+02   -.195299E+02   -.197431E+01
    0.15E+01   0.932145E+01   0.238947E+02   -.238751E+02   0.209308E+02   -.793685E-01   -.352142E+02   0.363618E+02   -.194447E+02   -.192071E+01
    0.16E+01   0.941613E+01   0.238636E+02   -.239004E+02   0.208843E+02   -.243064E-01   -.352008E+02   0.364352E+02   -.193591E+02   -.186740E+01
    0.17E+01   0.951259E+01   0.238289E+02   -.239272E+02   0.208359E+02   0.348409E-01   -.351850E+02   0.365084E+02   -.192731E+02   -.181435E+01
