#Index            X            Y            Z         Mass         Time
     1  2.39885E-01  1.01943E-01  0.00000E+00  1.00000E+00  7.99990E-02
     2  9.64632E-01 -3.18154E-02  0.00000E+00  1.00000E+00  7.99990E-02
     3 -1.20452E+00 -7.01272E-02  0.00000E+00  1.00000E+00  7.99990E-02
     1  2.52803E-01  2.01405E-01  0.00000E+00  1.00000E+00  1.59999E-01
     2  9.45153E-01 -6.15278E-02  0.00000E+00  1.00000E+00  1.59999E-01
     3 -1.19796E+00 -1.39877E-01  0.00000E+00  1.00000E+00  1.59999E-01
     1  2.73801E-01  2.96092E-01  0.00000E+00  1.00000E+00  2.39999E-01
     2  9.13402E-01 -8.71683E-02  0.00000E+00  1.00000E+00  2.39999E-01
     3 -1.18720E+00 -2.08923E-01  0.00000E+00  1.00000E+00  2.39999E-01
     1  3.02123E-01  3.84017E-01  0.00000E+00  1.00000E+00  3.19999E-01
     2  8.70352E-01 -1.06999E-01  0.00000E+00  1.00000E+00  3.19999E-01
     3 -1.17248E+00 -2.77017E-01  0.00000E+00  1.00000E+00  3.19999E-01
     1  3.36779E-01  4.63548E-01  0.00000E+00  1.00000E+00  3.99999E-01
     2  8.17211E-01 -1.19561E-01  0.00000E+00  1.00000E+00  3.99999E-01
     3 -1.15399E+00 -3.43987E-01  0.00000E+00  1.00000E+00  3.99999E-01
     1  3.76595E-01  5.33390E-01  0.00000E+00  1.00000E+00  4.79999E-01
     2  7.55332E-01 -1.23675E-01  0.00000E+00  1.00000E+00  4.79999E-01
     3 -1.13193E+00 -4.09715E-01  0.00000E+00  1.00000E+00  4.79999E-01
     1  4.20241E-01  5.92541E-01  0.00000E+00  1.00000E+00  5.59999E-01
     2  6.86166E-01 -1.18434E-01  0.00000E+00  1.00000E+00  5.59999E-01
     3 -1.10641E+00 -4.74107E-01  0.00000E+00  1.00000E+00  5.59999E-01
     1  4.66255E-01  6.40251E-01  0.00000E+00  1.00000E+00  6.39999E-01
     2  6.11235E-01 -1.03184E-01  0.00000E+00  1.00000E+00  6.39999E-01
     3 -1.07749E+00 -5.37067E-01  0.00000E+00  1.00000E+00  6.39999E-01
     1  5.13044E-01  6.76001E-01  0.00000E+00  1.00000E+00  7.19999E-01
     2  5.32138E-01 -7.75327E-02  0.00000E+00  1.00000E+00  7.19999E-01
     3 -1.04518E+00 -5.98469E-01  0.00000E+00  1.00000E+00  7.19999E-01
     1  5.58885E-01  6.99514E-01  0.00000E+00  1.00000E+00  7.99999E-01
     2  4.50561E-01 -4.13762E-02  0.00000E+00  1.00000E+00  7.99999E-01
     3 -1.00945E+00 -6.58138E-01  0.00000E+00  1.00000E+00  7.99999E-01
     1  6.01944E-01  7.10786E-01  0.00000E+00  1.00000E+00  8.79999E-01
     2  3.68298E-01  5.05118E-03  0.00000E+00  1.00000E+00  8.79999E-01
