#Index            X            Y            Z         Mass         Time
     1 -1.59147E+00  1.17463E-02  0.00000E+00  1.00000E+00  2.49900E+00
     2  3.33390E-02  6.01788E-01  0.00000E+00  1.00000E+00  2.49900E+00
     3 -3.00185E-01 -5.24069E-01  0.00000E+00  1.00000E+00  2.49900E+00
     1 -1.63881E+00  6.22689E-02  0.00000E+00  1.00000E+00  2.59900E+00
     2 -9.04577E-02  5.80802E-01  0.00000E+00  1.00000E+00  2.59900E+00
     3 -2.67621E-01 -5.80304E-01  0.00000E+00  1.00000E+00  2.59900E+00
     1 -1.67861E+00  1.12132E-01  0.00000E+00  1.00000E+00  2.69900E+00
     2 -2.18916E-01  5.51473E-01  0.00000E+00  1.00000E+00  2.69900E+00
     3 -2.37931E-01 -6.27539E-01  0.00000E+00  1.00000E+00  2.69900E+00
     1 -1.71087E+00  1.61491E-01  0.00000E+00  1.00000E+00  2.79900E+00
     2 -3.51632E-01  5.13730E-01  0.00000E+00  1.00000E+00  2.79900E+00
     3 -2.11527E-01 -6.65854E-01  0.00000E+00  1.00000E+00  2.79900E+00
     1 -1.73520E+00  2.10469E-01  0.00000E+00  1.00000E+00  2.89900E+00
     2 -4.88455E-01  4.67695E-01  0.00000E+00  1.00000E+00  2.89900E+00
     3 -1.88949E-01 -6.95497E-01  0.00000E+00  1.00000E+00  2.89900E+00
     1 -1.75075E+00  2.59105E-01  0.00000E+00  1.00000E+00  2.99900E+00
     2 -6.29647E-01  4.13728E-01  0.00000E+00  1.00000E+00  2.99900E+00
     3 -1.70784E-01 -7.16865E-01  0.00000E+00  1.00000E+00  2.99900E+00
