    0.99E-01   0.886007E+00   0.994183E-01   0.000000E+00   -.634903E+00   -.157334E+00   0.000000E+00   -.251099E+00   0.579158E-01   0.000000E+00
    0.20E+00   0.868152E+00   0.197846E+00   0.000000E+00   -.558660E+00   -.289604E+00   0.000000E+00   -.309482E+00   0.917575E-01   0.000000E+00
    0.30E+00   0.839023E+00   0.294201E+00   0.000000E+00   -.451996E+00   -.381046E+00   0.000000E+00   -.387013E+00   0.868454E-01   0.000000E+00
    0.40E+00   0.799346E+00   0.387287E+00   0.000000E+00   -.334766E+00   -.426507E+00   0.000000E+00   -.464561E+00   0.392205E-01   0.000000E+00
    0.50E+00   0.749830E+00   0.475801E+00   0.000000E+00   -.224621E+00   -.428140E+00   0.000000E+00   -.525243E+00   -.476934E-01   0.000000E+00
    0.60E+00   0.690863E+00   0.558325E+00   0.000000E+00   -.136496E+00   -.392914E+00   0.000000E+00   -.554884E+00   -.165616E+00   0.000000E+00
    0.70E+00   0.623147E+00   0.633779E+00   0.000000E+00   -.826763E-01   -.332356E+00   0.000000E+00   -.541921E+00   -.301706E+00   0.000000E+00
    0.80E+00   0.547555E+00   0.701230E+00   0.000000E+00   -.711167E-01   -.263484E+00   0.000000E+00   -.479083E+00   -.437679E+00   0.000000E+00
    0.90E+00   0.465059E+00   0.759855E+00   0.000000E+00   -.101005E+00   -.208111E+00   0.000000E+00   -.367844E+00   -.550610E+00   0.000000E+00
    0.10E+01   0.376713E+00   0.808954E+00   0.000000E+00   -.158553E+00   -.186719E+00   0.000000E+00   -.222723E+00   -.619233E+00   0.000000E+00
    0.11E+01   0.283636E+00   0.847948E+00   0.000000E+00   -.220176E+00   -.208871E+00   0.000000E+00   -.682296E-01   -.633602E+00   0.000000E+00
    0.12E+01   0.186929E+00   0.876395E+00   0.000000E+00   -.262847E+00   -.269987E+00   0.000000E+00   0.714313E-01   -.598237E+00   0.000000E+00
    0.13E+01   0.875194E-01   0.894157E+00   0.000000E+00   -.271293E+00   -.356708E+00   0.000000E+00   0.179625E+00   -.526573E+00   0.000000E+00
    0.14E+01   -.131981E-01   0.901317E+00   0.000000E+00   -.238283E+00   -.452941E+00   0.000000E+00   0.247671E+00   -.434793E+00   0.000000E+00
    0.15E+01   -.113754E+00   0.897944E+00   0.000000E+00   -.162543E+00   -.542361E+00   0.000000E+00   0.272825E+00   -.339294E+00   0.000000E+00
    0.16E+01   -.212703E+00   0.884075E+00   0.000000E+00   -.478719E-01   -.608664E+00   0.000000E+00   0.257441E+00   -.256418E+00   0.000000E+00
