#Index            X            Y            Z         Mass
     1 -1.10424E-01 -1.58497E-02  0.00000E+00  1.00000E+00
     2 -1.46538E-01 -7.03812E-01  0.00000E+00  1.00000E+00
     3  2.56962E-01  7.19662E-01  0.00000E+00  1.00000E+00
     1 -5.84923E-02 -6.45485E-03  0.00000E+00  1.00000E+00
     2 -1.66832E-01 -6.89330E-01  0.00000E+00  1.00000E+00
     3  2.25324E-01  6.95785E-01  0.00000E+00  1.00000E+00
     1 -6.04554E-03  2.23519E-03  0.00000E+00  1.00000E+00
     2 -1.86392E-01 -6.70804E-01  0.00000E+00  1.00000E+00
     3  1.92438E-01  6.68569E-01  0.00000E+00  1.00000E+00
     1  4.64838E-02  1.09300E-02  0.00000E+00  1.00000E+00
     2 -2.04877E-01 -6.48303E-01  0.00000E+00  1.00000E+00
     3  1.58394E-01  6.37373E-01  0.00000E+00  1.00000E+00
     1  9.85471E-02  2.05251E-02  0.00000E+00  1.00000E+00
     2 -2.21978E-01 -6.21939E-01  0.00000E+00  1.00000E+00
     3  1.23430E-01  6.01414E-01  0.00000E+00  1.00000E+00
     1  1.49402E-01  3.20796E-02  0.00000E+00  1.00000E+00
     2 -2.37427E-01 -5.91844E-01  0.00000E+00  1.00000E+00
     3  8.80253E-02  5.59764E-01  0.00000E+00  1.00000E+00
     1  1.98001E-01  4.67359E-02  0.00000E+00  1.00000E+00
     2 -2.51013E-01 -5.58146E-01  0.00000E+00  1.00000E+00
     3  5.30118E-02  5.11411E-01  0.00000E+00  1.00000E+00
     1  2.42865E-01  6.55420E-02  0.00000E+00  1.00000E+00
     2 -2.62567E-01 -5.20933E-01  0.00000E+00  1.00000E+00
     3  1.97021E-02  4.55391E-01  0.00000E+00  1.00000E+00
     1  2.82011E-01  8.91378E-02  0.00000E+00  1.00000E+00
     2 -2.71947E-01 -4.80197E-01  0.00000E+00  1.00000E+00
     3 -1.00645E-02  3.91059E-01  0.00000E+00  1.00000E+00
     1  3.13090E-01  1.17329E-01  0.00000E+00  1.00000E+00
     2 -2.78994E-01 -4.35771E-01  0.00000E+00  1.00000E+00
     3 -3.40958E-02  3.18441E-01  0.00000E+00  1.00000E+00
     1  3.33862E-01  1.48738E-01  0.00000E+00  1.00000E+00
     2 -2.83456E-01 -3.87225E-01  0.00000E+00  1.00000E+00
     3 -5.04066E-02  2.38487E-01  0.00000E+00  1.00000E+00
     1  3.42948E-01  1.80876E-01  0.00000E+00  1.00000E+00
     2 -2.84804E-01 -3.33683E-01  0.00000E+00  1.00000E+00
     3 -5.81449E-02  1.52807E-01  0.00000E+00  1.00000E+00
     1  3.40402E-01  2.10833E-01  0.00000E+00  1.00000E+00
     2 -2.81768E-01 -2.73439E-01  0.00000E+00  1.00000E+00
     3 -5.86336E-02  6.26061E-02  0.00000E+00  1.00000E+00
     1  3.27596E-01  2.36237E-01  0.00000E+00  1.00000E+00
     2 -2.70642E-01 -2.03212E-01  0.00000E+00  1.00000E+00
     3 -5.69534E-02 -3.30247E-02  0.00000E+00  1.00000E+00
     1  3.06462E-01  2.55854E-01  0.00000E+00  1.00000E+00
     2 -2.37771E-01 -1.19173E-01  0.00000E+00  1.00000E+00
     3 -6.86909E-02 -1.36681E-01  0.00000E+00  1.00000E+00
     1  2.78408E-01  2.69460E-01  0.00000E+00  1.00000E+00
     2 -1.56408E-01 -4.44714E-02  0.00000E+00  1.00000E+00
     3 -1.22001E-01 -2.24989E-01  0.00000E+00  1.00000E+00
     1  2.43218E-01  2.76535E-01  0.00000E+00  1.00000E+00
     2 -5.52604E-02 -6.44889E-03  0.00000E+00  1.00000E+00
     3 -1.87958E-01 -2.70086E-01  0.00000E+00  1.00000E+00
     1  1.99058E-01  2.74038E-01  0.00000E+00  1.00000E+00
     2  4.56659E-02  2.02883E-02  0.00000E+00  1.00000E+00
     3 -2.44724E-01 -2.94326E-01  0.00000E+00  1.00000E+00
     1  1.44342E-01  2.52035E-01  0.00000E+00  1.00000E+00
     2  1.49273E-01  5.71675E-02  0.00000E+00  1.00000E+00
     3 -2.93615E-01 -3.09203E-01  0.00000E+00  1.00000E+00
     1  9.51204E-02  1.87900E-01  0.00000E+00  1.00000E+00
     2  2.41616E-01  1.30423E-01  0.00000E+00  1.00000E+00
     3 -3.36736E-01 -3.18323E-01  0.00000E+00  1.00000E+00
     1  9.09049E-02  9.88473E-02  0.00000E+00  1.00000E+00
     2  2.84163E-01  2.23977E-01  0.00000E+00  1.00000E+00
     3 -3.75068E-01 -3.22824E-01  0.00000E+00  1.00000E+00
     1  1.11734E-01  2.02821E-02  0.00000E+00  1.00000E+00
     2  2.96978E-01  3.02951E-01  0.00000E+00  1.00000E+00
     3 -4.08712E-01 -3.23233E-01  0.00000E+00  1.00000E+00
     1  1.37801E-01 -4.86858E-02  0.00000E+00  1.00000E+00
     2  2.99789E-01  3.68872E-01  0.00000E+00  1.00000E+00
     3 -4.37590E-01 -3.20186E-01  0.00000E+00  1.00000E+00
     1  1.63436E-01 -1.11750E-01  0.00000E+00  1.00000E+00
     2  2.98320E-01  4.26123E-01  0.00000E+00  1.00000E+00
