#Index            X            Y            Z         Mass         Time
     1 -7.75874E-01  4.12737E-01  0.00000E+00  1.00000E+00  4.99000E-01
     2  2.88460E+00 -1.25133E-02  0.00000E+00  1.00000E+00  4.99000E-01
     3 -2.10872E+00 -4.00224E-01  0.00000E+00  1.00000E+00  4.99000E-01
     1 -8.91912E-01  7.74370E-01  0.00000E+00  1.00000E+00  9.99000E-01
     2  2.84209E+00 -2.37374E-02  0.00000E+00  1.00000E+00  9.99000E-01
     3 -1.95018E+00 -7.50633E-01  0.00000E+00  1.00000E+00  9.99000E-01
     1 -1.03443E+00  1.07424E+00  0.00000E+00  1.00000E+00  1.49900E+00
     2  2.77227E+00 -3.30349E-02  0.00000E+00  1.00000E+00  1.49900E+00
     3 -1.73784E+00 -1.04120E+00  0.00000E+00  1.00000E+00  1.49900E+00
     1 -1.17867E+00  1.32188E+00  0.00000E+00  1.00000E+00  1.99900E+00
     2  2.67569E+00 -4.04897E-02  0.00000E+00  1.00000E+00  1.99900E+00
     3 -1.49702E+00 -1.28139E+00  0.00000E+00  1.00000E+00  1.99900E+00
     1 -1.31370E+00  1.52820E+00  0.00000E+00  1.00000E+00  2.49900E+00
     2  2.55230E+00 -4.67632E-02  0.00000E+00  1.00000E+00  2.49900E+00
     3 -1.23860E+00 -1.48143E+00  0.00000E+00  1.00000E+00  2.49900E+00
     1 -1.43495E+00  1.70131E+00  0.00000E+00  1.00000E+00  2.99900E+00
     2  2.40134E+00 -5.30670E-02  0.00000E+00  1.00000E+00  2.99900E+00
     3 -9.66384E-01 -1.64824E+00  0.00000E+00  1.00000E+00  2.99900E+00
     1 -1.54048E+00  1.84679E+00  0.00000E+00  1.00000E+00  3.49900E+00
     2  2.22125E+00 -6.13245E-02  0.00000E+00  1.00000E+00  3.49900E+00
     3 -6.80776E-01 -1.78546E+00  0.00000E+00  1.00000E+00  3.49900E+00
     1 -1.62937E+00  1.96834E+00  0.00000E+00  1.00000E+00  3.99900E+00
     2  2.00971E+00 -7.45888E-02  0.00000E+00  1.00000E+00  3.99900E+00
