#Index            X            Y            Z         Mass         Time
     1  2.39885E-01  1.01943E-01  0.00000E+00  1.00000E+00  7.90000E-02
     2  9.64632E-01 -3.18154E-02  0.00000E+00  1.00000E+00  7.90000E-02
     3 -1.20452E+00 -7.01272E-02  0.00000E+00  1.00000E+00  7.90000E-02
     1  2.52803E-01  2.01405E-01  0.00000E+00  1.00000E+00  1.59000E-01
     2  9.45153E-01 -6.15279E-02  0.00000E+00  1.00000E+00  1.59000E-01
     3 -1.19796E+00 -1.39877E-01  0.00000E+00  1.00000E+00  1.59000E-01
     1  2.73801E-01  2.96092E-01  0.00000E+00  1.00000E+00  2.39000E-01
     2  9.13401E-01 -8.71685E-02  0.00000E+00  1.00000E+00  2.39000E-01
     3 -1.18720E+00 -2.08923E-01  0.00000E+00  1.00000E+00  2.39000E-01
     1  3.02123E-01  3.84017E-01  0.00000E+00  1.00000E+00  3.19000E-01
     2  8.70352E-01 -1.06999E-01  0.00000E+00  1.00000E+00  3.19000E-01
     3 -1.17248E+00 -2.77017E-01  0.00000E+00  1.00000E+00  3.19000E-01
     1  3.36779E-01  4.63548E-01  0.00000E+00  1.00000E+00  3.99000E-01
     2  8.17211E-01 -1.19561E-01  0.00000E+00  1.00000E+00  3.99000E-01
     3 -1.15399E+00 -3.43987E-01  0.00000E+00  1.00000E+00  3.99000E-01
     1  3.76595E-01  5.33391E-01  0.00000E+00  1.00000E+00  4.79000E-01
     2  7.55332E-01 -1.23676E-01  0.00000E+00  1.00000E+00  4.79000E-01
     3 -1.13193E+00 -4.09715E-01  0.00000E+00  1.00000E+00  4.79000E-01
     1  4.20241E-01  5.92541E-01  0.00000E+00  1.00000E+00  5.59000E-01
     2  6.86166E-01 -1.18435E-01  0.00000E+00  1.00000E+00  5.59000E-01
     3 -1.10641E+00 -4.74107E-01  0.00000E+00  1.00000E+00  5.59000E-01
     1  4.66255E-01  6.40251E-01  0.00000E+00  1.00000E+00  6.39000E-01
     2  6.11235E-01 -1.03185E-01  0.00000E+00  1.00000E+00  6.39000E-01
     3 -1.07749E+00 -5.37067E-01  0.00000E+00  1.00000E+00  6.39000E-01
     1  5.13043E-01  6.76002E-01  0.00000E+00  1.00000E+00  7.19000E-01
