        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25         x26         y26         z26         x27         y27         z27         x28         y28         z28         x29         y29         z29         x30         y30         z30         x31         y31         z31         x32         y32         z32         x33         y33         z33         x34         y34         z34         x35         y35         z35         x36         y36         z36         x37         y37         z37         x38         y38         z38         x39         y39         z39         x40         y40         z40         x41         y41         z41         x42         y42         z42         x43         y43         z43         x44         y44         z44         x45         y45         z45         x46         y46         z46         x47         y47         z47         x48         y48         z48         x49         y49         z49         x50         y50         z50 
       38.38 -1.5301E-01 -1.1129E+00  1.5696E+00 -3.0554E+00 -8.7000E-01  7.4124E-01 -2.6942E+00 -1.7891E-01  2.1240E+00 -4.4797E+00 -6.2928E+00 -3.2822E+00  9.0822E-01  1.3987E+00  1.8336E+00 -9.5544E+00 -1.4090E+00  5.4787E+00 -3.4063E+00  4.8314E-01 -7.3317E-01 -5.8661E+00  2.5816E+00  2.7290E+00  3.3431E-01 -1.5964E+00  1.4907E+00 -4.1641E+00 -1.0628E+00  1.5402E+00 -5.0339E+00 -2.0818E+00  1.8184E+00 -4.1219E+00 -6.0909E+00  1.9080E+00 -2.9101E+00  9.3862E-03  1.7051E+00 -3.3616E+00 -7.7855E-01  2.4207E+00 -4.0468E+00 -5.5382E-01  1.8096E+00 -3.1338E+00  6.2736E-02  1.3747E+00  1.1177E+00 -1.0691E+01  8.4390E+00 -7.9003E+00 -3.1992E+01  1.0610E+01 -2.5174E+00 -1.3526E-02  2.0726E+00 -7.0713E+00  6.3832E-01  2.5442E-01 -7.4709E+00 -1.1006E-01  4.5677E+00 -2.8204E+00 -6.3565E-01  1.0200E+00 -1.3994E+01 -5.5826E+01  1.1591E+01 -1.4829E+00  9.3314E-01  1.3811E+00 -2.7458E+00 -1.3132E+00  1.7458E+00 -3.5456E+00  2.4265E+00  3.5043E-01 -5.8159E+00 -4.8063E+00  6.9676E-01 -3.8954E+00 -1.1279E+00  1.9224E+00  3.0196E+01  8.1003E+00  3.3352E+01 -4.6495E+00  3.8408E+00 -1.2131E-01 -2.9482E+00 -1.0503E-01  2.8308E+00 -4.2530E+00 -1.6349E+00  3.3778E+00 -3.4010E+00 -1.7425E-01  2.1934E+00  2.7477E+00 -1.3156E+01  5.6734E+00 -4.8979E+00 -3.4847E+00 -3.0021E-02 -1.2441E+00 -1.1481E+00  2.7410E+00  3.4494E+00 -1.2657E+00  3.2781E+00 -3.0393E+00 -7.9742E-01  2.1623E+00 -3.8806E+00  7.1072E-01  2.1431E+00 -4.7052E+00 -5.3800E-01  2.3700E+00 -4.9182E+00  5.5043E-01 -1.6397E+00 -2.5349E+00 -2.4762E-01  9.3000E-01 -2.9225E+00 -2.0997E+00 -1.3888E+00 -2.3235E+00  1.3722E+00  4.1372E+00 -7.4266E+00  3.0227E+00 -8.2340E-03  9.7382E+00  5.6566E+00 -8.7888E+00 -3.2679E+00 -4.2778E-01  2.0328E+00 -9.2869E+00  1.7308E+01  1.0634E+01 -4.7490E+00  1.2341E+01 -3.4046E+00 -2.8498E+00 -9.4820E-02  1.1028E+00
       38.49 -1.5913E-01 -1.0987E+00  1.5798E+00 -3.0826E+00 -8.5547E-01  7.5160E-01 -2.6655E+00 -2.3861E-01  2.1113E+00 -4.4868E+00 -6.2981E+00 -3.2933E+00  8.8978E-01  1.3736E+00  1.8380E+00 -9.6134E+00 -1.4079E+00  5.5178E+00 -3.4478E+00  4.8050E-01 -7.1756E-01 -5.9066E+00  2.6062E+00  2.7374E+00  2.8711E-01 -1.5844E+00  1.4996E+00 -4.1584E+00 -9.9373E-01  1.5283E+00 -5.0387E+00 -2.0935E+00  1.7718E+00 -4.1294E+00 -6.1087E+00  1.9023E+00 -2.9086E+00  3.7304E-02  1.7004E+00 -3.4120E+00 -7.9875E-01  2.4093E+00 -4.0113E+00 -5.4110E-01  1.8537E+00 -3.1467E+00  1.3425E-01  1.3719E+00  1.1110E+00 -1.0704E+01  8.4527E+00 -7.9233E+00 -3.2077E+01  1.0637E+01 -2.5356E+00 -4.1834E-02  2.1203E+00 -7.1011E+00  6.5257E-01  2.4012E-01 -7.4931E+00 -1.0380E-01  4.5968E+00 -2.8625E+00 -6.2284E-01  1.0524E+00 -1.4063E+01 -5.6124E+01  1.1648E+01 -1.4640E+00  9.0878E-01  1.4340E+00 -2.7983E+00 -1.3409E+00  1.7596E+00 -3.5349E+00  2.3909E+00  3.6156E-01 -5.8267E+00 -4.8318E+00  6.8548E-01 -3.9290E+00 -1.1554E+00  1.9480E+00  3.0285E+01  8.1261E+00  3.3450E+01 -4.6415E+00  3.8202E+00 -9.0135E-02 -3.0160E+00 -5.3737E-02  2.8151E+00 -4.3067E+00 -1.6161E+00  3.3646E+00 -3.3914E+00 -1.7066E-01  2.1638E+00  2.7397E+00 -1.3177E+01  5.6921E+00 -4.8752E+00 -3.4712E+00  6.5102E-03 -1.2177E+00 -1.1142E+00  2.7303E+00  3.4734E+00 -1.2569E+00  3.2963E+00 -3.0875E+00 -8.4020E-01  2.1179E+00 -3.9294E+00  6.5759E-01  2.1342E+00 -4.7295E+00 -5.5139E-01  2.3893E+00 -4.9542E+00  5.3111E-01 -1.6508E+00 -2.5190E+00 -2.6102E-01  9.1256E-01 -2.8951E+00 -2.1194E+00 -1.4453E+00 -2.2895E+00  1.3927E+00  4.1915E+00 -7.4374E+00  3.0155E+00  6.5285E-03  9.7594E+00  5.6631E+00 -8.8091E+00 -3.2755E+00 -3.8943E-01  2.0849E+00 -9.3131E+00  1.7346E+01  1.0660E+01 -4.7688E+00  1.2399E+01 -3.4269E+00 -2.8508E+00 -8.0469E-02  1.1293E+00
       38.60 -1.6596E-01 -1.0842E+00  1.5901E+00 -3.1088E+00 -8.3862E-01  7.6542E-01 -2.6367E+00 -2.9254E-01  2.0964E+00 -4.4939E+00 -6.3033E+00 -3.3042E+00  8.7092E-01  1.3484E+00  1.8423E+00 -9.6722E+00 -1.4067E+00  5.5568E+00 -3.4894E+00  4.7757E-01 -7.0110E-01 -5.9468E+00  2.6305E+00  2.7456E+00  2.3899E-01 -1.5717E+00  1.5086E+00 -4.1502E+00 -9.2333E-01  1.5190E+00 -5.0425E+00 -2.1043E+00  1.7253E+00 -4.1369E+00 -6.1261E+00  1.8967E+00 -2.9084E+00  6.2938E-02  1.6957E+00 -3.4614E+00 -8.1673E-01  2.3942E+00 -3.9735E+00 -5.2963E-01  1.8977E+00 -3.1566E+00  2.0245E-01  1.3725E+00  1.1042E+00 -1.0718E+01  8.4663E+00 -7.9462E+00 -3.2161E+01  1.0664E+01 -2.5623E+00 -7.8724E-02  2.1654E+00 -7.1305E+00  6.6674E-01  2.2597E-01 -7.5150E+00 -9.7564E-02  4.6256E+00 -2.9049E+00 -6.0749E-01  1.0869E+00 -1.4133E+01 -5.6421E+01  1.1706E+01 -1.4461E+00  8.8354E-01  1.4870E+00 -2.8520E+00 -1.3659E+00  1.7736E+00 -3.5243E+00  2.3547E+00  3.7298E-01 -5.8373E+00 -4.8570E+00  6.7425E-01 -3.9620E+00 -1.1798E+00  1.9721E+00  3.0375E+01  8.1518E+00  3.3548E+01 -4.6334E+00  3.7993E+00 -5.8825E-02 -3.0841E+00 -3.4120E-03  2.7956E+00 -4.3600E+00 -1.5966E+00  3.3503E+00 -3.3788E+00 -1.6995E-01  2.1314E+00  2.7316E+00 -1.3197E+01  5.7108E+00 -4.8522E+00 -3.4572E+00  4.3302E-02 -1.1923E+00 -1.0800E+00  2.7190E+00  3.4972E+00 -1.2479E+00  3.3145E+00 -3.1365E+00 -8.7998E-01  2.0722E+00 -3.9768E+00  6.0238E-01  2.1247E+00 -4.7517E+00 -5.6497E-01  2.4077E+00 -4.9900E+00  5.1169E-01 -1.6615E+00 -2.5064E+00 -2.7461E-01  8.9835E-01 -2.8679E+00 -2.1388E+00 -1.5013E+00 -2.2557E+00  1.4128E+00  4.2451E+00 -7.4479E+00  3.0081E+00  2.1375E-02  9.7806E+00  5.6696E+00 -8.8293E+00 -3.2846E+00 -3.4447E-01  2.1374E+00 -9.3394E+00  1.7384E+01  1.0686E+01 -4.7885E+00  1.2457E+01 -3.4492E+00 -2.8528E+00 -6.7169E-02  1.1594E+00
       38.71 -1.7349E-01 -1.0696E+00  1.6004E+00 -3.1340E+00 -8.1952E-01  7.8275E-01 -2.6093E+00 -3.4003E-01  2.0813E+00 -4.5010E+00 -6.3084E+00 -3.3151E+00  8.5164E-01  1.3229E+00  1.8467E+00 -9.7309E+00 -1.4055E+00  5.5957E+00 -3.5308E+00  4.7435E-01 -6.8380E-01 -5.9868E+00  2.6544E+00  2.7537E+00  1.8992E-01 -1.5583E+00  1.5178E+00 -4.1397E+00 -8.5186E-01  1.5123E+00 -5.0455E+00 -2.1142E+00  1.6788E+00 -4.1443E+00 -6.1433E+00  1.8910E+00 -2.9099E+00  8.6323E-02  1.6907E+00 -3.5098E+00 -8.3268E-01  2.3755E+00 -3.9335E+00 -5.1916E-01  1.9414E+00 -3.1640E+00  2.6699E-01  1.3763E+00  1.0975E+00 -1.0731E+01  8.4799E+00 -7.9692E+00 -3.2246E+01  1.0691E+01 -2.5951E+00 -1.2456E-01  2.2054E+00 -7.1594E+00  6.8084E-01  2.1197E-01 -7.5366E+00 -9.1347E-02  4.6543E+00 -2.9474E+00 -5.8978E-01  1.1235E+00 -1.4203E+01 -5.6719E+01  1.1763E+01 -1.4294E+00  8.5745E-01  1.5402E+00 -2.9070E+00 -1.3880E+00  1.7879E+00 -3.5136E+00  2.3179E+00  3.8468E-01 -5.8476E+00 -4.8819E+00  6.6307E-01 -3.9941E+00 -1.2012E+00  1.9948E+00  3.0465E+01  8.1775E+00  3.3646E+01 -4.6253E+00  3.7780E+00 -2.7380E-02 -3.1523E+00  4.5735E-02  2.7724E+00 -4.4128E+00 -1.5764E+00  3.3349E+00 -3.3625E+00 -1.7352E-01  2.0973E+00  2.7234E+00 -1.3217E+01  5.7295E+00 -4.8291E+00 -3.4428E+00  8.0356E-02 -1.1678E+00 -1.0453E+00  2.7070E+00  3.5208E+00 -1.2390E+00  3.3327E+00 -3.1861E+00 -9.1699E-01  2.0254E+00 -4.0228E+00  5.4508E-01  2.1147E+00 -4.7719E+00 -5.7869E-01  2.4250E+00 -5.0255E+00  4.9217E-01 -1.6717E+00 -2.4968E+00 -2.8821E-01  8.8721E-01 -2.8407E+00 -2.1579E+00 -1.5567E+00 -2.2221E+00  1.4324E+00  4.2982E+00 -7.4582E+00  3.0005E+00  3.6306E-02  9.8017E+00  5.6761E+00 -8.8495E+00 -3.2983E+00 -2.8814E-01  2.1867E+00 -9.3656E+00  1.7422E+01  1.0712E+01 -4.8083E+00  1.2515E+01 -3.4715E+00 -2.8561E+00 -5.4666E-02  1.1932E+00
       38.82 -1.8173E-01 -1.0548E+00  1.6108E+00 -3.1584E+00 -7.9826E-01  8.0363E-01 -2.5846E+00 -3.8169E-01  2.0673E+00 -4.5081E+00 -6.3134E+00 -3.3258E+00  8.3191E-01  1.2972E+00  1.8510E+00 -9.7895E+00 -1.4042E+00  5.6344E+00 -3.5722E+00  4.7083E-01 -6.6563E-01 -6.0264E+00  2.6780E+00  2.7616E+00  1.3989E-01 -1.5441E+00  1.5271E+00 -4.1269E+00 -7.7951E-01  1.5080E+00 -5.0476E+00 -2.1233E+00  1.6324E+00 -4.1517E+00 -6.1602E+00  1.8852E+00 -2.9133E+00  1.0749E-01  1.6852E+00 -3.5575E+00 -8.4670E-01  2.3531E+00 -3.8913E+00 -5.0937E-01  1.9845E+00 -3.1690E+00  3.2759E-01  1.3832E+00  1.0907E+00 -1.0745E+01  8.4935E+00 -7.9922E+00 -3.2330E+01  1.0718E+01 -2.6315E+00 -1.7802E-01  2.2389E+00 -7.1880E+00  6.9486E-01  1.9811E-01 -7.5580E+00 -8.5153E-02  4.6827E+00 -2.9899E+00 -5.6990E-01  1.1623E+00 -1.4272E+01 -5.7017E+01  1.1820E+01 -1.4138E+00  8.3054E-01  1.5935E+00 -2.9631E+00 -1.4073E+00  1.8024E+00 -3.5029E+00  2.2804E+00  3.9668E-01 -5.8576E+00 -4.9065E+00  6.5195E-01 -4.0251E+00 -1.2197E+00  2.0166E+00  3.0555E+01  8.2033E+00  3.3744E+01 -4.6170E+00  3.7563E+00  4.2009E-03 -3.2205E+00  9.3481E-02  2.7455E+00 -4.4650E+00 -1.5555E+00  3.3184E+00 -3.3423E+00 -1.8190E-01  2.0645E+00  2.7153E+00 -1.3237E+01  5.7482E+00 -4.8058E+00 -3.4280E+00  1.1768E-01 -1.1442E+00 -1.0102E+00  2.6945E+00  3.5442E+00 -1.2300E+00  3.3508E+00 -3.2362E+00 -9.5150E-01  1.9777E+00 -4.0671E+00  4.8570E-01  2.1040E+00 -4.7901E+00 -5.9253E-01  2.4413E+00 -5.0607E+00  4.7255E-01 -1.6814E+00 -2.4899E+00 -3.0171E-01  8.7903E-01 -2.8136E+00 -2.1768E+00 -1.6117E+00 -2.1887E+00  1.4517E+00  4.3506E+00 -7.4682E+00  2.9927E+00  5.1321E-02  9.8228E+00  5.6826E+00 -8.8697E+00 -3.3183E+00 -2.1865E-01  2.2223E+00 -9.3919E+00  1.7459E+01  1.0738E+01 -4.8280E+00  1.2573E+01 -3.4938E+00 -2.8610E+00 -4.2763E-02  1.2308E+00
       38.93 -1.9069E-01 -1.0398E+00  1.6212E+00 -3.1821E+00 -7.7491E-01  8.2809E-01 -2.5639E+00 -4.1870E-01  2.0547E+00 -4.5151E+00 -6.3182E+00 -3.3364E+00  8.1175E-01  1.2713E+00  1.8553E+00 -9.8479E+00 -1.4030E+00  5.6731E+00 -3.6134E+00  4.6703E-01 -6.4658E-01 -6.0658E+00  2.7013E+00  2.7693E+00  8.8885E-02 -1.5290E+00  1.5365E+00 -4.1119E+00 -7.0646E-01  1.5059E+00 -5.0488E+00 -2.1314E+00  1.5861E+00 -4.1591E+00 -6.1768E+00  1.8795E+00 -2.9186E+00  1.2644E-01  1.6792E+00 -3.6046E+00 -8.5880E-01  2.3272E+00 -3.8466E+00 -4.9994E-01  2.0267E+00 -3.1719E+00  3.8406E-01  1.3929E+00  1.0839E+00 -1.0758E+01  8.5070E+00 -8.0151E+00 -3.2415E+01  1.0745E+01 -2.6698E+00 -2.3699E-01  2.2655E+00 -7.2161E+00  7.0882E-01  1.8440E-01 -7.5791E+00 -7.8981E-02  4.7109E+00 -3.0324E+00 -5.4799E-01  1.2034E+00 -1.4342E+01 -5.7314E+01  1.1877E+01 -1.3993E+00  8.0281E-01  1.6469E+00 -3.0204E+00 -1.4235E+00  1.8171E+00 -3.4921E+00  2.2423E+00  4.0899E-01 -5.8675E+00 -4.9307E+00  6.4088E-01 -4.0546E+00 -1.2354E+00  2.0376E+00  3.0644E+01  8.2290E+00  3.3842E+01 -4.6087E+00  3.7344E+00  3.5917E-02 -3.2885E+00  1.3960E-01  2.7149E+00 -4.5167E+00 -1.5339E+00  3.3008E+00 -3.3197E+00 -1.9250E-01  2.0350E+00  2.7071E+00 -1.3257E+01  5.7669E+00 -4.7822E+00 -3.4128E+00  1.5527E-01 -1.1216E+00 -9.7467E-01  2.6813E+00  3.5674E+00 -1.2210E+00  3.3689E+00 -3.2866E+00 -9.8373E-01  1.9292E+00 -4.1096E+00  4.2426E-01  2.0927E+00 -4.8062E+00 -6.0646E-01  2.4567E+00 -5.0958E+00  4.5284E-01 -1.6907E+00 -2.4854E+00 -3.1501E-01  8.7366E-01 -2.7867E+00 -2.1955E+00 -1.6662E+00 -2.1555E+00  1.4706E+00  4.4026E+00 -7.4780E+00  2.9847E+00  6.6421E-02  9.8438E+00  5.6891E+00 -8.8898E+00 -3.3401E+00 -1.4497E-01  2.2379E+00 -9.4181E+00  1.7497E+01  1.0764E+01 -4.8477E+00  1.2631E+01 -3.5161E+00 -2.8675E+00 -3.1286E-02  1.2723E+00
       39.04 -2.0035E-01 -1.0247E+00  1.6316E+00 -3.2050E+00 -7.4956E-01  8.5622E-01 -2.5477E+00 -4.5225E-01  2.0435E+00 -4.5221E+00 -6.3229E+00 -3.3469E+00  7.9113E-01  1.2452E+00  1.8596E+00 -9.9061E+00 -1.4017E+00  5.7117E+00 -3.6546E+00  4.6293E-01 -6.2663E-01 -6.1049E+00  2.7242E+00  2.7769E+00  3.6912E-02 -1.5130E+00  1.5462E+00 -4.0944E+00 -6.3289E-01  1.5061E+00 -5.0492E+00 -2.1387E+00  1.5400E+00 -4.1665E+00 -6.1931E+00  1.8737E+00 -2.9261E+00  1.4308E-01  1.6722E+00 -3.6514E+00 -8.6887E-01  2.2977E+00 -3.7993E+00 -4.9061E-01  2.0678E+00 -3.1731E+00  4.3622E-01  1.4052E+00  1.0770E+00 -1.0771E+01  8.5205E+00 -8.0381E+00 -3.2499E+01  1.0772E+01 -2.7088E+00 -2.9941E-01  2.2854E+00 -7.2438E+00  7.2270E-01  1.7083E-01 -7.5999E+00 -7.2832E-02  4.7390E+00 -3.0749E+00 -5.2416E-01  1.2470E+00 -1.4411E+01 -5.7612E+01  1.1934E+01 -1.3860E+00  7.7429E-01  1.7003E+00 -3.0789E+00 -1.4365E+00  1.8320E+00 -3.4814E+00  2.2036E+00  4.2162E-01 -5.8771E+00 -4.9547E+00  6.2987E-01 -4.0825E+00 -1.2486E+00  2.0579E+00  3.0734E+01  8.2547E+00  3.3939E+01 -4.6002E+00  3.7120E+00  6.7769E-02 -3.3563E+00  1.8388E-01  2.6809E+00 -4.5679E+00 -1.5115E+00  3.2820E+00 -3.2960E+00 -2.0321E-01  2.0073E+00  2.6989E+00 -1.3277E+01  5.7856E+00 -4.7585E+00 -3.3972E+00  1.9313E-01 -1.0999E+00 -9.3881E-01  2.6676E+00  3.5905E+00 -1.2120E+00  3.3869E+00 -3.3370E+00 -1.0139E+00  1.8804E+00 -4.1503E+00  3.6077E-01  2.0808E+00 -4.8205E+00 -6.2046E-01  2.4711E+00 -5.1306E+00  4.3304E-01 -1.6995E+00 -2.4832E+00 -3.2804E-01  8.7100E-01 -2.7598E+00 -2.2139E+00 -1.7203E+00 -2.1225E+00  1.4892E+00  4.4539E+00 -7.4875E+00  2.9765E+00  8.1606E-02  9.8649E+00  5.6955E+00 -8.9100E+00 -3.3600E+00 -7.4485E-02  2.2395E+00 -9.4443E+00  1.7535E+01  1.0790E+01 -4.8674E+00  1.2689E+01 -3.5383E+00 -2.8760E+00 -2.0012E-02  1.3182E+00
       39.15 -2.1074E-01 -1.0094E+00  1.6422E+00 -3.2273E+00 -7.2226E-01  8.8807E-01 -2.5360E+00 -4.8322E-01  2.0334E+00 -4.5291E+00 -6.3275E+00 -3.3572E+00  7.7006E-01  1.2189E+00  1.8638E+00 -9.9643E+00 -1.4004E+00  5.7503E+00 -3.6956E+00  4.5855E-01 -6.0579E-01 -6.1437E+00  2.7469E+00  2.7843E+00 -1.6022E-02 -1.4960E+00  1.5560E+00 -4.0744E+00 -5.5892E-01  1.5084E+00 -5.0488E+00 -2.1452E+00  1.4941E+00 -4.1738E+00 -6.2092E+00  1.8678E+00 -2.9357E+00  1.5727E-01  1.6643E+00 -3.6977E+00 -8.7663E-01  2.2647E+00 -3.7494E+00 -4.8115E-01  2.1074E+00 -3.1727E+00  4.8394E-01  1.4200E+00  1.0702E+00 -1.0785E+01  8.5339E+00 -8.0610E+00 -3.2583E+01  1.0800E+01 -2.7484E+00 -3.6368E-01  2.2991E+00 -7.2712E+00  7.3651E-01  1.5740E-01 -7.6205E+00 -6.6704E-02  4.7668E+00 -3.1174E+00 -4.9848E-01  1.2932E+00 -1.4481E+01 -5.7910E+01  1.1991E+01 -1.3738E+00  7.4500E-01  1.7537E+00 -3.1386E+00 -1.4462E+00  1.8471E+00 -3.4707E+00  2.1641E+00  4.3458E-01 -5.8864E+00 -4.9784E+00  6.1892E-01 -4.1088E+00 -1.2594E+00  2.0777E+00  3.0824E+01  8.2805E+00  3.4037E+01 -4.5917E+00  3.6893E+00  9.9756E-02 -3.4237E+00  2.2614E-01  2.6433E+00 -4.6184E+00 -1.4884E+00  3.2621E+00 -3.2717E+00 -2.1368E-01  1.9796E+00  2.6907E+00 -1.3297E+01  5.8043E+00 -4.7346E+00 -3.3811E+00  2.3126E-01 -1.0792E+00 -9.0260E-01  2.6533E+00  3.6133E+00 -1.2030E+00  3.4048E+00 -3.3874E+00 -1.0420E+00  1.8315E+00 -4.1890E+00  2.9527E-01  2.0684E+00 -4.8328E+00 -6.3453E-01  2.4847E+00 -5.1651E+00  4.1315E-01 -1.7078E+00 -2.4831E+00 -3.4075E-01  8.7093E-01 -2.7330E+00 -2.2322E+00 -1.7739E+00 -2.0897E+00  1.5075E+00  4.5048E+00 -7.4968E+00  2.9682E+00  9.6875E-02  9.8859E+00  5.7020E+00 -8.9301E+00 -3.3775E+00 -8.5284E-03  2.2328E+00 -9.4705E+00  1.7573E+01  1.0816E+01 -4.8871E+00  1.2747E+01 -3.5605E+00 -2.8866E+00 -8.5841E-03  1.3690E+00
       39.26 -2.2186E-01 -9.9393E-01  1.6527E+00 -3.2491E+00 -6.9309E-01  9.2374E-01 -2.5289E+00 -5.1220E-01  2.0239E+00 -4.5360E+00 -6.3319E+00 -3.3675E+00  7.4852E-01  1.1923E+00  1.8681E+00 -1.0022E+01 -1.3990E+00  5.7887E+00 -3.7365E+00  4.5388E-01 -5.8405E-01 -6.1823E+00  2.7692E+00  2.7916E+00 -6.9898E-02 -1.4778E+00  1.5661E+00 -4.0519E+00 -4.8470E-01  1.5126E+00 -5.0475E+00 -2.1509E+00  1.4484E+00 -4.1811E+00 -6.2250E+00  1.8620E+00 -2.9475E+00  1.6865E-01  1.6550E+00 -3.7434E+00 -8.8180E-01  2.2283E+00 -3.6969E+00 -4.7142E-01  2.1451E+00 -3.1708E+00  5.2710E-01  1.4371E+00  1.0633E+00 -1.0798E+01  8.5474E+00 -8.0840E+00 -3.2668E+01  1.0827E+01 -2.7885E+00 -4.2860E-01  2.3072E+00 -7.2982E+00  7.5026E-01  1.4412E-01 -7.6408E+00 -6.0599E-02  4.7944E+00 -3.1598E+00 -4.7099E-01  1.3423E+00 -1.4550E+01 -5.8207E+01  1.2048E+01 -1.3628E+00  7.1497E-01  1.8071E+00 -3.1995E+00 -1.4525E+00  1.8621E+00 -3.4599E+00  2.1240E+00  4.4789E-01 -5.8956E+00 -5.0017E+00  6.0803E-01 -4.1333E+00 -1.2679E+00  2.0969E+00  3.0913E+01  8.3062E+00  3.4135E+01 -4.5831E+00  3.6662E+00  1.3188E-01 -3.4907E+00  2.6622E-01  2.6024E+00 -4.6682E+00 -1.4646E+00  3.2411E+00 -3.2467E+00 -2.2402E-01  1.9515E+00  2.6824E+00 -1.3317E+01  5.8230E+00 -4.7104E+00 -3.3646E+00  2.6968E-01 -1.0594E+00 -8.6607E-01  2.6384E+00  3.6360E+00 -1.1939E+00  3.4227E+00 -3.4375E+00 -1.0682E+00  1.7831E+00 -4.2255E+00  2.2780E-01  2.0555E+00 -4.8432E+00 -6.4864E-01  2.4974E+00 -5.1995E+00  3.9319E-01 -1.7157E+00 -2.4849E+00 -3.5312E-01  8.7339E-01 -2.7063E+00 -2.2502E+00 -1.8271E+00 -2.0570E+00  1.5254E+00  4.5552E+00 -7.5058E+00  2.9596E+00  1.1223E-01  9.9069E+00  5.7084E+00 -8.9502E+00 -3.3929E+00  5.3199E-02  2.2207E+00 -9.4967E+00  1.7611E+01  1.0842E+01 -4.9068E+00  1.2805E+01 -3.5827E+00 -2.8997E+00  3.6668E-03  1.4255E+00
       39.37 -2.3372E-01 -9.7830E-01  1.6633E+00 -3.2704E+00 -6.6208E-01  9.6332E-01 -2.5263E+00 -5.3954E-01  2.0149E+00 -4.5430E+00 -6.3362E+00 -3.3776E+00  7.2652E-01  1.1656E+00  1.8723E+00 -1.0080E+01 -1.3977E+00  5.8270E+00 -3.7772E+00  4.4894E-01 -5.6140E-01 -6.2206E+00  2.7913E+00  2.7987E+00 -1.2468E-01 -1.4585E+00  1.5763E+00 -4.0268E+00 -4.1036E-01  1.5187E+00 -5.0454E+00 -2.1558E+00  1.4030E+00 -4.1884E+00 -6.2405E+00  1.8561E+00 -2.9612E+00  1.7649E-01  1.6439E+00 -3.7881E+00 -8.8440E-01  2.1892E+00 -3.6419E+00 -4.6124E-01  2.1806E+00 -3.1678E+00  5.6557E-01  1.4563E+00  1.0564E+00 -1.0811E+01  8.5607E+00 -8.1069E+00 -3.2752E+01  1.0854E+01 -2.8291E+00 -4.9330E-01  2.3101E+00 -7.3247E+00  7.6394E-01  1.3099E-01 -7.6609E+00 -5.4516E-02  4.8218E+00 -3.2021E+00 -4.4166E-01  1.3945E+00 -1.4620E+01 -5.8505E+01  1.2105E+01 -1.3529E+00  6.8421E-01  1.8605E+00 -3.2616E+00 -1.4552E+00  1.8770E+00 -3.4491E+00  2.0831E+00  4.6158E-01 -5.9045E+00 -5.0248E+00  5.9722E-01 -4.1561E+00 -1.2743E+00  2.1156E+00  3.1003E+01  8.3319E+00  3.4233E+01 -4.5744E+00  3.6427E+00  1.6414E-01 -3.5569E+00  3.0399E-01  2.5581E+00 -4.7174E+00 -1.4401E+00  3.2188E+00 -3.2211E+00 -2.3436E-01  1.9224E+00  2.6741E+00 -1.3337E+01  5.8417E+00 -4.6861E+00 -3.3476E+00  3.0838E-01 -1.0405E+00 -8.2921E-01  2.6230E+00  3.6584E+00 -1.1849E+00  3.4406E+00 -3.4870E+00 -1.0927E+00  1.7355E+00 -4.2597E+00  1.5841E-01  2.0420E+00 -4.8517E+00 -6.6281E-01  2.5092E+00 -5.2335E+00  3.7316E-01 -1.7231E+00 -2.4887E+00 -3.6511E-01  8.7829E-01 -2.6797E+00 -2.2680E+00 -1.8799E+00 -2.0246E+00  1.5430E+00  4.6050E+00 -7.5146E+00  2.9508E+00  1.2767E-01  9.9278E+00  5.7149E+00 -8.9703E+00 -3.4068E+00  1.1111E-01  2.2046E+00 -9.5229E+00  1.7648E+01  1.0867E+01 -4.9265E+00  1.2863E+01 -3.6049E+00 -2.9162E+00  1.8182E-02  1.4892E+00
