        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25         x26         y26         z26         x27         y27         z27         x28         y28         z28         x29         y29         z29         x30         y30         z30         x31         y31         z31         x32         y32         z32         x33         y33         z33         x34         y34         z34         x35         y35         z35         x36         y36         z36         x37         y37         z37         x38         y38         z38         x39         y39         z39         x40         y40         z40         x41         y41         z41         x42         y42         z42         x43         y43         z43         x44         y44         z44         x45         y45         z45         x46         y46         z46         x47         y47         z47         x48         y48         z48         x49         y49         z49         x50         y50         z50 
       11.65 -1.3188E+00 -1.6823E-01 -4.0848E-02  1.6725E+00  2.4259E+00  1.7822E+00 -1.1789E+00 -9.2175E-01 -6.3543E-02  2.3775E-01  2.0178E+00 -6.3156E-01 -1.4960E+00 -2.7533E+00  8.9823E-01  1.2633E+00  2.1872E+00  2.0000E+00  2.1166E-02 -5.1994E-01  5.6533E-01  1.4291E+00 -4.6383E+00 -7.9166E-01 -2.4960E+00  1.8719E-01  2.4623E-01 -9.3383E-01 -9.8362E-01  1.4433E-01 -4.3860E+00 -2.3660E+00 -1.9323E-01  2.1131E+00  7.9939E-01 -2.8753E+00 -1.4816E+00 -5.6949E-01  7.3753E-01 -1.4233E+00  1.4742E-01  6.6251E-01 -2.1022E+00 -6.9769E-01  4.1869E-01 -1.8008E+00 -6.9590E-01  7.3992E-01  1.8190E+00 -5.4398E+00  3.7021E+00 -2.2539E+00 -1.0908E+01  3.7870E+00 -4.4716E-02  2.0647E-02  3.1599E-01 -1.0788E+00 -2.7954E+00  9.3200E-01 -7.8950E-01 -4.4827E-02 -1.1745E+00 -2.0750E-01 -1.2780E+00 -7.8676E-01  3.4636E-01  3.1167E-01  1.6073E+00  2.2455E-01 -6.3498E-01 -5.8456E-01 -7.2073E-01  7.7210E-01  8.7895E-01 -3.6128E-01 -1.4662E+00  4.5458E-01 -2.1563E+00 -9.4873E-01  6.9777E-01 -9.6798E-01 -9.6418E-01  1.3665E-01  8.1638E+00  1.7852E+00  9.3490E+00 -3.7384E+00  2.4814E+00 -3.2743E+00 -1.3727E+00 -7.2368E-01  1.7949E+00 -2.2116E+00 -7.4114E-01  5.3199E-01 -1.0301E-01  6.6746E-02  1.8709E-01  3.4149E+00 -6.1410E+00  1.0309E+00 -5.0879E+00 -1.6255E+00 -3.4019E+00 -1.6375E+00  5.4010E-01 -2.4570E-02 -1.8390E+00  3.7429E+00  6.2114E-01 -5.6395E-01 -1.2501E+00  5.9986E-01 -9.6641E-01 -8.8209E-01  2.3380E-01 -1.3057E+00 -1.6347E+00 -1.0449E-01 -1.2059E+00  1.8942E+00  1.1994E+00 -1.9026E+00 -1.1901E+00  1.5491E+00  2.7478E+00  1.6689E+00  9.5959E-01 -3.6256E+00  5.7281E-01  2.7046E+00 -2.5483E+00 -5.6292E-01  4.9557E-01  3.2652E+00  3.3508E+00 -2.8468E+00 -1.0837E+00 -9.9438E-01  8.2237E-01 -2.5579E+00  6.9765E+00  3.7169E+00 -6.1200E-01  4.8584E-02 -1.2827E-01 -1.8961E+00 -3.6840E-01  1.1094E+00
       11.76 -1.2908E+00 -1.3878E-01 -3.2646E-02  1.6613E+00  2.4193E+00  1.7982E+00 -1.2038E+00 -9.0995E-01 -1.0780E-01  2.1734E-01  2.0088E+00 -6.0017E-01 -1.5127E+00 -2.7616E+00  8.8422E-01  1.2788E+00  2.1776E+00  1.9983E+00 -1.8811E-02 -4.6509E-01  5.5612E-01  1.4352E+00 -4.6447E+00 -7.9499E-01 -2.5124E+00  2.1029E-01  2.6275E-01 -9.9723E-01 -9.2917E-01  1.7974E-01 -4.3890E+00 -2.3689E+00 -1.8689E-01  2.1012E+00  8.0708E-01 -2.8675E+00 -1.4558E+00 -5.2230E-01  6.7023E-01 -1.4096E+00  1.1321E-01  7.2087E-01 -2.0765E+00 -6.6716E-01  4.4193E-01 -1.8295E+00 -7.0563E-01  7.6088E-01  1.8226E+00 -5.4737E+00  3.7306E+00 -2.2779E+00 -1.1000E+01  3.8168E+00 -9.3706E-02 -5.2518E-02  3.4146E-01 -1.1325E+00 -2.7803E+00  9.0510E-01 -8.1816E-01 -8.2665E-02 -1.1884E+00 -2.5972E-01 -1.2463E+00 -7.9782E-01  3.0835E-01  2.9209E-01  1.6175E+00  2.3918E-01 -6.6111E-01 -5.2718E-01 -7.1912E-01  7.3422E-01  8.9212E-01 -4.4506E-01 -1.4138E+00  4.2832E-01 -2.1319E+00 -9.1834E-01  6.9274E-01 -9.9522E-01 -9.1900E-01  1.7189E-01  8.2567E+00  1.8118E+00  9.4500E+00 -3.7564E+00  2.5078E+00 -3.2814E+00 -1.3812E+00 -7.3288E-01  1.7742E+00 -2.2241E+00 -8.0410E-01  4.8925E-01 -7.9747E-02  3.1450E-02  2.2374E-01  3.4213E+00 -6.1825E+00  1.0505E+00 -5.1090E+00 -1.6456E+00 -3.4088E+00 -1.6586E+00  4.9650E-01 -6.0156E-02 -1.8671E+00  3.7421E+00  6.2708E-01 -6.1112E-01 -1.2635E+00  6.5015E-01 -9.7579E-01 -9.6681E-01  1.6208E-01 -1.2591E+00 -1.6408E+00 -8.5562E-02 -1.2286E+00  1.9149E+00  1.1899E+00 -1.9405E+00 -1.1377E+00  1.5304E+00  2.7386E+00  1.6959E+00  9.8441E-01 -3.6176E+00  5.6599E-01  2.7310E+00 -2.5301E+00 -6.1260E-01  5.6814E-01  3.3022E+00  3.3677E+00 -2.8790E+00 -1.0564E+00 -1.0239E+00  8.4013E-01 -2.5879E+00  7.0276E+00  3.7498E+00 -6.1123E-01  3.3477E-02 -7.7940E-02 -1.8442E+00 -4.2398E-01  1.0826E+00
       11.87 -1.2614E+00 -1.1239E-01 -2.2248E-02  1.6496E+00  2.4122E+00  1.8140E+00 -1.2229E+00 -8.9799E-01 -1.4273E-01  1.9658E-01  1.9990E+00 -5.6842E-01 -1.5278E+00 -2.7685E+00  8.6989E-01  1.2943E+00  2.1677E+00  1.9962E+00 -6.1766E-02 -4.0801E-01  5.4428E-01  1.4412E+00 -4.6507E+00 -7.9821E-01 -2.5267E+00  2.3155E-01  2.7979E-01 -9.7431E-01 -8.5406E-01  1.7611E-01 -4.3914E+00 -2.3714E+00 -1.8046E-01  2.0891E+00  8.1467E-01 -2.8595E+00 -1.4318E+00 -4.7765E-01  6.0140E-01 -1.3953E+00  7.5238E-02  7.7782E-01 -2.0508E+00 -6.4117E-01  4.7045E-01 -1.8565E+00 -7.1380E-01  7.7849E-01  1.8261E+00 -5.5074E+00  3.7589E+00 -2.3018E+00 -1.1092E+01  3.8466E+00 -1.4280E-01 -1.1347E-01  3.4693E-01 -1.1869E+00 -2.7636E+00  8.7773E-01 -8.4677E-01 -1.2128E-01 -1.2000E+00 -3.1294E-01 -1.2133E+00 -8.0675E-01  2.6924E-01  2.7198E-01  1.6263E+00  2.5155E-01 -6.8705E-01 -4.6831E-01 -7.1772E-01  6.9424E-01  9.0414E-01 -5.3297E-01 -1.3572E+00  4.0264E-01 -2.1034E+00 -8.8059E-01  6.8247E-01 -1.0702E+00 -9.6505E-01  2.7209E-01  8.3496E+00  1.8383E+00  9.5510E+00 -3.7741E+00  2.5339E+00 -3.2883E+00 -1.3901E+00 -7.4215E-01  1.7505E+00 -2.2260E+00 -8.6045E-01  4.4651E-01 -6.0853E-02 -1.5449E-02  2.7401E-01  3.4276E+00 -6.2238E+00  1.0702E+00 -5.1298E+00 -1.6656E+00 -3.4156E+00 -1.6782E+00  4.5037E-01 -9.4660E-02 -1.8950E+00  3.7407E+00  6.3299E-01 -6.6092E-01 -1.2743E+00  6.9742E-01 -1.0756E+00 -9.4333E-01  4.8835E-02 -1.2116E+00 -1.6427E+00 -6.5076E-02 -1.2511E+00  1.9345E+00  1.1801E+00 -1.9771E+00 -1.0839E+00  1.5091E+00  2.7290E+00  1.7228E+00  1.0091E+00 -3.6092E+00  5.5895E-01  2.7569E+00 -2.5052E+00 -6.6381E-01  6.4017E-01  3.3389E+00  3.3844E+00 -2.9110E+00 -1.0302E+00 -1.0512E+00  8.5342E-01 -2.6178E+00  7.0785E+00  3.7826E+00 -6.1024E-01  1.5997E-02 -2.5287E-02 -1.7903E+00 -4.8288E-01  1.0505E+00
       11.98 -1.2304E+00 -8.9294E-02 -9.5442E-03  1.6373E+00  2.4045E+00  1.8297E+00 -1.2367E+00 -8.8600E-01 -1.6741E-01  1.7547E-01  1.9884E+00 -5.3633E-01 -1.5410E+00 -2.7739E+00  8.5520E-01  1.3096E+00  2.1576E+00  1.9937E+00 -1.0796E-01 -3.4714E-01  5.2841E-01  1.4469E+00 -4.6564E+00 -8.0133E-01 -2.5389E+00  2.5102E-01  2.9729E-01 -9.7737E-01 -8.0009E-01  1.7759E-01 -4.3932E+00 -2.3736E+00 -1.7394E-01  2.0767E+00  8.2216E-01 -2.8511E+00 -1.4084E+00 -4.3568E-01  5.3126E-01 -1.3804E+00  3.3253E-02  8.3285E-01 -2.0226E+00 -6.1911E-01  5.0279E-01 -1.8824E+00 -7.2036E-01  7.9249E-01  1.8295E+00 -5.5410E+00  3.7871E+00 -2.3257E+00 -1.1183E+01  3.8763E+00 -1.8140E-01 -1.6079E-01  3.4044E-01 -1.2420E+00 -2.7454E+00  8.4991E-01 -8.7536E-01 -1.6066E-01 -1.2092E+00 -3.6718E-01 -1.1789E+00 -8.1342E-01  2.2902E-01  2.5131E-01  1.6338E+00  2.6157E-01 -7.1266E-01 -4.0799E-01 -7.1656E-01  6.5206E-01  9.1495E-01 -6.2498E-01 -1.2967E+00  3.7771E-01 -2.0697E+00 -8.3574E-01  6.6779E-01 -1.1250E+00 -9.9331E-01  3.4793E-01  8.4424E+00  1.8649E+00  9.6519E+00 -3.7917E+00  2.5599E+00 -3.2950E+00 -1.3995E+00 -7.5142E-01  1.7236E+00 -2.2208E+00 -9.1138E-01  4.0690E-01 -5.4027E-02 -7.5387E-02  3.3260E-01  3.4337E+00 -6.2649E+00  1.0899E+00 -5.1503E+00 -1.6856E+00 -3.4221E+00 -1.6964E+00  4.0166E-01 -1.2793E-01 -1.9228E+00  3.7389E+00  6.3887E-01 -7.1342E-01 -1.2821E+00  7.4168E-01 -1.1750E+00 -9.0369E-01 -4.5267E-02 -1.1634E+00 -1.6402E+00 -4.3111E-02 -1.2735E+00  1.9530E+00  1.1698E+00 -2.0124E+00 -1.0286E+00  1.4849E+00  2.7189E+00  1.7494E+00  1.0338E+00 -3.6002E+00  5.5168E-01  2.7822E+00 -2.4737E+00 -7.1607E-01  7.1097E-01  3.3755E+00  3.4010E+00 -2.9430E+00 -1.0046E+00 -1.0767E+00  8.6211E-01 -2.6477E+00  7.1293E+00  3.8153E+00 -6.0918E-01 -4.1078E-03  2.9679E-02 -1.7353E+00 -5.4538E-01  1.0119E+00
       12.09 -1.1981E+00 -6.9797E-02  5.6463E-03  1.6246E+00  2.3962E+00  1.8452E+00 -1.2479E+00 -8.7199E-01 -1.6309E-01  1.5400E-01  1.9769E+00 -5.0389E-01 -1.5518E+00 -2.7775E+00  8.4009E-01  1.3248E+00  2.1472E+00  1.9907E+00 -1.5727E-01 -2.7947E-01  5.0487E-01  1.4524E+00 -4.6617E+00 -8.0435E-01 -2.5490E+00  2.6877E-01  3.1517E-01 -9.8712E-01 -7.4955E-01  1.7936E-01 -4.3944E+00 -2.3755E+00 -1.6733E-01  2.0640E+00  8.2954E-01 -2.8424E+00 -1.3849E+00 -3.9663E-01  4.5994E-01 -1.3651E+00 -1.2731E-02  8.8531E-01 -1.9905E+00 -6.0094E-01  5.3939E-01 -1.9072E+00 -7.2514E-01  8.0233E-01  1.8328E+00 -5.5744E+00  3.8152E+00 -2.3496E+00 -1.1275E+01  3.9060E+00 -2.0447E-01 -1.9842E-01  3.3353E-01 -1.2980E+00 -2.7257E+00  8.2170E-01 -9.0395E-01 -2.0081E-01 -1.2161E+00 -4.2244E-01 -1.1433E+00 -8.1771E-01  1.8765E-01  2.3006E-01  1.6397E+00  2.6914E-01 -7.3780E-01 -3.4626E-01 -7.1567E-01  6.0757E-01  9.2445E-01 -7.2108E-01 -1.2324E+00  3.5332E-01 -2.0282E+00 -7.8289E-01  6.5159E-01 -1.1780E+00 -1.0154E+00  4.1830E-01  8.5352E+00  1.8914E+00  9.7527E+00 -3.8092E+00  2.5856E+00 -3.3014E+00 -1.4094E+00 -7.6064E-01  1.6935E+00 -2.2102E+00 -9.5814E-01  3.7068E-01 -6.3296E-02 -1.4652E-01  3.9260E-01  3.4397E+00 -6.3059E+00  1.1095E+00 -5.1707E+00 -1.7055E+00 -3.4284E+00 -1.7129E+00  3.5030E-01 -1.5981E-01 -1.9505E+00  3.7366E+00  6.4472E-01 -7.6890E-01 -1.2865E+00  7.8313E-01 -1.2718E+00 -8.6360E-01 -1.7808E-01 -1.1150E+00 -1.6335E+00 -1.9750E-02 -1.2958E+00  1.9704E+00  1.1591E+00 -2.0460E+00 -9.7193E-01  1.4575E+00  2.7083E+00  1.7757E+00  1.0583E+00 -3.5908E+00  5.4420E-01  2.8071E+00 -2.4357E+00 -7.6871E-01  7.8019E-01  3.4120E+00  3.4174E+00 -2.9747E+00 -9.7936E-01 -1.1007E+00  8.6600E-01 -2.6776E+00  7.1800E+00  3.8480E+00 -6.0820E-01 -2.7137E-02  8.6958E-02 -1.6813E+00 -6.1133E-01  9.6627E-01
       12.20 -1.1646E+00 -5.4298E-02  2.3578E-02  1.6113E+00  2.3873E+00  1.8605E+00 -1.3190E+00 -8.3359E-01 -1.6263E-01  1.3217E-01  1.9646E+00 -4.7110E-01 -1.5594E+00 -2.7789E+00  8.2440E-01  1.3400E+00  2.1366E+00  1.9872E+00 -2.0200E-01 -2.0059E-01  4.6258E-01  1.4577E+00 -4.6667E+00 -8.0727E-01 -2.5570E+00  2.8484E-01  3.3337E-01 -1.0012E+00 -7.0002E-01  1.8140E-01 -4.3950E+00 -2.3770E+00 -1.6063E-01  2.0510E+00  8.3681E-01 -2.8334E+00 -1.3605E+00 -3.6073E-01  3.8764E-01 -1.3494E+00 -6.2410E-02  9.3470E-01 -1.9542E+00 -5.8789E-01  5.8132E-01 -1.9305E+00 -7.2791E-01  8.0649E-01  1.8360E+00 -5.6076E+00  3.8432E+00 -2.3735E+00 -1.1366E+01  3.9357E+00 -2.1253E-01 -2.3198E-01  3.3786E-01 -1.3551E+00 -2.7045E+00  7.9318E-01 -9.3254E-01 -2.4171E-01 -1.2206E+00 -4.7875E-01 -1.1065E+00 -8.1956E-01  1.4511E-01  2.0822E-01  1.6442E+00  2.7420E-01 -7.6231E-01 -2.8315E-01 -7.1504E-01  5.6061E-01  9.3254E-01 -8.2139E-01 -1.1643E+00  3.2926E-01 -1.9766E+00 -7.1981E-01  6.3890E-01 -1.2301E+00 -1.0332E+00  4.8592E-01  8.6279E+00  1.9179E+00  9.8535E+00 -3.8265E+00  2.6112E+00 -3.3076E+00 -1.4198E+00 -7.6978E-01  1.6600E+00 -2.1948E+00 -1.0015E+00  3.3744E-01 -9.1812E-02 -2.2629E-01  4.4986E-01  3.4456E+00 -6.3467E+00  1.1292E+00 -5.1908E+00 -1.7254E+00 -3.4345E+00 -1.7276E+00  2.9628E-01 -1.9010E-01 -1.9780E+00  3.7337E+00  6.5054E-01 -8.2782E-01 -1.2869E+00  8.2205E-01 -1.2424E+00 -8.6854E-01 -2.8723E-01 -1.0667E+00 -1.6225E+00  4.9388E-03 -1.3178E+00  1.9868E+00  1.1481E+00 -2.0779E+00 -9.1403E-01  1.4268E+00  2.6973E+00  1.8019E+00  1.0828E+00 -3.5809E+00  5.3649E-01  2.8315E+00 -2.3915E+00 -8.2111E-01  8.4770E-01  3.4482E+00  3.4336E+00 -3.0064E+00 -9.5396E-01 -1.1241E+00  8.6484E-01 -2.7074E+00  7.2305E+00  3.8806E+00 -6.0729E-01 -5.3354E-02  1.4654E-01 -1.6302E+00 -6.7967E-01  9.1374E-01
       12.31 -1.1301E+00 -4.3388E-02  4.4598E-02  1.5975E+00  2.3778E+00  1.8757E+00 -1.3830E+00 -7.9649E-01 -1.7444E-01  1.0997E-01  1.9514E+00 -4.3798E-01 -1.5629E+00 -2.7773E+00  8.0776E-01  1.3551E+00  2.1259E+00  1.9833E+00 -2.2432E-01 -1.3459E-01  3.9666E-01  1.4628E+00 -4.6714E+00 -8.1009E-01 -2.5630E+00  2.9928E-01  3.5182E-01 -1.0187E+00 -6.5040E-01  1.8396E-01 -4.3951E+00 -2.3783E+00 -1.5384E-01  2.0377E+00  8.4398E-01 -2.8240E+00 -1.3345E+00 -3.2813E-01  3.1446E-01 -1.3333E+00 -1.1538E-01  9.8074E-01 -1.9144E+00 -5.8423E-01  6.3033E-01 -1.9510E+00 -7.2767E-01  8.0292E-01  1.8392E+00 -5.6406E+00  3.8710E+00 -2.3973E+00 -1.1457E+01  3.9654E+00 -2.0978E-01 -2.6146E-01  3.6460E-01 -1.4137E+00 -2.6823E+00  7.6455E-01 -9.6115E-01 -2.8339E-01 -1.2226E+00 -5.3617E-01 -1.0687E+00 -8.1886E-01  1.0137E-01  1.8577E-01  1.6470E+00  2.7668E-01 -7.8606E-01 -2.1868E-01 -7.1473E-01  5.1108E-01  9.3908E-01 -9.2594E-01 -1.0922E+00  3.0558E-01 -1.9152E+00 -6.3753E-01  6.3250E-01 -1.2815E+00 -1.0473E+00  5.5175E-01  8.7206E+00  1.9444E+00  9.9543E+00 -3.8436E+00  2.6366E+00 -3.3136E+00 -1.4307E+00 -7.7877E-01  1.6229E+00 -2.1753E+00 -1.0420E+00  3.0679E-01 -1.4421E-01 -3.0501E-01  4.9819E-01  3.4513E+00 -6.3873E+00  1.1488E+00 -5.2107E+00 -1.7451E+00 -3.4404E+00 -1.7404E+00  2.3957E-01 -2.1864E-01 -2.0054E+00  3.7304E+00  6.5633E-01 -8.9096E-01 -1.2814E+00  8.5865E-01 -1.2220E+00 -8.6678E-01 -3.5725E-01 -1.0187E+00 -1.6074E+00  3.0912E-02 -1.3397E+00  2.0022E+00  1.1367E+00 -2.1079E+00 -8.5512E-01  1.3923E+00  2.6858E+00  1.8278E+00  1.1072E+00 -3.5705E+00  5.2857E-01  2.8554E+00 -2.3408E+00 -8.7257E-01  9.1346E-01  3.4843E+00  3.4497E+00 -3.0380E+00 -9.2752E-01 -1.1496E+00  8.5854E-01 -2.7373E+00  7.2809E+00  3.9131E+00 -6.0636E-01 -8.3063E-02  2.0839E-01 -1.5827E+00 -7.4864E-01  8.5543E-01
       12.42 -1.0951E+00 -3.7928E-02  6.9098E-02  1.5831E+00  2.3676E+00  1.8908E+00 -1.4421E+00 -7.5918E-01 -1.8486E-01  8.7401E-02  1.9374E+00 -4.0451E-01 -1.5615E+00 -2.7709E+00  7.8932E-01  1.3703E+00  2.1151E+00  1.9789E+00 -2.4237E-01 -9.7314E-02  3.2765E-01  1.4677E+00 -4.6758E+00 -8.1281E-01 -2.5669E+00  3.1212E-01  3.7050E-01 -1.0393E+00 -5.9974E-01  1.8733E-01 -4.3945E+00 -2.3792E+00 -1.4696E-01  2.0241E+00  8.5104E-01 -2.8144E+00 -1.3061E+00 -2.9896E-01  2.4049E-01 -1.3170E+00 -1.7129E-01  1.0233E+00 -1.8647E+00 -5.9304E-01  6.6741E-01 -1.9666E+00 -7.2259E-01  7.9119E-01  1.8422E+00 -5.6735E+00  3.8987E+00 -2.4212E+00 -1.1548E+01  3.9950E+00 -2.0355E-01 -2.8769E-01  4.1268E-01 -1.4741E+00 -2.6597E+00  7.3620E-01 -9.8977E-01 -3.2584E-01 -1.2219E+00 -5.9476E-01 -1.0298E+00 -8.1547E-01  5.6380E-02  1.6267E-01  1.6481E+00  2.7648E-01 -8.0895E-01 -1.5290E-01 -7.1476E-01  4.5882E-01  9.4393E-01 -1.0342E+00 -1.0159E+00  2.8258E-01 -1.8883E+00 -5.3823E-01  7.2317E-01 -1.3324E+00 -1.0578E+00  6.1637E-01  8.8133E+00  1.9709E+00  1.0055E+01 -3.8605E+00  2.6619E+00 -3.3194E+00 -1.4421E+00 -7.8755E-01  1.5821E+00 -2.1517E+00 -1.0799E+00  2.7842E-01 -2.0906E-01 -3.7561E-01  5.3016E-01  3.4569E+00 -6.4278E+00  1.1684E+00 -5.2304E+00 -1.7648E+00 -3.4461E+00 -1.7512E+00  1.8014E-01 -2.4524E-01 -2.0327E+00  3.7266E+00  6.6209E-01 -9.5754E-01 -1.2648E+00  8.9170E-01 -1.2061E+00 -8.6138E-01 -4.1650E-01 -9.7141E-01 -1.5883E+00  5.8113E-02 -1.3614E+00  2.0165E+00  1.1250E+00 -2.1357E+00 -7.9550E-01  1.3536E+00  2.6739E+00  1.8535E+00  1.1316E+00 -3.5596E+00  5.2043E-01  2.8788E+00 -2.2837E+00 -9.2224E-01  9.7747E-01  3.5202E+00  3.4656E+00 -3.0694E+00 -9.0169E-01 -1.1857E+00  8.4948E-01 -2.7671E+00  7.3311E+00  3.9456E+00 -6.0521E-01 -1.1641E-01  2.7227E-01 -1.5382E+00 -8.1694E-01  7.9227E-01
       12.53 -1.0607E+00 -3.9151E-02  9.7278E-02  1.5680E+00  2.3566E+00  1.9057E+00 -1.4975E+00 -7.2110E-01 -1.9224E-01  6.4446E-02  1.9224E+00 -3.7071E-01 -1.5551E+00 -2.7565E+00  7.6751E-01  1.3855E+00  2.1044E+00  1.9740E+00 -2.6397E-01 -7.3626E-02  2.6356E-01  1.4724E+00 -4.6798E+00 -8.1543E-01 -2.5689E+00  3.2336E-01  3.8938E-01 -1.0629E+00 -5.4707E-01  1.9164E-01 -4.3934E+00 -2.3797E+00 -1.4000E-01  2.0102E+00  8.5799E-01 -2.8044E+00 -1.2743E+00 -2.7345E-01  1.6616E-01 -1.3005E+00 -2.2990E-01  1.0623E+00 -1.8163E+00 -5.9369E-01  7.0924E-01 -1.9741E+00 -7.1157E-01  7.7306E-01  1.8451E+00 -5.7062E+00  3.9263E+00 -2.4450E+00 -1.1639E+01  4.0246E+00 -2.0362E-01 -3.2359E-01  4.7694E-01 -1.5364E+00 -2.6381E+00  7.0885E-01 -1.0184E+00 -3.6908E-01 -1.2185E+00 -6.5461E-01 -9.8982E-01 -8.0925E-01  1.0111E-02  1.3890E-01  1.6474E+00  2.7352E-01 -8.3088E-01 -8.5848E-02 -7.1519E-01  4.0370E-01  9.4693E-01 -1.1450E+00 -9.3523E-01  2.6049E-01 -1.8638E+00 -5.2988E-01  8.2133E-01 -1.3835E+00 -1.0641E+00  6.8035E-01  8.9059E+00  1.9974E+00  1.0156E+01 -3.8773E+00  2.6869E+00 -3.3250E+00 -1.4538E+00 -7.9606E-01  1.5374E+00 -2.1242E+00 -1.1152E+00  2.5212E-01 -2.7725E-01 -4.3462E-01  5.4633E-01  3.4624E+00 -6.4681E+00  1.1880E+00 -5.2498E+00 -1.7845E+00 -3.4516E+00 -1.7598E+00  1.1793E-01 -2.6972E-01 -2.0599E+00  3.7222E+00  6.6782E-01 -1.0207E+00 -1.2362E+00  9.1720E-01 -1.1924E+00 -8.5351E-01 -4.6888E-01 -9.2493E-01 -1.5655E+00  8.6477E-02 -1.3830E+00  2.0298E+00  1.1130E+00 -2.1612E+00 -7.3573E-01  1.3103E+00  2.6615E+00  1.8790E+00  1.1558E+00 -3.5483E+00  5.1207E-01  2.9017E+00 -2.2205E+00 -9.6904E-01  1.0398E+00  3.5560E+00  3.4814E+00 -3.1007E+00 -8.8821E-01 -1.2335E+00  8.4473E-01 -2.7968E+00  7.3812E+00  3.9779E+00 -6.0359E-01 -1.5336E-01  3.3761E-01 -1.4945E+00 -8.8489E-01  7.2475E-01
       12.64 -1.0281E+00 -4.8564E-02  1.2864E-01  1.5524E+00  2.3447E+00  1.9205E+00 -1.5493E+00 -6.8211E-01 -1.9607E-01  4.1101E-02  1.9066E+00 -3.3659E-01 -1.5471E+00 -2.7311E+00  7.4078E-01  1.4007E+00  2.0937E+00  1.9687E+00 -2.9091E-01 -5.6838E-02  2.0404E-01  1.4769E+00 -4.6835E+00 -8.1795E-01 -2.5689E+00  3.3301E-01  4.0841E-01 -1.0897E+00 -4.9121E-01  1.9643E-01 -4.3917E+00 -2.3800E+00 -1.3294E-01  1.9961E+00  8.6482E-01 -2.7941E+00 -1.2379E+00 -2.5207E-01  9.2713E-02 -1.2841E+00 -2.9106E-01  1.0975E+00 -1.7742E+00 -6.0040E-01  7.5715E-01 -1.9710E+00 -6.9545E-01  7.5214E-01  1.8480E+00 -5.7388E+00  3.9538E+00 -2.4688E+00 -1.1730E+01  4.0542E+00 -2.1946E-01 -3.7464E-01  5.4947E-01 -1.5989E+00 -2.6186E+00  6.8321E-01 -1.0470E+00 -4.1314E-01 -1.2123E+00 -7.1586E-01 -9.4882E-01 -8.0000E-01 -3.7480E-02  1.1441E-01  1.6449E+00  2.6770E-01 -8.5180E-01 -1.7578E-02 -7.1604E-01  3.4555E-01  9.4790E-01 -1.2572E+00 -8.4979E-01  2.3945E-01 -1.8340E+00 -5.4268E-01  8.9864E-01 -1.4365E+00 -1.0627E+00  7.4331E-01  8.9985E+00  2.0239E+00  1.0256E+01 -3.8940E+00  2.7118E+00 -3.3304E+00 -1.4659E+00 -8.0425E-01  1.4884E+00 -2.0930E+00 -1.1479E+00  2.2774E-01 -3.4190E-01 -4.8033E-01  5.5258E-01  3.4677E+00 -6.5082E+00  1.2077E+00 -5.2691E+00 -1.8040E+00 -3.4568E+00 -1.7660E+00  5.2865E-02 -2.9190E-01 -2.0869E+00  3.7174E+00  6.7352E-01 -1.0807E+00 -1.2032E+00  9.3600E-01 -1.1796E+00 -8.4372E-01 -5.1596E-01 -8.7947E-01 -1.5391E+00  1.1595E-01 -1.4045E+00  2.0422E+00  1.1006E+00 -2.1838E+00 -6.7663E-01  1.2620E+00  2.6486E+00  1.9042E+00  1.1800E+00 -3.5365E+00  5.0350E-01  2.9241E+00 -2.1524E+00 -1.0117E+00  1.1003E+00  3.5916E+00  3.4970E+00 -3.1319E+00 -8.8723E-01 -1.2797E+00  8.4295E-01 -2.8265E+00  7.4312E+00  4.0103E+00 -6.0150E-01 -1.9388E-01  4.0361E-01 -1.4478E+00 -9.5810E-01  6.5494E-01
