        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25 
        0.98  1.4512E+00 -4.5407E-01 -1.7665E-01 -8.8433E-01  3.8944E-01 -3.3250E-01 -6.5766E-01  2.3436E-01  3.1866E-01 -2.2310E-01 -5.0775E-01 -5.2978E-01 -7.6939E-01  9.6082E-02 -7.4642E-01 -3.0478E-01 -1.5460E-01  3.7776E-01 -2.4137E-02 -6.8399E-01 -4.8774E-01  8.2764E-02 -5.7141E-01  1.4951E-01 -8.8939E-01 -8.6146E-01  7.8157E-04  7.2471E-02  7.9674E-01 -7.7251E-01  2.4986E-02  6.7069E-01  5.1188E-02 -6.2140E-01 -4.9086E-01 -4.9029E-01 -6.0633E-02 -9.3608E-01  5.5643E-01 -8.1156E-01  7.2073E-01 -3.0091E-02 -1.4468E-01 -1.3438E+00 -3.7772E-02 -4.4725E-01  2.0517E-01 -2.3828E-01 -4.5273E-01  5.1258E-01  9.1750E-02 -3.1475E-01 -2.9643E-01 -2.3530E-01  2.0784E-01 -9.3437E-01 -3.4990E-01  1.8632E-01 -6.0438E-01  5.2868E-01 -7.8051E-01  6.9256E-01 -2.0971E-02 -7.6701E-01  4.0219E-01 -1.5209E-01 -1.2337E-02 -9.4321E-01  4.8179E-01  5.8750E-02 -6.9333E-01 -1.7786E-01 -1.1629E-01 -7.4380E-01  8.0425E-01
        0.99  1.4572E+00 -4.5558E-01 -1.7512E-01 -8.7558E-01  3.9526E-01 -3.4106E-01 -6.6234E-01  2.3659E-01  3.2745E-01 -2.3749E-01 -5.0621E-01 -5.2610E-01 -7.7025E-01  8.9791E-02 -7.4934E-01 -3.1306E-01 -1.5624E-01  3.8027E-01 -2.1214E-02 -6.8909E-01 -4.8230E-01  8.1839E-02 -5.6607E-01  1.5803E-01 -8.9875E-01 -8.6073E-01 -4.9020E-03  7.3299E-02  7.9498E-01 -7.7125E-01  2.5191E-02  6.7694E-01  5.1547E-02 -6.1656E-01 -4.9584E-01 -4.8413E-01 -6.4171E-02 -9.3909E-01  5.4922E-01 -8.2012E-01  7.0984E-01 -3.4684E-02 -1.4939E-01 -1.3442E+00 -4.3230E-02 -4.3934E-01  2.0869E-01 -2.4571E-01 -4.5625E-01  5.1159E-01  1.0059E-01 -3.1732E-01 -3.0434E-01 -2.3716E-01  2.1603E-01 -9.3642E-01 -3.4748E-01  1.8692E-01 -6.0117E-01  5.2553E-01 -7.8824E-01  6.9516E-01 -1.2488E-02 -7.6442E-01  4.0631E-01 -1.4403E-01 -8.8859E-03 -9.4458E-01  4.8123E-01  6.6350E-02 -6.9122E-01 -1.8503E-01 -1.1081E-01 -7.4529E-01  8.0464E-01
        1.00  1.4631E+00 -4.5710E-01 -1.7358E-01 -8.6670E-01  4.0108E-01 -3.4944E-01 -6.6700E-01  2.3883E-01  3.3616E-01 -2.5189E-01 -5.0462E-01 -5.2231E-01 -7.7107E-01  8.3496E-02 -7.5218E-01 -3.2136E-01 -1.5787E-01  3.8272E-01 -1.8340E-02 -6.9412E-01 -4.7677E-01  8.0875E-02 -5.6072E-01  1.6651E-01 -9.0807E-01 -8.5996E-01 -1.0599E-02  7.4104E-02  7.9320E-01 -7.6996E-01  2.5349E-02  6.8314E-01  5.1892E-02 -6.1164E-01 -5.0077E-01 -4.7792E-01 -6.7507E-02 -9.4205E-01  5.4174E-01 -8.2573E-01  6.9750E-01 -3.7273E-02 -1.5409E-01 -1.3447E+00 -4.8690E-02 -4.3147E-01  2.1221E-01 -2.5310E-01 -4.5985E-01  5.1055E-01  1.0938E-01 -3.1989E-01 -3.1225E-01 -2.3904E-01  2.2415E-01 -9.3838E-01 -3.4502E-01  1.8748E-01 -5.9795E-01  5.2233E-01 -7.9765E-01  6.9843E-01 -5.2294E-03 -7.6179E-01  4.1048E-01 -1.3593E-01 -5.4898E-03 -9.4588E-01  4.8070E-01  7.3902E-02 -6.8907E-01 -1.9221E-01 -1.0531E-01 -7.4675E-01  8.0496E-01
        1.01  1.4689E+00 -4.5860E-01 -1.7204E-01 -8.5770E-01  4.0689E-01 -3.5766E-01 -6.7163E-01  2.4108E-01  3.4479E-01 -2.6630E-01 -5.0301E-01 -5.1842E-01 -7.7185E-01  7.7198E-02 -7.5496E-01 -3.2967E-01 -1.5948E-01  3.8510E-01 -1.5505E-02 -6.9909E-01 -4.7113E-01  7.9874E-02 -5.5537E-01  1.7495E-01 -9.1734E-01 -8.5915E-01 -1.6310E-02  7.4885E-02  7.9138E-01 -7.6863E-01  2.5462E-02  6.8930E-01  5.2222E-02 -6.0663E-01 -5.0564E-01 -4.7167E-01 -7.0613E-02 -9.4498E-01  5.3400E-01 -8.2889E-01  6.8508E-01 -3.7185E-02 -1.5879E-01 -1.3450E+00 -5.4154E-02 -4.2364E-01  2.1572E-01 -2.6045E-01 -4.6353E-01  5.0946E-01  1.1811E-01 -3.2246E-01 -3.2017E-01 -2.4094E-01  2.3220E-01 -9.4024E-01 -3.4252E-01  1.8799E-01 -5.9473E-01  5.1906E-01 -8.0843E-01  7.0155E-01  4.0450E-04 -7.5913E-01  4.1468E-01 -1.2780E-01 -2.1571E-03 -9.4711E-01  4.8020E-01  8.1403E-02 -6.8689E-01 -1.9941E-01 -9.9797E-02 -7.4819E-01  8.0520E-01
        1.02  1.4748E+00 -4.6011E-01 -1.7050E-01 -8.4860E-01  4.1270E-01 -3.6572E-01 -6.7623E-01  2.4332E-01  3.5334E-01 -2.8074E-01 -5.0135E-01 -5.1442E-01 -7.7260E-01  7.0896E-02 -7.5768E-01 -3.3799E-01 -1.6108E-01  3.8742E-01 -1.2704E-02 -7.0399E-01 -4.6537E-01  7.8838E-02 -5.5001E-01  1.8335E-01 -9.2656E-01 -8.5829E-01 -2.2033E-02  7.5644E-02  7.8954E-01 -7.6727E-01  2.5529E-02  6.9542E-01  5.2537E-02 -6.0153E-01 -5.1046E-01 -4.6537E-01 -7.3463E-02 -9.4785E-01  5.2603E-01 -8.3056E-01  6.7362E-01 -3.4542E-02 -1.6348E-01 -1.3453E+00 -5.9621E-02 -4.1586E-01  2.1922E-01 -2.6776E-01 -4.6728E-01  5.0832E-01  1.2679E-01 -3.2502E-01 -3.2810E-01 -2.4286E-01  2.4017E-01 -9.4201E-01 -3.3998E-01  1.8846E-01 -5.9150E-01  5.1574E-01 -8.2000E-01  7.0391E-01  4.4865E-03 -7.5644E-01  4.1894E-01 -1.1962E-01  1.1051E-03 -9.4827E-01  4.7972E-01  8.8851E-02 -6.8467E-01 -2.0662E-01 -9.4275E-02 -7.4961E-01  8.0537E-01
        1.03  1.4806E+00 -4.6161E-01 -1.6896E-01 -8.3940E-01  4.1850E-01 -3.7363E-01 -6.8082E-01  2.4558E-01  3.6181E-01 -2.9520E-01 -4.9965E-01 -5.1031E-01 -7.7332E-01  6.4591E-02 -7.6032E-01 -3.4631E-01 -1.6265E-01  3.8968E-01 -9.9283E-03 -7.0883E-01 -4.5950E-01  7.7769E-02 -5.4465E-01  1.9172E-01 -9.3574E-01 -8.5739E-01 -2.7770E-02  7.6380E-02  7.8766E-01 -7.6587E-01  2.5552E-02  7.0150E-01  5.2839E-02 -5.9633E-01 -5.1522E-01 -4.5902E-01 -7.6043E-02 -9.5066E-01  5.1786E-01 -8.3158E-01  6.6356E-01 -2.9897E-02 -1.6817E-01 -1.3456E+00 -6.5090E-02 -4.0811E-01  2.2272E-01 -2.7503E-01 -4.7110E-01  5.0712E-01  1.3542E-01 -3.2759E-01 -3.3605E-01 -2.4481E-01  2.4807E-01 -9.4368E-01 -3.3739E-01  1.8887E-01 -5.8828E-01  5.1237E-01 -8.3187E-01  7.0524E-01  7.3416E-03 -7.5372E-01  4.2325E-01 -1.1141E-01  4.2919E-03 -9.4937E-01  4.7924E-01  9.6243E-02 -6.8242E-01 -2.1384E-01 -8.8743E-02 -7.5102E-01  8.0547E-01
        1.04  1.4864E+00 -4.6311E-01 -1.6742E-01 -8.3013E-01  4.2428E-01 -3.8140E-01 -6.8537E-01  2.4784E-01  3.7021E-01 -3.0969E-01 -4.9790E-01 -5.0608E-01 -7.7400E-01  5.8282E-02 -7.6290E-01 -3.5465E-01 -1.6421E-01  3.9188E-01 -7.1710E-03 -7.1360E-01 -4.5350E-01  7.6668E-02 -5.3929E-01  2.0005E-01 -9.4487E-01 -8.5645E-01 -3.3519E-02  7.7092E-02  7.8576E-01 -7.6444E-01  2.5530E-02  7.0755E-01  5.3126E-02 -5.9103E-01 -5.1993E-01 -4.5263E-01 -7.8345E-02 -9.5341E-01  5.0953E-01 -8.3253E-01  6.5495E-01 -2.3840E-02 -1.7285E-01 -1.3457E+00 -7.0562E-02 -4.0041E-01  2.2621E-01 -2.8226E-01 -4.7501E-01  5.0587E-01  1.4400E-01 -3.3016E-01 -3.4402E-01 -2.4679E-01  2.5589E-01 -9.4525E-01 -3.3477E-01  1.8924E-01 -5.8504E-01  5.0893E-01 -8.4369E-01  7.0552E-01  9.3181E-03 -7.5099E-01  4.2762E-01 -1.0315E-01  7.4005E-03 -9.5041E-01  4.7877E-01  1.0358E-01 -6.8014E-01 -2.2108E-01 -8.3201E-02 -7.5240E-01  8.0549E-01
        1.05  1.4922E+00 -4.6461E-01 -1.6588E-01 -8.2079E-01  4.3005E-01 -3.8902E-01 -6.8991E-01  2.5011E-01  3.7852E-01 -3.2422E-01 -4.9610E-01 -5.0173E-01 -7.7465E-01  5.1969E-02 -7.6542E-01 -3.6299E-01 -1.6575E-01  3.9403E-01 -4.4241E-03 -7.1831E-01 -4.4739E-01  7.5538E-02 -5.3393E-01  2.0836E-01 -9.5395E-01 -8.5547E-01 -3.9281E-02  7.7782E-02  7.8382E-01 -7.6297E-01  2.5465E-02  7.1354E-01  5.3399E-02 -5.8560E-01 -5.2457E-01 -4.4620E-01 -8.0369E-02 -9.5609E-01  5.0106E-01 -8.3371E-01  6.4764E-01 -1.6850E-02 -1.7753E-01 -1.3459E+00 -7.6036E-02 -3.9275E-01  2.2968E-01 -2.8945E-01 -4.7899E-01  5.0457E-01  1.5252E-01 -3.3273E-01 -3.5201E-01 -2.4882E-01  2.6363E-01 -9.4673E-01 -3.3211E-01  1.8956E-01 -5.8180E-01  5.0543E-01 -8.5526E-01  7.0482E-01  1.0697E-02 -7.4825E-01  4.3206E-01 -9.4841E-02  1.0430E-02 -9.5139E-01  4.7829E-01  1.1085E-01 -6.7783E-01 -2.2834E-01 -7.7650E-02 -7.5376E-01  8.0545E-01
        1.06  1.4980E+00 -4.6611E-01 -1.6433E-01 -8.1138E-01  4.3579E-01 -3.9652E-01 -6.9442E-01  2.5238E-01  3.8676E-01 -3.3878E-01 -4.9425E-01 -4.9724E-01 -7.7526E-01  4.5653E-02 -7.6787E-01 -3.7133E-01 -1.6726E-01  3.9611E-01 -1.6791E-03 -7.2295E-01 -4.4114E-01  7.4380E-02 -5.2856E-01  2.1665E-01 -9.6299E-01 -8.5444E-01 -4.5054E-02  7.8449E-02  7.8186E-01 -7.6147E-01  2.5357E-02  7.1950E-01  5.3658E-02 -5.8005E-01 -5.2916E-01 -4.3973E-01 -8.2122E-02 -9.5870E-01  4.9249E-01 -8.3528E-01  6.4144E-01 -9.2749E-03 -1.8220E-01 -1.3459E+00 -8.1513E-02 -3.8512E-01  2.3315E-01 -2.9659E-01 -4.8304E-01  5.0321E-01  1.6098E-01 -3.3531E-01 -3.6002E-01 -2.5089E-01  2.7131E-01 -9.4812E-01 -3.2943E-01  1.8983E-01 -5.7856E-01  5.0187E-01 -8.6650E-01  7.0326E-01  1.1683E-02 -7.4550E-01  4.3657E-01 -8.6489E-02  1.3383E-02 -9.5231E-01  4.7779E-01  1.1806E-01 -6.7551E-01 -2.3561E-01 -7.2091E-02 -7.5510E-01  8.0533E-01
        1.07  1.5037E+00 -4.6760E-01 -1.6279E-01 -8.0191E-01  4.4152E-01 -4.0388E-01 -6.9891E-01  2.5466E-01  3.9493E-01 -3.5340E-01 -4.9235E-01 -4.9262E-01 -7.7583E-01  3.9332E-02 -7.7026E-01 -3.7969E-01 -1.6876E-01  3.9813E-01  1.0726E-03 -7.2752E-01 -4.3476E-01  7.3196E-02 -5.2319E-01  2.2492E-01 -9.7198E-01 -8.5338E-01 -5.0839E-02  7.9092E-02  7.7987E-01 -7.5993E-01  2.5207E-02  7.2542E-01  5.3903E-02 -5.7437E-01 -5.3366E-01 -4.3322E-01 -8.3617E-02 -9.6124E-01  4.8384E-01 -8.3731E-01  6.3618E-01 -1.3634E-03 -1.8686E-01 -1.3459E+00 -8.6991E-02 -3.7754E-01  2.3660E-01 -3.0370E-01 -4.8718E-01  5.0180E-01  1.6939E-01 -3.3789E-01 -3.6806E-01 -2.5301E-01  2.7890E-01 -9.4940E-01 -3.2670E-01  1.9005E-01 -5.7531E-01  4.9825E-01 -8.7734E-01  7.0093E-01  1.2423E-02 -7.4277E-01  4.4115E-01 -7.8088E-02  1.6262E-02 -9.5317E-01  4.7727E-01  1.2520E-01 -6.7316E-01 -2.4291E-01 -6.6525E-02 -7.5642E-01  8.0513E-01
        1.08  1.5094E+00 -4.6909E-01 -1.6124E-01 -7.9240E-01  4.4723E-01 -4.1113E-01 -7.0337E-01  2.5694E-01  4.0301E-01 -3.6806E-01 -4.9039E-01 -4.8785E-01 -7.7637E-01  3.3007E-02 -7.7259E-01 -3.8804E-01 -1.7023E-01  4.0010E-01  3.8405E-03 -7.3201E-01 -4.2824E-01  7.1988E-02 -5.1782E-01  2.3317E-01 -9.8092E-01 -8.5227E-01 -5.6636E-02  7.9713E-02  7.7785E-01 -7.5836E-01  2.5015E-02  7.3130E-01  5.4134E-02 -5.6853E-01 -5.3810E-01 -4.2667E-01 -8.4869E-02 -9.6369E-01  4.7515E-01 -8.3982E-01  6.3170E-01  6.7082E-03 -1.9152E-01 -1.3459E+00 -9.2471E-02 -3.6999E-01  2.4004E-01 -3.1077E-01 -4.9140E-01  5.0034E-01  1.7773E-01 -3.4049E-01 -3.7613E-01 -2.5518E-01  2.8642E-01 -9.5060E-01 -3.2395E-01  1.9022E-01 -5.7206E-01  4.9456E-01 -8.8777E-01  6.9794E-01  1.3020E-02 -7.4005E-01  4.4581E-01 -6.9635E-02  1.9070E-02 -9.5397E-01  4.7672E-01  1.3227E-01 -6.7080E-01 -2.5022E-01 -6.0952E-02 -7.5772E-01  8.0487E-01
        1.09  1.5151E+00 -4.7058E-01 -1.5969E-01 -7.8283E-01  4.5291E-01 -4.1827E-01 -7.0782E-01  2.5923E-01  4.1102E-01 -3.8279E-01 -4.8840E-01 -4.8292E-01 -7.7688E-01  2.6678E-02 -7.7486E-01 -3.9640E-01 -1.7168E-01  4.0202E-01  6.6342E-03 -7.3642E-01 -4.2159E-01  7.0760E-02 -5.1245E-01  2.4141E-01 -9.8981E-01 -8.5112E-01 -6.2444E-02  8.0310E-02  7.7581E-01 -7.5675E-01  2.4782E-02  7.3714E-01  5.4352E-02 -5.6253E-01 -5.4244E-01 -4.2009E-01 -8.5895E-02 -9.6607E-01  4.6643E-01 -8.4281E-01  6.2784E-01  1.4813E-02 -1.9618E-01 -1.3457E+00 -9.7953E-02 -3.6248E-01  2.4347E-01 -3.1780E-01 -4.9571E-01  4.9883E-01  1.8601E-01 -3.4311E-01 -3.8423E-01 -2.5742E-01  2.9386E-01 -9.5169E-01 -3.2118E-01  1.9034E-01 -5.6880E-01  4.9081E-01 -8.9778E-01  6.9436E-01  1.3550E-02 -7.3736E-01  4.5054E-01 -6.1131E-02  2.1813E-02 -9.5471E-01  4.7613E-01  1.3927E-01 -6.6843E-01 -2.5755E-01 -5.5373E-02 -7.5899E-01  8.0454E-01
        1.10  1.5208E+00 -4.7206E-01 -1.5814E-01 -7.7323E-01  4.5856E-01 -4.2530E-01 -7.1224E-01  2.6153E-01  4.1895E-01 -3.9758E-01 -4.8636E-01 -4.7781E-01 -7.7735E-01  2.0345E-02 -7.7707E-01 -4.0477E-01 -1.7312E-01  4.0387E-01  9.4636E-03 -7.4075E-01 -4.1480E-01  6.9512E-02 -5.0709E-01  2.4965E-01 -9.9866E-01 -8.4993E-01 -6.8262E-02  8.0885E-02  7.7373E-01 -7.5511E-01  2.4507E-02  7.4294E-01  5.4556E-02 -5.5634E-01 -5.4669E-01 -4.1349E-01 -8.6716E-02 -9.6838E-01  4.5769E-01 -8.4626E-01  6.2452E-01  2.2858E-02 -2.0082E-01 -1.3456E+00 -1.0344E-01 -3.5500E-01  2.4687E-01 -3.2478E-01 -5.0009E-01  4.9727E-01  1.9424E-01 -3.4575E-01 -3.9236E-01 -2.5972E-01  3.0123E-01 -9.5270E-01 -3.1837E-01  1.9040E-01 -5.6553E-01  4.8699E-01 -9.0738E-01  6.9026E-01  1.4068E-02 -7.3470E-01  4.5536E-01 -5.2573E-02  2.4494E-02 -9.5540E-01  4.7551E-01  1.4620E-01 -6.6605E-01 -2.6490E-01 -4.9789E-02 -7.6025E-01  8.0413E-01
        1.11  1.5264E+00 -4.7354E-01 -1.5659E-01 -7.6358E-01  4.6418E-01 -4.3222E-01 -7.1663E-01  2.6383E-01  4.2681E-01 -4.1244E-01 -4.8430E-01 -4.7250E-01 -7.7778E-01  1.4007E-02 -7.7922E-01 -4.1313E-01 -1.7452E-01  4.0568E-01  1.2339E-02 -7.4497E-01 -4.0788E-01  6.8249E-02 -5.0173E-01  2.5789E-01 -1.0075E+00 -8.4870E-01 -7.4091E-02  8.1436E-02  7.7163E-01 -7.5343E-01  2.4193E-02  7.4870E-01  5.4746E-02 -5.4995E-01 -5.5081E-01 -4.0687E-01 -8.7348E-02 -9.7060E-01  4.4894E-01 -8.5015E-01  6.2162E-01  3.0773E-02 -2.0546E-01 -1.3453E+00 -1.0892E-01 -3.4756E-01  2.5027E-01 -3.3173E-01 -5.0457E-01  4.9566E-01  2.0239E-01 -3.4842E-01 -4.0053E-01 -2.6210E-01  3.0852E-01 -9.5361E-01 -3.1555E-01  1.9041E-01 -5.6225E-01  4.8311E-01 -9.1656E-01  6.8570E-01  1.4616E-02 -7.3209E-01  4.6026E-01 -4.3962E-02  2.7119E-02 -9.5603E-01  4.7484E-01  1.5304E-01 -6.6366E-01 -2.7226E-01 -4.4201E-02 -7.6148E-01  8.0365E-01
        1.12  1.5320E+00 -4.7502E-01 -1.5504E-01 -7.5391E-01  4.6978E-01 -4.3905E-01 -7.2101E-01  2.6614E-01  4.3459E-01 -4.2739E-01 -4.8224E-01 -4.6697E-01 -7.7818E-01  7.6637E-03 -7.8130E-01 -4.2150E-01 -1.7591E-01  4.0743E-01  1.5268E-02 -7.4910E-01 -4.0082E-01  6.6973E-02 -4.9637E-01  2.6612E-01 -1.0162E+00 -8.4744E-01 -7.9930E-02  8.1964E-02  7.6950E-01 -7.5171E-01  2.3839E-02  7.5442E-01  5.4924E-02 -5.4334E-01 -5.5480E-01 -4.0025E-01 -8.7809E-02 -9.7275E-01  4.4020E-01 -8.5445E-01  6.1909E-01  3.8505E-02 -2.1009E-01 -1.3450E+00 -1.1441E-01 -3.4015E-01  2.5365E-01 -3.3864E-01 -5.0913E-01  4.9399E-01  2.1049E-01 -3.5113E-01 -4.0874E-01 -2.6457E-01  3.1574E-01 -9.5442E-01 -3.1270E-01  1.9036E-01 -5.5897E-01  4.7916E-01 -9.2533E-01  6.8073E-01  1.5227E-02 -7.2953E-01  4.6523E-01 -3.5297E-02  2.9691E-02 -9.5661E-01  4.7413E-01  1.5981E-01 -6.6128E-01 -2.7964E-01 -3.8609E-02 -7.6269E-01  8.0311E-01
        1.13  1.5376E+00 -4.7650E-01 -1.5349E-01 -7.4420E-01  4.7534E-01 -4.4578E-01 -7.2537E-01  2.6845E-01  4.4229E-01 -4.4243E-01 -4.8021E-01 -4.6119E-01 -7.7855E-01  1.3157E-03 -7.8333E-01 -4.2987E-01 -1.7727E-01  4.0913E-01  1.8262E-02 -7.5311E-01 -3.9365E-01  6.5689E-02 -4.9103E-01  2.7436E-01 -1.0249E+00 -8.4613E-01 -8.5778E-02  8.2469E-02  7.6734E-01 -7.4996E-01  2.3446E-02  7.6010E-01  5.5087E-02 -5.3648E-01 -5.5861E-01 -3.9365E-01 -8.8116E-02 -9.7482E-01  4.3147E-01 -8.5914E-01  6.1684E-01  4.6014E-02 -2.1472E-01 -1.3447E+00 -1.1989E-01 -3.3277E-01  2.5701E-01 -3.4551E-01 -5.1378E-01  4.9228E-01  2.1852E-01 -3.5389E-01 -4.1699E-01 -2.6712E-01  3.2288E-01 -9.5515E-01 -3.0984E-01  1.9026E-01 -5.5568E-01  4.7514E-01 -9.3370E-01  6.7538E-01  1.5927E-02 -7.2704E-01  4.7028E-01 -2.6580E-02  3.2215E-02 -9.5713E-01  4.7338E-01  1.6649E-01 -6.5890E-01 -2.8702E-01 -3.3014E-02 -7.6387E-01  8.0249E-01
        1.14  1.5431E+00 -4.7797E-01 -1.5194E-01 -7.3445E-01  4.8087E-01 -4.5242E-01 -7.2970E-01  2.7078E-01  4.4992E-01 -4.5754E-01 -4.7825E-01 -4.5514E-01 -7.7888E-01 -5.0376E-03 -7.8530E-01 -4.3824E-01 -1.7861E-01  4.1077E-01  2.1327E-02 -7.5701E-01 -3.8636E-01  6.4399E-02 -4.8570E-01  2.8261E-01 -1.0336E+00 -8.4478E-01 -9.1635E-02  8.2950E-02  7.6515E-01 -7.4818E-01  2.3013E-02  7.6574E-01  5.5238E-02 -5.2937E-01 -5.6220E-01 -3.8709E-01 -8.8282E-02 -9.7681E-01  4.2275E-01 -8.6419E-01  6.1483E-01  5.3267E-02 -2.1934E-01 -1.3443E+00 -1.2538E-01 -3.2542E-01  2.6036E-01 -3.5234E-01 -5.1853E-01  4.9052E-01  2.2647E-01 -3.5671E-01 -4.2528E-01 -2.6977E-01  3.2994E-01 -9.5578E-01 -3.0695E-01  1.9010E-01 -5.5237E-01  4.7104E-01 -9.4167E-01  6.6970E-01  1.6739E-02 -7.2462E-01  4.7540E-01 -1.7811E-02  3.4694E-02 -9.5759E-01  4.7258E-01  1.7308E-01 -6.5653E-01 -2.9442E-01 -2.7416E-02 -7.6503E-01  8.0180E-01
        1.15  1.5487E+00 -4.7944E-01 -1.5039E-01 -7.2468E-01  4.8636E-01 -4.5897E-01 -7.3401E-01  2.7310E-01  4.5747E-01 -4.7271E-01 -4.7640E-01 -4.4878E-01 -7.7917E-01 -1.1396E-02 -7.8722E-01 -4.4661E-01 -1.7992E-01  4.1237E-01  2.4468E-02 -7.6079E-01 -3.7896E-01  6.3110E-02 -4.8038E-01  2.9087E-01 -1.0422E+00 -8.4339E-01 -9.7500E-02  8.3408E-02  7.6293E-01 -7.4636E-01  2.2543E-02  7.7135E-01  5.5375E-02 -5.2200E-01 -5.6552E-01 -3.8060E-01 -8.8323E-02 -9.7873E-01  4.1405E-01 -8.6959E-01  6.1301E-01  6.0237E-02 -2.2396E-01 -1.3438E+00 -1.3087E-01 -3.1811E-01  2.6368E-01 -3.5914E-01 -5.2336E-01  4.8871E-01  2.3436E-01 -3.5960E-01 -4.3362E-01 -2.7251E-01  3.3694E-01 -9.5632E-01 -3.0406E-01  1.8987E-01 -5.4905E-01  4.6687E-01 -9.4925E-01  6.6372E-01  1.7682E-02 -7.2227E-01  4.8059E-01 -8.9928E-03  3.7132E-02 -9.5800E-01  4.7173E-01  1.7959E-01 -6.5417E-01 -3.0182E-01 -2.1817E-02 -7.6617E-01  8.0104E-01
        1.16  1.5542E+00 -4.8091E-01 -1.4883E-01 -7.1489E-01  4.9182E-01 -4.6544E-01 -7.3830E-01  2.7544E-01  4.6494E-01 -4.8790E-01 -4.7471E-01 -4.4208E-01 -7.7944E-01 -1.7761E-02 -7.8907E-01 -4.5497E-01 -1.8121E-01  4.1392E-01  2.7691E-02 -7.6443E-01 -3.7147E-01  6.1825E-02 -4.7508E-01  2.9914E-01 -1.0507E+00 -8.4197E-01 -1.0337E-01  8.3843E-02  7.6069E-01 -7.4450E-01  2.2034E-02  7.7691E-01  5.5500E-02 -5.1439E-01 -5.6851E-01 -3.7419E-01 -8.8251E-02 -9.8057E-01  4.0537E-01 -8.7531E-01  6.1135E-01  6.6902E-02 -2.2857E-01 -1.3433E+00 -1.3636E-01 -3.1083E-01  2.6700E-01 -3.6590E-01 -5.2829E-01  4.8686E-01  2.4218E-01 -3.6258E-01 -4.4201E-01 -2.7536E-01  3.4386E-01 -9.5678E-01 -3.0115E-01  1.8957E-01 -5.4572E-01  4.6263E-01 -9.5644E-01  6.5746E-01  1.8772E-02 -7.2002E-01  4.8585E-01 -1.2725E-04  3.9532E-02 -9.5835E-01  4.7084E-01  1.8601E-01 -6.5182E-01 -3.0922E-01 -1.6218E-02 -7.6729E-01  8.0021E-01
        1.17  1.5597E+00 -4.8238E-01 -1.4728E-01 -7.0507E-01  4.9724E-01 -4.7183E-01 -7.4257E-01  2.7778E-01  4.7234E-01 -5.0304E-01 -4.7324E-01 -4.3504E-01 -7.7966E-01 -2.4131E-02 -7.9087E-01 -4.6334E-01 -1.8247E-01  4.1541E-01  3.0995E-02 -7.6795E-01 -3.6391E-01  6.0550E-02 -4.6980E-01  3.0743E-01 -1.0592E+00 -8.4051E-01 -1.0925E-01  8.4254E-02  7.5841E-01 -7.4261E-01  2.1488E-02  7.8243E-01  5.5612E-02 -5.0658E-01 -5.7114E-01 -3.6787E-01 -8.8075E-02 -9.8234E-01  3.9671E-01 -8.8135E-01  6.0982E-01  7.3243E-02 -2.3317E-01 -1.3427E+00 -1.4185E-01 -3.0357E-01  2.7029E-01 -3.7262E-01 -5.3332E-01  4.8496E-01  2.4993E-01 -3.6567E-01 -4.5044E-01 -2.7832E-01  3.5070E-01 -9.5715E-01 -2.9823E-01  1.8921E-01 -5.4237E-01  4.5831E-01 -9.6325E-01  6.5096E-01  2.0024E-02 -7.1786E-01  4.9116E-01  8.7826E-03  4.1896E-02 -9.5865E-01  4.6990E-01  1.9234E-01 -6.4949E-01 -3.1661E-01 -1.0618E-02 -7.6838E-01  7.9931E-01
        1.18  1.5652E+00 -4.8384E-01 -1.4572E-01 -6.9522E-01  5.0263E-01 -4.7815E-01 -7.4682E-01  2.8012E-01  4.7967E-01 -5.1806E-01 -4.7200E-01 -4.2766E-01 -7.7986E-01 -3.0507E-02 -7.9261E-01 -4.7170E-01 -1.8371E-01  4.1686E-01  3.4381E-02 -7.7133E-01 -3.5628E-01  5.9293E-02 -4.6455E-01  3.1575E-01 -1.0677E+00 -8.3901E-01 -1.1514E-01  8.4642E-02  7.5611E-01 -7.4068E-01  2.0906E-02  7.8791E-01  5.5711E-02 -4.9861E-01 -5.7337E-01 -3.6164E-01 -8.7808E-02 -9.8404E-01  3.8806E-01 -8.8768E-01  6.0838E-01  7.9242E-02 -2.3776E-01 -1.3420E+00 -1.4733E-01 -2.9634E-01  2.7357E-01 -3.7931E-01 -5.3845E-01  4.8302E-01  2.5760E-01 -3.6888E-01 -4.5894E-01 -2.8138E-01  3.5747E-01 -9.5743E-01 -2.9530E-01  1.8878E-01 -5.3900E-01  4.5392E-01 -9.6968E-01  6.4424E-01  2.1456E-02 -7.1579E-01  4.9651E-01  1.7734E-02  4.4226E-02 -9.5889E-01  4.6892E-01  1.9858E-01 -6.4717E-01 -3.2399E-01 -5.0190E-03 -7.6945E-01  7.9834E-01
