        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25 
        5.63  2.6068E+00 -9.1828E-01  4.4426E-01  1.4578E+00 -1.8220E-01 -6.8651E-01 -1.4350E+00  6.8025E-01  1.9804E+00 -1.7734E+00  1.0637E+00  2.4416E+00  5.8191E-01 -6.0504E-01 -2.3622E-01 -1.0641E+00  6.3219E-01  1.4211E+00 -7.7517E-01  5.1489E-02  1.4578E+00 -1.4628E+00  7.0682E-01  1.3002E+00 -2.3057E+00  7.2870E-01 -1.7116E+00 -8.8644E-01 -1.8572E+00  1.2487E-01 -1.1604E+00  9.2870E-01  1.4704E-01 -7.5372E-01 -1.6180E+00  1.5874E-01 -1.7325E+00  1.5268E-01 -1.0484E+00 -1.7980E+00 -1.7166E+00  1.4806E+00 -1.4863E+00  1.2817E+00 -1.5707E+00  1.9557E+00  1.6537E+00 -1.0049E+00 -3.1515E-01  8.2996E-01  1.6539E+00  4.2233E-01 -1.8633E+00  1.1721E+00 -6.7339E-02  2.3645E-01  4.9177E-01 -1.1053E+00  6.4330E-01 -1.6360E+00 -1.7923E+00 -1.7599E+00  1.4593E+00 -1.8933E+00  2.7499E-01  1.6333E+00  4.3402E-01 -1.3530E-01 -1.3566E+00  8.5158E-01  4.6297E-01 -1.6132E+00  3.7061E-01  2.1511E-01 -9.4647E-01
        5.64  2.6071E+00 -9.1888E-01  4.4535E-01  1.4581E+00 -1.8521E-01 -6.8618E-01 -1.4357E+00  6.7943E-01  1.9849E+00 -1.7702E+00  1.0666E+00  2.4437E+00  5.8433E-01 -6.0345E-01 -2.3370E-01 -1.0650E+00  6.3217E-01  1.4244E+00 -7.8003E-01  5.5205E-02  1.4594E+00 -1.4705E+00  7.0447E-01  1.2997E+00 -2.3056E+00  7.3240E-01 -1.7134E+00 -8.8981E-01 -1.8600E+00  1.2483E-01 -1.1633E+00  9.2609E-01  1.4835E-01 -7.5148E-01 -1.6217E+00  1.6517E-01 -1.7364E+00  1.5627E-01 -1.0476E+00 -1.8045E+00 -1.7236E+00  1.4741E+00 -1.4869E+00  1.2871E+00 -1.5714E+00  1.9593E+00  1.6551E+00 -1.0049E+00 -3.1612E-01  8.2755E-01  1.6544E+00  4.2320E-01 -1.8635E+00  1.1743E+00 -7.1975E-02  2.3885E-01  4.9223E-01 -1.1079E+00  6.4497E-01 -1.6391E+00 -1.7895E+00 -1.7612E+00  1.4667E+00 -1.8945E+00  2.7532E-01  1.6322E+00  4.3247E-01 -1.3234E-01 -1.3601E+00  8.5107E-01  4.6513E-01 -1.6132E+00  3.7018E-01  2.1659E-01 -9.5001E-01
        5.65  2.6075E+00 -9.1948E-01  4.4643E-01  1.4584E+00 -1.8823E-01 -6.8585E-01 -1.4364E+00  6.7859E-01  1.9894E+00 -1.7669E+00  1.0695E+00  2.4459E+00  5.8675E-01 -6.0186E-01 -2.3118E-01 -1.0660E+00  6.3214E-01  1.4278E+00 -7.8490E-01  5.8937E-02  1.4610E+00 -1.4782E+00  7.0211E-01  1.2993E+00 -2.3055E+00  7.3610E-01 -1.7152E+00 -8.9314E-01 -1.8628E+00  1.2480E-01 -1.1663E+00  9.2346E-01  1.4967E-01 -7.4926E-01 -1.6254E+00  1.7161E-01 -1.7403E+00  1.5986E-01 -1.0468E+00 -1.8095E+00 -1.7342E+00  1.4669E+00 -1.4874E+00  1.2924E+00 -1.5722E+00  1.9630E+00  1.6565E+00 -1.0050E+00 -3.1711E-01  8.2514E-01  1.6548E+00  4.2406E-01 -1.8637E+00  1.1766E+00 -7.6619E-02  2.4126E-01  4.9269E-01 -1.1106E+00  6.4665E-01 -1.6422E+00 -1.7876E+00 -1.7605E+00  1.4744E+00 -1.8955E+00  2.7567E-01  1.6310E+00  4.3092E-01 -1.2937E-01 -1.3636E+00  8.5054E-01  4.6728E-01 -1.6133E+00  3.6974E-01  2.1807E-01 -9.5356E-01
        5.66  2.6078E+00 -9.2007E-01  4.4752E-01  1.4587E+00 -1.9124E-01 -6.8552E-01 -1.4371E+00  6.7775E-01  1.9939E+00 -1.7637E+00  1.0724E+00  2.4480E+00  5.8916E-01 -6.0027E-01 -2.2866E-01 -1.0669E+00  6.3210E-01  1.4312E+00 -7.8979E-01  6.2683E-02  1.4626E+00 -1.4859E+00  6.9972E-01  1.2989E+00 -2.3054E+00  7.3980E-01 -1.7170E+00 -8.9644E-01 -1.8655E+00  1.2479E-01 -1.1693E+00  9.2083E-01  1.5099E-01 -7.4708E-01 -1.6292E+00  1.7803E-01 -1.7442E+00  1.6346E-01 -1.0460E+00 -1.8111E+00 -1.7487E+00  1.4611E+00 -1.4880E+00  1.2978E+00 -1.5730E+00  1.9666E+00  1.6579E+00 -1.0051E+00 -3.1811E-01  8.2271E-01  1.6552E+00  4.2492E-01 -1.8639E+00  1.1788E+00 -8.1271E-02  2.4366E-01  4.9315E-01 -1.1132E+00  6.4832E-01 -1.6453E+00 -1.7877E+00 -1.7575E+00  1.4814E+00 -1.8966E+00  2.7604E-01  1.6298E+00  4.2937E-01 -1.2638E-01 -1.3671E+00  8.5001E-01  4.6943E-01 -1.6133E+00  3.6931E-01  2.1954E-01 -9.5712E-01
        5.67  2.6082E+00 -9.2067E-01  4.4860E-01  1.4591E+00 -1.9425E-01 -6.8519E-01 -1.4378E+00  6.7689E-01  1.9984E+00 -1.7604E+00  1.0752E+00  2.4501E+00  5.9156E-01 -5.9867E-01 -2.2613E-01 -1.0679E+00  6.3205E-01  1.4345E+00 -7.9470E-01  6.6444E-02  1.4642E+00 -1.4935E+00  6.9732E-01  1.2985E+00 -2.3053E+00  7.4350E-01 -1.7188E+00 -8.9970E-01 -1.8682E+00  1.2479E-01 -1.1722E+00  9.1819E-01  1.5233E-01 -7.4492E-01 -1.6330E+00  1.8445E-01 -1.7482E+00  1.6706E-01 -1.0452E+00 -1.8083E+00 -1.7648E+00  1.4591E+00 -1.4885E+00  1.3031E+00 -1.5738E+00  1.9703E+00  1.6593E+00 -1.0052E+00 -3.1914E-01  8.2028E-01  1.6557E+00  4.2577E-01 -1.8641E+00  1.1811E+00 -8.5932E-02  2.4606E-01  4.9361E-01 -1.1159E+00  6.4999E-01 -1.6483E+00 -1.7904E+00 -1.7534E+00  1.4861E+00 -1.8976E+00  2.7641E-01  1.6286E+00  4.2783E-01 -1.2339E-01 -1.3706E+00  8.4948E-01  4.7157E-01 -1.6133E+00  3.6888E-01  2.2101E-01 -9.6068E-01
        5.68  2.6085E+00 -9.2126E-01  4.4968E-01  1.4593E+00 -1.9727E-01 -6.8486E-01 -1.4385E+00  6.7604E-01  2.0028E+00 -1.7571E+00  1.0781E+00  2.4522E+00  5.9396E-01 -5.9707E-01 -2.2361E-01 -1.0689E+00  6.3200E-01  1.4379E+00 -7.9962E-01  7.0219E-02  1.4657E+00 -1.5011E+00  6.9490E-01  1.2982E+00 -2.3052E+00  7.4719E-01 -1.7205E+00 -9.0294E-01 -1.8708E+00  1.2481E-01 -1.1752E+00  9.1555E-01  1.5367E-01 -7.4279E-01 -1.6368E+00  1.9087E-01 -1.7521E+00  1.7066E-01 -1.0444E+00 -1.8025E+00 -1.7792E+00  1.4614E+00 -1.4891E+00  1.3084E+00 -1.5745E+00  1.9739E+00  1.6606E+00 -1.0052E+00 -3.2019E-01  8.1784E-01  1.6561E+00  4.2662E-01 -1.8643E+00  1.1833E+00 -9.0601E-02  2.4846E-01  4.9407E-01 -1.1185E+00  6.5167E-01 -1.6514E+00 -1.7949E+00 -1.7504E+00  1.4883E+00 -1.8987E+00  2.7681E-01  1.6275E+00  4.2629E-01 -1.2038E-01 -1.3741E+00  8.4893E-01  4.7370E-01 -1.6133E+00  3.6845E-01  2.2247E-01 -9.6424E-01
        5.69  2.6089E+00 -9.2185E-01  4.5076E-01  1.4596E+00 -2.0028E-01 -6.8452E-01 -1.4393E+00  6.7517E-01  2.0072E+00 -1.7538E+00  1.0809E+00  2.4542E+00  5.9635E-01 -5.9547E-01 -2.2109E-01 -1.0700E+00  6.3194E-01  1.4413E+00 -8.0457E-01  7.4010E-02  1.4673E+00 -1.5088E+00  6.9246E-01  1.2978E+00 -2.3050E+00  7.5089E-01 -1.7223E+00 -9.0614E-01 -1.8734E+00  1.2485E-01 -1.1781E+00  9.1289E-01  1.5501E-01 -7.4069E-01 -1.6407E+00  1.9728E-01 -1.7560E+00  1.7427E-01 -1.0436E+00 -1.7959E+00 -1.7908E+00  1.4665E+00 -1.4896E+00  1.3137E+00 -1.5753E+00  1.9776E+00  1.6620E+00 -1.0053E+00 -3.2126E-01  8.1538E-01  1.6565E+00  4.2745E-01 -1.8644E+00  1.1855E+00 -9.5278E-02  2.5085E-01  4.9453E-01 -1.1212E+00  6.5335E-01 -1.6544E+00 -1.7998E+00 -1.7490E+00  1.4888E+00 -1.8996E+00  2.7721E-01  1.6263E+00  4.2475E-01 -1.1736E-01 -1.3776E+00  8.4839E-01  4.7584E-01 -1.6133E+00  3.6802E-01  2.2392E-01 -9.6781E-01
        5.70  2.6092E+00 -9.2244E-01  4.5184E-01  1.4599E+00 -2.0329E-01 -6.8418E-01 -1.4400E+00  6.7430E-01  2.0116E+00 -1.7505E+00  1.0837E+00  2.4563E+00  5.9874E-01 -5.9386E-01 -2.1856E-01 -1.0710E+00  6.3187E-01  1.4447E+00 -8.0952E-01  7.7816E-02  1.4689E+00 -1.5164E+00  6.9001E-01  1.2976E+00 -2.3049E+00  7.5459E-01 -1.7241E+00 -9.0932E-01 -1.8759E+00  1.2490E-01 -1.1811E+00  9.1023E-01  1.5637E-01 -7.3862E-01 -1.6446E+00  2.0368E-01 -1.7598E+00  1.7788E-01 -1.0428E+00 -1.7894E+00 -1.7997E+00  1.4731E+00 -1.4901E+00  1.3190E+00 -1.5761E+00  1.9812E+00  1.6634E+00 -1.0054E+00 -3.2234E-01  8.1292E-01  1.6569E+00  4.2829E-01 -1.8646E+00  1.1877E+00 -9.9964E-02  2.5324E-01  4.9499E-01 -1.1238E+00  6.5503E-01 -1.6574E+00 -1.8047E+00 -1.7492E+00  1.4885E+00 -1.9006E+00  2.7763E-01  1.6251E+00  4.2322E-01 -1.1433E-01 -1.3810E+00  8.4783E-01  4.7796E-01 -1.6133E+00  3.6760E-01  2.2537E-01 -9.7139E-01
        5.71  2.6095E+00 -9.2303E-01  4.5292E-01  1.4602E+00 -2.0630E-01 -6.8385E-01 -1.4407E+00  6.7342E-01  2.0160E+00 -1.7472E+00  1.0865E+00  2.4583E+00  6.0112E-01 -5.9225E-01 -2.1603E-01 -1.0721E+00  6.3179E-01  1.4481E+00 -8.1450E-01  8.1638E-02  1.4704E+00 -1.5239E+00  6.8754E-01  1.2973E+00 -2.3048E+00  7.5829E-01 -1.7259E+00 -9.1246E-01 -1.8784E+00  1.2498E-01 -1.1840E+00  9.0757E-01  1.5773E-01 -7.3658E-01 -1.6486E+00  2.1007E-01 -1.7637E+00  1.8150E-01 -1.0420E+00 -1.7835E+00 -1.8067E+00  1.4803E+00 -1.4907E+00  1.3242E+00 -1.5768E+00  1.9848E+00  1.6647E+00 -1.0054E+00 -3.2345E-01  8.1045E-01  1.6573E+00  4.2911E-01 -1.8648E+00  1.1900E+00 -1.0466E-01  2.5563E-01  4.9545E-01 -1.1265E+00  6.5671E-01 -1.6604E+00 -1.8091E+00 -1.7505E+00  1.4877E+00 -1.9016E+00  2.7807E-01  1.6240E+00  4.2168E-01 -1.1129E-01 -1.3845E+00  8.4727E-01  4.8008E-01 -1.6133E+00  3.6718E-01  2.2682E-01 -9.7497E-01
        5.72  2.6098E+00 -9.2362E-01  4.5400E-01  1.4604E+00 -2.0931E-01 -6.8350E-01 -1.4415E+00  6.7254E-01  2.0204E+00 -1.7438E+00  1.0892E+00  2.4602E+00  6.0349E-01 -5.9063E-01 -2.1351E-01 -1.0733E+00  6.3170E-01  1.4516E+00 -8.1949E-01  8.5476E-02  1.4720E+00 -1.5315E+00  6.8505E-01  1.2970E+00 -2.3046E+00  7.6198E-01 -1.7276E+00 -9.1556E-01 -1.8808E+00  1.2508E-01 -1.1869E+00  9.0489E-01  1.5909E-01 -7.3457E-01 -1.6526E+00  2.1645E-01 -1.7676E+00  1.8512E-01 -1.0412E+00 -1.7783E+00 -1.8120E+00  1.4877E+00 -1.4912E+00  1.3295E+00 -1.5775E+00  1.9884E+00  1.6661E+00 -1.0055E+00 -3.2457E-01  8.0797E-01  1.6576E+00  4.2993E-01 -1.8650E+00  1.1922E+00 -1.0936E-01  2.5802E-01  4.9591E-01 -1.1291E+00  6.5839E-01 -1.6634E+00 -1.8132E+00 -1.7528E+00  1.4869E+00 -1.9025E+00  2.7852E-01  1.6228E+00  4.2016E-01 -1.0824E-01 -1.3880E+00  8.4670E-01  4.8220E-01 -1.6132E+00  3.6676E-01  2.2825E-01 -9.7856E-01
        5.73  2.6101E+00 -9.2421E-01  4.5508E-01  1.4606E+00 -2.1231E-01 -6.8316E-01 -1.4422E+00  6.7164E-01  2.0247E+00 -1.7405E+00  1.0920E+00  2.4622E+00  6.0586E-01 -5.8902E-01 -2.1098E-01 -1.0744E+00  6.3161E-01  1.4550E+00 -8.2450E-01  8.9330E-02  1.4735E+00 -1.5391E+00  6.8255E-01  1.2968E+00 -2.3044E+00  7.6568E-01 -1.7294E+00 -9.1864E-01 -1.8832E+00  1.2520E-01 -1.1899E+00  9.0221E-01  1.6047E-01 -7.3258E-01 -1.6566E+00  2.2282E-01 -1.7715E+00  1.8874E-01 -1.0404E+00 -1.7738E+00 -1.8161E+00  1.4952E+00 -1.4917E+00  1.3348E+00 -1.5783E+00  1.9920E+00  1.6674E+00 -1.0055E+00 -3.2572E-01  8.0548E-01  1.6580E+00  4.3074E-01 -1.8651E+00  1.1944E+00 -1.1407E-01  2.6040E-01  4.9637E-01 -1.1317E+00  6.6007E-01 -1.6665E+00 -1.8168E+00 -1.7558E+00  1.4860E+00 -1.9034E+00  2.7898E-01  1.6216E+00  4.1863E-01 -1.0517E-01 -1.3914E+00  8.4612E-01  4.8431E-01 -1.6132E+00  3.6635E-01  2.2968E-01 -9.8215E-01
        5.74  2.6104E+00 -9.2479E-01  4.5616E-01  1.4608E+00 -2.1532E-01 -6.8282E-01 -1.4430E+00  6.7075E-01  2.0291E+00 -1.7371E+00  1.0947E+00  2.4641E+00  6.0822E-01 -5.8740E-01 -2.0845E-01 -1.0756E+00  6.3150E-01  1.4584E+00 -8.2953E-01  9.3200E-02  1.4751E+00 -1.5466E+00  6.8002E-01  1.2966E+00 -2.3043E+00  7.6937E-01 -1.7311E+00 -9.2169E-01 -1.8856E+00  1.2534E-01 -1.1928E+00  8.9952E-01  1.6185E-01 -7.3063E-01 -1.6607E+00  2.2918E-01 -1.7753E+00  1.9237E-01 -1.0395E+00 -1.7700E+00 -1.8192E+00  1.5024E+00 -1.4922E+00  1.3400E+00 -1.5790E+00  1.9956E+00  1.6688E+00 -1.0056E+00 -3.2688E-01  8.0298E-01  1.6584E+00  4.3155E-01 -1.8653E+00  1.1966E+00 -1.1879E-01  2.6279E-01  4.9683E-01 -1.1344E+00  6.6176E-01 -1.6694E+00 -1.8200E+00 -1.7594E+00  1.4852E+00 -1.9042E+00  2.7946E-01  1.6205E+00  4.1711E-01 -1.0209E-01 -1.3948E+00  8.4554E-01  4.8641E-01 -1.6131E+00  3.6594E-01  2.3111E-01 -9.8575E-01
        5.75  2.6107E+00 -9.2537E-01  4.5723E-01  1.4611E+00 -2.1833E-01 -6.8247E-01 -1.4437E+00  6.6984E-01  2.0334E+00 -1.7337E+00  1.0974E+00  2.4660E+00  6.1058E-01 -5.8577E-01 -2.0592E-01 -1.0768E+00  6.3139E-01  1.4619E+00 -8.3458E-01  9.7086E-02  1.4766E+00 -1.5541E+00  6.7748E-01  1.2965E+00 -2.3041E+00  7.7306E-01 -1.7329E+00 -9.2470E-01 -1.8878E+00  1.2550E-01 -1.1958E+00  8.9683E-01  1.6324E-01 -7.2870E-01 -1.6648E+00  2.3553E-01 -1.7792E+00  1.9600E-01 -1.0387E+00 -1.7669E+00 -1.8215E+00  1.5095E+00 -1.4927E+00  1.3452E+00 -1.5797E+00  1.9993E+00  1.6701E+00 -1.0057E+00 -3.2807E-01  8.0048E-01  1.6587E+00  4.3235E-01 -1.8654E+00  1.1988E+00 -1.2352E-01  2.6517E-01  4.9729E-01 -1.1370E+00  6.6344E-01 -1.6724E+00 -1.8228E+00 -1.7634E+00  1.4845E+00 -1.9051E+00  2.7995E-01  1.6193E+00  4.1559E-01 -9.9005E-02 -1.3982E+00  8.4495E-01  4.8851E-01 -1.6131E+00  3.6553E-01  2.3253E-01 -9.8935E-01
        5.76  2.6110E+00 -9.2596E-01  4.5831E-01  1.4613E+00 -2.2133E-01 -6.8212E-01 -1.4445E+00  6.6894E-01  2.0376E+00 -1.7303E+00  1.1001E+00  2.4679E+00  6.1293E-01 -5.8415E-01 -2.0339E-01 -1.0780E+00  6.3126E-01  1.4653E+00 -8.3964E-01  1.0099E-01  1.4782E+00 -1.5617E+00  6.7493E-01  1.2963E+00 -2.3039E+00  7.7676E-01 -1.7346E+00 -9.2769E-01 -1.8901E+00  1.2568E-01 -1.1987E+00  8.9413E-01  1.6464E-01 -7.2680E-01 -1.6689E+00  2.4187E-01 -1.7830E+00  1.9963E-01 -1.0379E+00 -1.7644E+00 -1.8231E+00  1.5162E+00 -1.4932E+00  1.3505E+00 -1.5804E+00  2.0028E+00  1.6714E+00 -1.0057E+00 -3.2927E-01  7.9796E-01  1.6591E+00  4.3314E-01 -1.8655E+00  1.2010E+00 -1.2826E-01  2.6755E-01  4.9774E-01 -1.1397E+00  6.6513E-01 -1.6754E+00 -1.8252E+00 -1.7678E+00  1.4840E+00 -1.9059E+00  2.8045E-01  1.6182E+00  4.1407E-01 -9.5905E-02 -1.4017E+00  8.4436E-01  4.9061E-01 -1.6130E+00  3.6512E-01  2.3394E-01 -9.9296E-01
        5.77  2.6113E+00 -9.2654E-01  4.5938E-01  1.4614E+00 -2.2433E-01 -6.8177E-01 -1.4453E+00  6.6802E-01  2.0419E+00 -1.7269E+00  1.1027E+00  2.4698E+00  6.1528E-01 -5.8252E-01 -2.0086E-01 -1.0792E+00  6.3113E-01  1.4688E+00 -8.4472E-01  1.0491E-01  1.4797E+00 -1.5692E+00  6.7235E-01  1.2962E+00 -2.3037E+00  7.8045E-01 -1.7363E+00 -9.3064E-01 -1.8923E+00  1.2588E-01 -1.2016E+00  8.9142E-01  1.6604E-01 -7.2493E-01 -1.6730E+00  2.4820E-01 -1.7868E+00  2.0327E-01 -1.0370E+00 -1.7625E+00 -1.8242E+00  1.5227E+00 -1.4937E+00  1.3557E+00 -1.5812E+00  2.0064E+00  1.6728E+00 -1.0058E+00 -3.3050E-01  7.9544E-01  1.6594E+00  4.3393E-01 -1.8657E+00  1.2032E+00 -1.3300E-01  2.6992E-01  4.9820E-01 -1.1423E+00  6.6682E-01 -1.6784E+00 -1.8273E+00 -1.7726E+00  1.4837E+00 -1.9067E+00  2.8097E-01  1.6170E+00  4.1256E-01 -9.2792E-02 -1.4051E+00  8.4375E-01  4.9269E-01 -1.6129E+00  3.6472E-01  2.3535E-01 -9.9658E-01
        5.78  2.6115E+00 -9.2712E-01  4.6046E-01  1.4616E+00 -2.2734E-01 -6.8141E-01 -1.4461E+00  6.6710E-01  2.0462E+00 -1.7235E+00  1.1054E+00  2.4716E+00  6.1762E-01 -5.8088E-01 -1.9832E-01 -1.0805E+00  6.3099E-01  1.4722E+00 -8.4982E-01  1.0885E-01  1.4813E+00 -1.5767E+00  6.6976E-01  1.2961E+00 -2.3035E+00  7.8414E-01 -1.7380E+00 -9.3357E-01 -1.8945E+00  1.2611E-01 -1.2046E+00  8.8870E-01  1.6746E-01 -7.2308E-01 -1.6772E+00  2.5452E-01 -1.7906E+00  2.0691E-01 -1.0362E+00 -1.7611E+00 -1.8248E+00  1.5288E+00 -1.4942E+00  1.3609E+00 -1.5819E+00  2.0100E+00  1.6741E+00 -1.0058E+00 -3.3174E-01  7.9290E-01  1.6598E+00  4.3471E-01 -1.8658E+00  1.2054E+00 -1.3776E-01  2.7230E-01  4.9866E-01 -1.1450E+00  6.6851E-01 -1.6813E+00 -1.8291E+00 -1.7776E+00  1.4836E+00 -1.9074E+00  2.8150E-01  1.6159E+00  4.1105E-01 -8.9668E-02 -1.4084E+00  8.4314E-01  4.9478E-01 -1.6129E+00  3.6432E-01  2.3676E-01 -1.0002E+00
        5.79  2.6118E+00 -9.2770E-01  4.6153E-01  1.4618E+00 -2.3034E-01 -6.8106E-01 -1.4468E+00  6.6618E-01  2.0504E+00 -1.7201E+00  1.1080E+00  2.4734E+00  6.1995E-01 -5.7925E-01 -1.9579E-01 -1.0818E+00  6.3083E-01  1.4757E+00 -8.5494E-01  1.1280E-01  1.4828E+00 -1.5841E+00  6.6715E-01  1.2960E+00 -2.3032E+00  7.8783E-01 -1.7398E+00 -9.3647E-01 -1.8966E+00  1.2636E-01 -1.2075E+00  8.8598E-01  1.6888E-01 -7.2126E-01 -1.6813E+00  2.6083E-01 -1.7945E+00  2.1055E-01 -1.0353E+00 -1.7603E+00 -1.8251E+00  1.5345E+00 -1.4947E+00  1.3661E+00 -1.5826E+00  2.0136E+00  1.6754E+00 -1.0059E+00 -3.3300E-01  7.9036E-01  1.6601E+00  4.3549E-01 -1.8659E+00  1.2076E+00 -1.4252E-01  2.7467E-01  4.9912E-01 -1.1476E+00  6.7020E-01 -1.6843E+00 -1.8305E+00 -1.7828E+00  1.4837E+00 -1.9082E+00  2.8204E-01  1.6147E+00  4.0954E-01 -8.6531E-02 -1.4118E+00  8.4253E-01  4.9686E-01 -1.6128E+00  3.6392E-01  2.3816E-01 -1.0038E+00
        5.80  2.6121E+00 -9.2827E-01  4.6260E-01  1.4619E+00 -2.3334E-01 -6.8070E-01 -1.4476E+00  6.6525E-01  2.0546E+00 -1.7167E+00  1.1106E+00  2.4752E+00  6.2228E-01 -5.7761E-01 -1.9325E-01 -1.0831E+00  6.3067E-01  1.4792E+00 -8.6008E-01  1.1677E-01  1.4844E+00 -1.5916E+00  6.6453E-01  1.2960E+00 -2.3030E+00  7.9152E-01 -1.7415E+00 -9.3933E-01 -1.8988E+00  1.2663E-01 -1.2104E+00  8.8325E-01  1.7030E-01 -7.1947E-01 -1.6855E+00  2.6712E-01 -1.7983E+00  2.1420E-01 -1.0345E+00 -1.7600E+00 -1.8250E+00  1.5398E+00 -1.4951E+00  1.3712E+00 -1.5833E+00  2.0172E+00  1.6767E+00 -1.0059E+00 -3.3429E-01  7.8781E-01  1.6604E+00  4.3626E-01 -1.8661E+00  1.2097E+00 -1.4729E-01  2.7704E-01  4.9958E-01 -1.1502E+00  6.7189E-01 -1.6872E+00 -1.8316E+00 -1.7881E+00  1.4840E+00 -1.9089E+00  2.8260E-01  1.6136E+00  4.0804E-01 -8.3383E-02 -1.4152E+00  8.4191E-01  4.9893E-01 -1.6127E+00  3.6353E-01  2.3955E-01 -1.0075E+00
        5.81  2.6123E+00 -9.2885E-01  4.6367E-01  1.4621E+00 -2.3634E-01 -6.8034E-01 -1.4484E+00  6.6431E-01  2.0588E+00 -1.7132E+00  1.1131E+00  2.4770E+00  6.2460E-01 -5.7597E-01 -1.9072E-01 -1.0845E+00  6.3050E-01  1.4827E+00 -8.6523E-01  1.2076E-01  1.4859E+00 -1.5991E+00  6.6188E-01  1.2960E+00 -2.3028E+00  7.9521E-01 -1.7432E+00 -9.4217E-01 -1.9008E+00  1.2693E-01 -1.2134E+00  8.8051E-01  1.7174E-01 -7.1771E-01 -1.6898E+00  2.7340E-01 -1.8021E+00  2.1785E-01 -1.0336E+00 -1.7602E+00 -1.8247E+00  1.5448E+00 -1.4956E+00  1.3764E+00 -1.5840E+00  2.0208E+00  1.6780E+00 -1.0060E+00 -3.3559E-01  7.8525E-01  1.6608E+00  4.3702E-01 -1.8662E+00  1.2119E+00 -1.5207E-01  2.7941E-01  5.0004E-01 -1.1529E+00  6.7359E-01 -1.6902E+00 -1.8324E+00 -1.7937E+00  1.4845E+00 -1.9096E+00  2.8318E-01  1.6124E+00  4.0654E-01 -8.0222E-02 -1.4186E+00  8.4128E-01  5.0100E-01 -1.6126E+00  3.6314E-01  2.4094E-01 -1.0111E+00
        5.82  2.6126E+00 -9.2942E-01  4.6474E-01  1.4622E+00 -2.3934E-01 -6.7998E-01 -1.4492E+00  6.6337E-01  2.0629E+00 -1.7098E+00  1.1157E+00  2.4787E+00  6.2692E-01 -5.7432E-01 -1.8818E-01 -1.0858E+00  6.3031E-01  1.4862E+00 -8.7041E-01  1.2477E-01  1.4874E+00 -1.6065E+00  6.5922E-01  1.2960E+00 -2.3025E+00  7.9890E-01 -1.7449E+00 -9.4499E-01 -1.9029E+00  1.2725E-01 -1.2163E+00  8.7777E-01  1.7318E-01 -7.1596E-01 -1.6940E+00  2.7967E-01 -1.8058E+00  2.2150E-01 -1.0327E+00 -1.7609E+00 -1.8241E+00  1.5493E+00 -1.4961E+00  1.3816E+00 -1.5846E+00  2.0243E+00  1.6794E+00 -1.0060E+00 -3.3692E-01  7.8268E-01  1.6611E+00  4.3777E-01 -1.8663E+00  1.2141E+00 -1.5686E-01  2.8177E-01  5.0050E-01 -1.1555E+00  6.7528E-01 -1.6931E+00 -1.8329E+00 -1.7993E+00  1.4853E+00 -1.9102E+00  2.8376E-01  1.6113E+00  4.0504E-01 -7.7050E-02 -1.4219E+00  8.4064E-01  5.0306E-01 -1.6124E+00  3.6276E-01  2.4232E-01 -1.0148E+00
        5.83  2.6128E+00 -9.3000E-01  4.6581E-01  1.4623E+00 -2.4234E-01 -6.7961E-01 -1.4500E+00  6.6243E-01  2.0671E+00 -1.7063E+00  1.1182E+00  2.4805E+00  6.2923E-01 -5.7267E-01 -1.8564E-01 -1.0872E+00  6.3012E-01  1.4897E+00 -8.7560E-01  1.2880E-01  1.4890E+00 -1.6140E+00  6.5654E-01  1.2960E+00 -2.3023E+00  8.0259E-01 -1.7466E+00 -9.4777E-01 -1.9049E+00  1.2759E-01 -1.2192E+00  8.7502E-01  1.7463E-01 -7.1425E-01 -1.6982E+00  2.8593E-01 -1.8096E+00  2.2516E-01 -1.0319E+00 -1.7621E+00 -1.8234E+00  1.5534E+00 -1.4965E+00  1.3867E+00 -1.5853E+00  2.0279E+00  1.6807E+00 -1.0061E+00 -3.3826E-01  7.8010E-01  1.6614E+00  4.3852E-01 -1.8664E+00  1.2163E+00 -1.6166E-01  2.8414E-01  5.0096E-01 -1.1581E+00  6.7698E-01 -1.6960E+00 -1.8331E+00 -1.8051E+00  1.4863E+00 -1.9109E+00  2.8436E-01  1.6101E+00  4.0355E-01 -7.3865E-02 -1.4253E+00  8.4000E-01  5.0512E-01 -1.6123E+00  3.6237E-01  2.4370E-01 -1.0184E+00
