        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10 
        5.53 -1.5917E+00  3.5076E-01  6.0602E-01  1.9025E+00 -3.8297E-01 -2.3754E+00 -3.3374E+00  4.8857E-01 -6.9757E-01 -1.8972E+00 -7.6539E-01  9.4805E-01 -1.7155E+00  2.9915E-02  4.1224E-03 -1.7814E+00  1.1110E-01  1.3499E-01 -2.0570E+00 -3.6746E-01 -4.4052E-01  1.5442E+00  2.9098E-01 -1.8765E+00 -1.8546E+00 -8.7477E-01  1.2647E-02 -2.1802E-01  1.2138E+00 -2.0481E+00
        5.54 -1.5977E+00  3.5143E-01  6.0252E-01  1.9044E+00 -3.8008E-01 -2.3786E+00 -3.3421E+00  4.9099E-01 -6.9665E-01 -1.8967E+00 -7.6239E-01  9.4497E-01 -1.7258E+00  3.1657E-02  3.6862E-03 -1.7795E+00  1.1201E-01  1.4086E-01 -2.0597E+00 -3.6962E-01 -4.4020E-01  1.5474E+00  2.9475E-01 -1.8756E+00 -1.8587E+00 -8.8003E-01  1.8394E-02 -2.2291E-01  1.2157E+00 -2.0481E+00
        5.55 -1.6038E+00  3.5204E-01  5.9893E-01  1.9064E+00 -3.7720E-01 -2.3817E+00 -3.3468E+00  4.9340E-01 -6.9572E-01 -1.8963E+00 -7.5938E-01  9.4185E-01 -1.7362E+00  3.3615E-02  3.6718E-03 -1.7774E+00  1.1260E-01  1.4624E-01 -2.0624E+00 -3.7175E-01 -4.3981E-01  1.5506E+00  2.9853E-01 -1.8748E+00 -1.8629E+00 -8.8524E-01  2.4144E-02 -2.2781E-01  1.2176E+00 -2.0482E+00
        5.57 -1.6099E+00  3.5258E-01  5.9527E-01  1.9083E+00 -3.7431E-01 -2.3849E+00 -3.3515E+00  4.9581E-01 -6.9477E-01 -1.8958E+00 -7.5634E-01  9.3869E-01 -1.7468E+00  3.5784E-02  4.0935E-03 -1.7752E+00  1.1288E-01  1.5112E-01 -2.0650E+00 -3.7387E-01 -4.3936E-01  1.5537E+00  3.0230E-01 -1.8739E+00 -1.8670E+00 -8.9038E-01  2.9899E-02 -2.3271E-01  1.2195E+00 -2.0483E+00
        5.58 -1.6160E+00  3.5307E-01  5.9153E-01  1.9102E+00 -3.7141E-01 -2.3881E+00 -3.3562E+00  4.9820E-01 -6.9383E-01 -1.8953E+00 -7.5329E-01  9.3548E-01 -1.7575E+00  3.8156E-02  4.9626E-03 -1.7728E+00  1.1286E-01  1.5548E-01 -2.0676E+00 -3.7597E-01 -4.3884E-01  1.5569E+00  3.0607E-01 -1.8730E+00 -1.8712E+00 -8.9547E-01  3.5657E-02 -2.3762E-01  1.2214E+00 -2.0483E+00
        5.59 -1.6221E+00  3.5350E-01  5.8770E-01  1.9122E+00 -3.6852E-01 -2.3912E+00 -3.3608E+00  5.0059E-01 -6.9287E-01 -1.8948E+00 -7.5021E-01  9.3224E-01 -1.7683E+00  4.0723E-02  6.2871E-03 -1.7704E+00  1.1256E-01  1.5930E-01 -2.0702E+00 -3.7805E-01 -4.3825E-01  1.5601E+00  3.0984E-01 -1.8721E+00 -1.8754E+00 -9.0049E-01  4.1420E-02 -2.4253E-01  1.2233E+00 -2.0484E+00
        5.60 -1.6283E+00  3.5387E-01  5.8379E-01  1.9141E+00 -3.6562E-01 -2.3944E+00 -3.3654E+00  5.0297E-01 -6.9190E-01 -1.8943E+00 -7.4712E-01  9.2896E-01 -1.7791E+00  4.3475E-02  8.0722E-03 -1.7680E+00  1.1198E-01  1.6260E-01 -2.0727E+00 -3.8011E-01 -4.3760E-01  1.5632E+00  3.1361E-01 -1.8713E+00 -1.8795E+00 -9.0546E-01  4.7188E-02 -2.4744E-01  1.2252E+00 -2.0484E+00
        5.61 -1.6346E+00  3.5417E-01  5.7979E-01  1.9160E+00 -3.6272E-01 -2.3975E+00 -3.3700E+00  5.0535E-01 -6.9093E-01 -1.8938E+00 -7.4400E-01  9.2564E-01 -1.7899E+00  4.6402E-02  1.0320E-02 -1.7657E+00  1.1115E-01  1.6537E-01 -2.0753E+00 -3.8215E-01 -4.3689E-01  1.5664E+00  3.1738E-01 -1.8704E+00 -1.8837E+00 -9.1038E-01  5.2961E-02 -2.5236E-01  1.2270E+00 -2.0485E+00
        5.62 -1.6408E+00  3.5440E-01  5.7570E-01  1.9179E+00 -3.5981E-01 -2.4007E+00 -3.3746E+00  5.0771E-01 -6.8995E-01 -1.8934E+00 -7.4086E-01  9.2227E-01 -1.8006E+00  4.9490E-02  1.3029E-02 -1.7634E+00  1.1007E-01  1.6760E-01 -2.0777E+00 -3.8417E-01 -4.3610E-01  1.5695E+00  3.2114E-01 -1.8695E+00 -1.8879E+00 -9.1523E-01  5.8739E-02 -2.5728E-01  1.2289E+00 -2.0485E+00
        5.63 -1.6471E+00  3.5456E-01  5.7152E-01  1.9198E+00 -3.5691E-01 -2.4038E+00 -3.3792E+00  5.1007E-01 -6.8896E-01 -1.8929E+00 -7.3770E-01  9.1886E-01 -1.8112E+00  5.2728E-02  1.6196E-02 -1.7613E+00  1.0876E-01  1.6931E-01 -2.0802E+00 -3.8616E-01 -4.3526E-01  1.5727E+00  3.2491E-01 -1.8686E+00 -1.8921E+00 -9.2003E-01  6.4523E-02 -2.6221E-01  1.2308E+00 -2.0485E+00
        5.64 -1.6534E+00  3.5466E-01  5.6725E-01  1.9217E+00 -3.5400E-01 -2.4070E+00 -3.3838E+00  5.1242E-01 -6.8796E-01 -1.8924E+00 -7.3452E-01  9.1541E-01 -1.8216E+00  5.6100E-02  1.9813E-02 -1.7593E+00  1.0724E-01  1.7051E-01 -2.0826E+00 -3.8814E-01 -4.3434E-01  1.5758E+00  3.2867E-01 -1.8678E+00 -1.8962E+00 -9.2477E-01  7.0313E-02 -2.6714E-01  1.2327E+00 -2.0486E+00
        5.65 -1.6597E+00  3.5468E-01  5.6289E-01  1.9236E+00 -3.5109E-01 -2.4101E+00 -3.3883E+00  5.1476E-01 -6.8696E-01 -1.8919E+00 -7.3132E-01  9.1192E-01 -1.8319E+00  5.9592E-02  2.3872E-02 -1.7576E+00  1.0554E-01  1.7120E-01 -2.0850E+00 -3.9009E-01 -4.3337E-01  1.5789E+00  3.3243E-01 -1.8669E+00 -1.9004E+00 -9.2946E-01  7.6109E-02 -2.7207E-01  1.2345E+00 -2.0486E+00
        5.66 -1.6661E+00  3.5463E-01  5.5843E-01  1.9255E+00 -3.4817E-01 -2.4132E+00 -3.3928E+00  5.1709E-01 -6.8595E-01 -1.8914E+00 -7.2810E-01  9.0838E-01 -1.8420E+00  6.3188E-02  2.8359E-02 -1.7561E+00  1.0367E-01  1.7141E-01 -2.0873E+00 -3.9202E-01 -4.3233E-01  1.5821E+00  3.3619E-01 -1.8660E+00 -1.9046E+00 -9.3409E-01  8.1911E-02 -2.7701E-01  1.2364E+00 -2.0486E+00
        5.67 -1.6725E+00  3.5450E-01  5.5387E-01  1.9274E+00 -3.4525E-01 -2.4164E+00 -3.3973E+00  5.1941E-01 -6.8492E-01 -1.8909E+00 -7.2485E-01  9.0480E-01 -1.8519E+00  6.6872E-02  3.3261E-02 -1.7549E+00  1.0165E-01  1.7115E-01 -2.0897E+00 -3.9393E-01 -4.3122E-01  1.5852E+00  3.3995E-01 -1.8651E+00 -1.9088E+00 -9.3866E-01  8.7721E-02 -2.8195E-01  1.2383E+00 -2.0486E+00
        5.68 -1.6789E+00  3.5430E-01  5.4922E-01  1.9293E+00 -3.4233E-01 -2.4195E+00 -3.4018E+00  5.2173E-01 -6.8389E-01 -1.8904E+00 -7.2159E-01  9.0117E-01 -1.8614E+00  7.0628E-02  3.8561E-02 -1.7540E+00  9.9497E-02  1.7046E-01 -2.0920E+00 -3.9582E-01 -4.3005E-01  1.5883E+00  3.4371E-01 -1.8643E+00 -1.9129E+00 -9.4318E-01  9.3537E-02 -2.8689E-01  1.2401E+00 -2.0486E+00
        5.69 -1.6854E+00  3.5401E-01  5.4447E-01  1.9312E+00 -3.3941E-01 -2.4226E+00 -3.4062E+00  5.2404E-01 -6.8286E-01 -1.8898E+00 -7.1831E-01  8.9750E-01 -1.8707E+00  7.4439E-02  4.4239E-02 -1.7535E+00  9.7243E-02  1.6934E-01 -2.0943E+00 -3.9768E-01 -4.2882E-01  1.5914E+00  3.4746E-01 -1.8634E+00 -1.9171E+00 -9.4765E-01  9.9361E-02 -2.9184E-01  1.2420E+00 -2.0486E+00
        5.70 -1.6919E+00  3.5365E-01  5.3961E-01  1.9330E+00 -3.3648E-01 -2.4257E+00 -3.4107E+00  5.2634E-01 -6.8181E-01 -1.8893E+00 -7.1500E-01  8.9378E-01 -1.8797E+00  7.8288E-02  5.0276E-02 -1.7534E+00  9.4905E-02  1.6782E-01 -2.0965E+00 -3.9952E-01 -4.2752E-01  1.5945E+00  3.5122E-01 -1.8625E+00 -1.9213E+00 -9.5206E-01  1.0519E-01 -2.9680E-01  1.2438E+00 -2.0486E+00
        5.71 -1.6984E+00  3.5320E-01  5.3465E-01  1.9349E+00 -3.3356E-01 -2.4288E+00 -3.4151E+00  5.2863E-01 -6.8076E-01 -1.8888E+00 -7.1168E-01  8.9002E-01 -1.8883E+00  8.2158E-02  5.6648E-02 -1.7538E+00  9.2504E-02  1.6595E-01 -2.0987E+00 -4.0134E-01 -4.2616E-01  1.5976E+00  3.5497E-01 -1.8616E+00 -1.9255E+00 -9.5641E-01  1.1103E-01 -3.0175E-01  1.2456E+00 -2.0485E+00
        5.72 -1.7050E+00  3.5266E-01  5.2959E-01  1.9368E+00 -3.3063E-01 -2.4320E+00 -3.4195E+00  5.3092E-01 -6.7970E-01 -1.8883E+00 -7.0833E-01  8.8621E-01 -1.8965E+00  8.6033E-02  6.3333E-02 -1.7546E+00  9.0063E-02  1.6373E-01 -2.1009E+00 -4.0314E-01 -4.2474E-01  1.6007E+00  3.5872E-01 -1.8607E+00 -1.9297E+00 -9.6071E-01  1.1688E-01 -3.0672E-01  1.2475E+00 -2.0485E+00
        5.73 -1.7116E+00  3.5204E-01  5.2442E-01  1.9386E+00 -3.2769E-01 -2.4351E+00 -3.4239E+00  5.3319E-01 -6.7863E-01 -1.8878E+00 -7.0497E-01  8.8235E-01 -1.9044E+00  8.9895E-02  7.0305E-02 -1.7558E+00  8.7602E-02  1.6122E-01 -2.1031E+00 -4.0491E-01 -4.2326E-01  1.6038E+00  3.6247E-01 -1.8598E+00 -1.9339E+00 -9.6495E-01  1.2274E-01 -3.1168E-01  1.2493E+00 -2.0485E+00
        5.74 -1.7182E+00  3.5133E-01  5.1915E-01  1.9405E+00 -3.2476E-01 -2.4382E+00 -3.4283E+00  5.3546E-01 -6.7755E-01 -1.8873E+00 -7.0158E-01  8.7844E-01 -1.9118E+00  9.3729E-02  7.7539E-02 -1.7576E+00  8.5144E-02  1.5843E-01 -2.1053E+00 -4.0666E-01 -4.2172E-01  1.6068E+00  3.6622E-01 -1.8590E+00 -1.9380E+00 -9.6914E-01  1.2860E-01 -3.1665E-01  1.2511E+00 -2.0484E+00
        5.75 -1.7248E+00  3.5052E-01  5.1376E-01  1.9423E+00 -3.2182E-01 -2.4413E+00 -3.4326E+00  5.3772E-01 -6.7646E-01 -1.8868E+00 -6.9817E-01  8.7449E-01 -1.9188E+00  9.7517E-02  8.5007E-02 -1.7599E+00  8.2708E-02  1.5541E-01 -2.1074E+00 -4.0839E-01 -4.2011E-01  1.6099E+00  3.6997E-01 -1.8581E+00 -1.9422E+00 -9.7327E-01  1.3448E-01 -3.2162E-01  1.2530E+00 -2.0484E+00
        5.76 -1.7315E+00  3.4963E-01  5.0826E-01  1.9442E+00 -3.1888E-01 -2.4444E+00 -3.4370E+00  5.3997E-01 -6.7537E-01 -1.8863E+00 -6.9475E-01  8.7049E-01 -1.9254E+00  1.0125E-01  9.2683E-02 -1.7627E+00  8.0316E-02  1.5218E-01 -2.1095E+00 -4.1010E-01 -4.1844E-01  1.6130E+00  3.7372E-01 -1.8572E+00 -1.9464E+00 -9.7735E-01  1.4036E-01 -3.2660E-01  1.2548E+00 -2.0483E+00
        5.77 -1.7382E+00  3.4863E-01  5.0265E-01  1.9460E+00 -3.1593E-01 -2.4475E+00 -3.4413E+00  5.4222E-01 -6.7427E-01 -1.8858E+00 -6.9130E-01  8.6644E-01 -1.9315E+00  1.0490E-01  1.0054E-01 -1.7660E+00  7.7987E-02  1.4879E-01 -2.1116E+00 -4.1178E-01 -4.1671E-01  1.6160E+00  3.7746E-01 -1.8563E+00 -1.9506E+00 -9.8137E-01  1.4625E-01 -3.3158E-01  1.2566E+00 -2.0483E+00
        5.78 -1.7450E+00  3.4754E-01  4.9692E-01  1.9478E+00 -3.1299E-01 -2.4505E+00 -3.4456E+00  5.4446E-01 -6.7316E-01 -1.8853E+00 -6.8783E-01  8.6233E-01 -1.9372E+00  1.0846E-01  1.0854E-01 -1.7699E+00  7.5742E-02  1.4528E-01 -2.1136E+00 -4.1344E-01 -4.1492E-01  1.6191E+00  3.8120E-01 -1.8554E+00 -1.9548E+00 -9.8534E-01  1.5215E-01 -3.3657E-01  1.2584E+00 -2.0482E+00
        5.79 -1.7518E+00  3.4635E-01  4.9108E-01  1.9496E+00 -3.1004E-01 -2.4536E+00 -3.4499E+00  5.4668E-01 -6.7204E-01 -1.8848E+00 -6.8434E-01  8.5818E-01 -1.9424E+00  1.1191E-01  1.1667E-01 -1.7744E+00  7.3600E-02  1.4167E-01 -2.1156E+00 -4.1508E-01 -4.1307E-01  1.6222E+00  3.8495E-01 -1.8545E+00 -1.9589E+00 -9.8926E-01  1.5807E-01 -3.4156E-01  1.2602E+00 -2.0482E+00
        5.80 -1.7586E+00  3.4505E-01  4.8511E-01  1.9515E+00 -3.0709E-01 -2.4567E+00 -3.4541E+00  5.4891E-01 -6.7091E-01 -1.8843E+00 -6.8084E-01  8.5398E-01 -1.9472E+00  1.1525E-01  1.2488E-01 -1.7794E+00  7.1579E-02  1.3801E-01 -2.1177E+00 -4.1669E-01 -4.1116E-01  1.6252E+00  3.8869E-01 -1.8536E+00 -1.9631E+00 -9.9312E-01  1.6399E-01 -3.4655E-01  1.2620E+00 -2.0481E+00
        5.81 -1.7655E+00  3.4364E-01  4.7902E-01  1.9533E+00 -3.0413E-01 -2.4598E+00 -3.4584E+00  5.5112E-01 -6.6978E-01 -1.8838E+00 -6.7731E-01  8.4973E-01 -1.9515E+00  1.1845E-01  1.3315E-01 -1.7850E+00  6.9698E-02  1.3434E-01 -2.1196E+00 -4.1828E-01 -4.0918E-01  1.6282E+00  3.9243E-01 -1.8527E+00 -1.9673E+00 -9.9692E-01  1.6992E-01 -3.5155E-01  1.2638E+00 -2.0480E+00
        5.82 -1.7724E+00  3.4212E-01  4.7280E-01  1.9551E+00 -3.0118E-01 -2.4629E+00 -3.4626E+00  5.5332E-01 -6.6864E-01 -1.8833E+00 -6.7376E-01  8.4542E-01 -1.9553E+00  1.2150E-01  1.4146E-01 -1.7911E+00  6.7976E-02  1.3069E-01 -2.1216E+00 -4.1985E-01 -4.0715E-01  1.6313E+00  3.9616E-01 -1.8519E+00 -1.9715E+00 -1.0007E+00  1.7587E-01 -3.5655E-01  1.2656E+00 -2.0479E+00
        5.83 -1.7793E+00  3.4049E-01  4.6645E-01  1.9569E+00 -2.9822E-01 -2.4659E+00 -3.4668E+00  5.5552E-01 -6.6749E-01 -1.8828E+00 -6.7019E-01  8.4107E-01 -1.9586E+00  1.2440E-01  1.4976E-01 -1.7978E+00  6.6429E-02  1.2711E-01 -2.1236E+00 -4.2139E-01 -4.0506E-01  1.6343E+00  3.9990E-01 -1.8510E+00 -1.9756E+00 -1.0044E+00  1.8182E-01 -3.6155E-01  1.2674E+00 -2.0478E+00
        5.84 -1.7863E+00  3.3873E-01  4.5996E-01  1.9587E+00 -2.9526E-01 -2.4690E+00 -3.4710E+00  5.5771E-01 -6.6633E-01 -1.8823E+00 -6.6660E-01  8.3666E-01 -1.9615E+00  1.2712E-01  1.5803E-01 -1.8051E+00  6.5076E-02  1.2364E-01 -2.1255E+00 -4.2291E-01 -4.0290E-01  1.6373E+00  4.0364E-01 -1.8501E+00 -1.9798E+00 -1.0080E+00  1.8779E-01 -3.6656E-01  1.2692E+00 -2.0477E+00
        5.85 -1.7934E+00  3.3685E-01  4.5333E-01  1.9605E+00 -2.9230E-01 -2.4721E+00 -3.4752E+00  5.5989E-01 -6.6516E-01 -1.8818E+00 -6.6300E-01  8.3220E-01 -1.9639E+00  1.2966E-01  1.6623E-01 -1.8129E+00  6.3931E-02  1.2032E-01 -2.1274E+00 -4.2441E-01 -4.0069E-01  1.6404E+00  4.0737E-01 -1.8492E+00 -1.9839E+00 -1.0116E+00  1.9376E-01 -3.7158E-01  1.2710E+00 -2.0476E+00
        5.86 -1.8005E+00  3.3484E-01  4.4656E-01  1.9623E+00 -2.8933E-01 -2.4751E+00 -3.4794E+00  5.6207E-01 -6.6399E-01 -1.8813E+00 -6.5937E-01  8.2769E-01 -1.9658E+00  1.3201E-01  1.7434E-01 -1.8213E+00  6.3012E-02  1.1719E-01 -2.1293E+00 -4.2588E-01 -3.9842E-01  1.6434E+00  4.1110E-01 -1.8483E+00 -1.9881E+00 -1.0151E+00  1.9975E-01 -3.7659E-01  1.2727E+00 -2.0475E+00
        5.87 -1.8077E+00  3.3268E-01  4.3963E-01  1.9641E+00 -2.8637E-01 -2.4782E+00 -3.4835E+00  5.6423E-01 -6.6280E-01 -1.8808E+00 -6.5572E-01  8.2312E-01 -1.9674E+00  1.3416E-01  1.8232E-01 -1.8301E+00  6.2334E-02  1.1430E-01 -2.1311E+00 -4.2733E-01 -3.9608E-01  1.6464E+00  4.1483E-01 -1.8474E+00 -1.9923E+00 -1.0186E+00  2.0575E-01 -3.8161E-01  1.2745E+00 -2.0474E+00
        5.88 -1.8149E+00  3.3038E-01  4.3254E-01  1.9658E+00 -2.8340E-01 -2.4812E+00 -3.4876E+00  5.6639E-01 -6.6161E-01 -1.8804E+00 -6.5206E-01  8.1850E-01 -1.9684E+00  1.3610E-01  1.9014E-01 -1.8395E+00  6.1911E-02  1.1169E-01 -2.1330E+00 -4.2876E-01 -3.9369E-01  1.6494E+00  4.1856E-01 -1.8465E+00 -1.9964E+00 -1.0220E+00  2.1176E-01 -3.8664E-01  1.2763E+00 -2.0472E+00
        5.89 -1.8223E+00  3.2791E-01  4.2528E-01  1.9676E+00 -2.8042E-01 -2.4843E+00 -3.4917E+00  5.6854E-01 -6.6042E-01 -1.8799E+00 -6.4837E-01  8.1382E-01 -1.9691E+00  1.3782E-01  1.9777E-01 -1.8494E+00  6.1756E-02  1.0939E-01 -2.1348E+00 -4.3016E-01 -3.9124E-01  1.6524E+00  4.2229E-01 -1.8456E+00 -2.0005E+00 -1.0253E+00  2.1778E-01 -3.9167E-01  1.2780E+00 -2.0471E+00
        5.90 -1.8297E+00  3.2528E-01  4.1785E-01  1.9694E+00 -2.7745E-01 -2.4873E+00 -3.4958E+00  5.7068E-01 -6.5921E-01 -1.8794E+00 -6.4467E-01  8.0909E-01 -1.9693E+00  1.3932E-01  2.0518E-01 -1.8597E+00  6.1884E-02  1.0746E-01 -2.1366E+00 -4.3153E-01 -3.8873E-01  1.6554E+00  4.2602E-01 -1.8447E+00 -2.0047E+00 -1.0286E+00  2.2381E-01 -3.9670E-01  1.2798E+00 -2.0470E+00
        5.91 -1.8372E+00  3.2246E-01  4.1022E-01  1.9712E+00 -2.7447E-01 -2.4904E+00 -3.4999E+00  5.7282E-01 -6.5799E-01 -1.8790E+00 -6.4095E-01  8.0430E-01 -1.9692E+00  1.4060E-01  2.1233E-01 -1.8704E+00  6.2304E-02  1.0594E-01 -2.1383E+00 -4.3288E-01 -3.8615E-01  1.6584E+00  4.2974E-01 -1.8438E+00 -2.0088E+00 -1.0319E+00  2.2985E-01 -4.0174E-01  1.2816E+00 -2.0468E+00
        5.92 -1.8448E+00  3.1944E-01  4.0240E-01  1.9729E+00 -2.7149E-01 -2.4934E+00 -3.5039E+00  5.7494E-01 -6.5677E-01 -1.8785E+00 -6.3720E-01  7.9946E-01 -1.9687E+00  1.4165E-01  2.1921E-01 -1.8815E+00  6.3027E-02  1.0487E-01 -2.1401E+00 -4.3421E-01 -3.8352E-01  1.6613E+00  4.3347E-01 -1.8429E+00 -2.0129E+00 -1.0350E+00  2.3590E-01 -4.0678E-01  1.2833E+00 -2.0467E+00
        5.93 -1.8524E+00  3.1620E-01  3.9436E-01  1.9747E+00 -2.6851E-01 -2.4964E+00 -3.5080E+00  5.7706E-01 -6.5554E-01 -1.8781E+00 -6.3344E-01  7.9456E-01 -1.9679E+00  1.4248E-01  2.2578E-01 -1.8929E+00  6.4061E-02  1.0429E-01 -2.1418E+00 -4.3551E-01 -3.8082E-01  1.6643E+00  4.3719E-01 -1.8420E+00 -2.0171E+00 -1.0382E+00  2.4197E-01 -4.1182E-01  1.2850E+00 -2.0465E+00
        5.94 -1.8603E+00  3.1271E-01  3.8609E-01  1.9764E+00 -2.6553E-01 -2.4995E+00 -3.5120E+00  5.7917E-01 -6.5430E-01 -1.8777E+00 -6.2966E-01  7.8961E-01 -1.9668E+00  1.4310E-01  2.3202E-01 -1.9047E+00  6.5413E-02  1.0423E-01 -2.1436E+00 -4.3678E-01 -3.7807E-01  1.6673E+00  4.4091E-01 -1.8411E+00 -2.0212E+00 -1.0412E+00  2.4804E-01 -4.1687E-01  1.2868E+00 -2.0464E+00
        5.95 -1.8682E+00  3.0894E-01  3.7758E-01  1.9782E+00 -2.6255E-01 -2.5025E+00 -3.5160E+00  5.8127E-01 -6.5305E-01 -1.8773E+00 -6.2586E-01  7.8460E-01 -1.9654E+00  1.4351E-01  2.3790E-01 -1.9167E+00  6.7088E-02  1.0475E-01 -2.1453E+00 -4.3802E-01 -3.7526E-01  1.6702E+00  4.4463E-01 -1.8402E+00 -2.0253E+00 -1.0442E+00  2.5413E-01 -4.2192E-01  1.2885E+00 -2.0462E+00
        5.96 -1.8763E+00  3.0486E-01  3.6880E-01  1.9799E+00 -2.5956E-01 -2.5055E+00 -3.5200E+00  5.8337E-01 -6.5180E-01 -1.8769E+00 -6.2204E-01  7.7954E-01 -1.9638E+00  1.4373E-01  2.4342E-01 -1.9290E+00  6.9085E-02  1.0586E-01 -2.1469E+00 -4.3924E-01 -3.7238E-01  1.6732E+00  4.4835E-01 -1.8393E+00 -2.0294E+00 -1.0472E+00  2.6023E-01 -4.2697E-01  1.2903E+00 -2.0460E+00
        5.97 -1.8845E+00  3.0043E-01  3.5974E-01  1.9816E+00 -2.5657E-01 -2.5085E+00 -3.5240E+00  5.8546E-01 -6.5054E-01 -1.8765E+00 -6.1820E-01  7.7441E-01 -1.9620E+00  1.4380E-01  2.4855E-01 -1.9413E+00  7.1406E-02  1.0760E-01 -2.1486E+00 -4.4043E-01 -3.6944E-01  1.6762E+00  4.5206E-01 -1.8384E+00 -2.0335E+00 -1.0500E+00  2.6633E-01 -4.3203E-01  1.2920E+00 -2.0459E+00
        5.98 -1.8930E+00  2.9557E-01  3.5037E-01  1.9834E+00 -2.5358E-01 -2.5115E+00 -3.5279E+00  5.8754E-01 -6.4927E-01 -1.8761E+00 -6.1434E-01  7.6923E-01 -1.9600E+00  1.4373E-01  2.5330E-01 -1.9538E+00  7.4047E-02  1.0998E-01 -2.1502E+00 -4.4159E-01 -3.6645E-01  1.6791E+00  4.5578E-01 -1.8375E+00 -2.0376E+00 -1.0529E+00  2.7245E-01 -4.3710E-01  1.2937E+00 -2.0457E+00
        5.99 -1.9016E+00  2.9023E-01  3.4066E-01  1.9851E+00 -2.5058E-01 -2.5146E+00 -3.5318E+00  5.8961E-01 -6.4799E-01 -1.8757E+00 -6.1046E-01  7.6400E-01 -1.9580E+00  1.4356E-01  2.5765E-01 -1.9662E+00  7.7002E-02  1.1304E-01 -2.1519E+00 -4.4273E-01 -3.6339E-01  1.6821E+00  4.5949E-01 -1.8366E+00 -2.0417E+00 -1.0556E+00  2.7858E-01 -4.4216E-01  1.2954E+00 -2.0455E+00
        6.00 -1.9104E+00  2.8431E-01  3.3059E-01  1.9868E+00 -2.4759E-01 -2.5176E+00 -3.5358E+00  5.9167E-01 -6.4670E-01 -1.8754E+00 -6.0656E-01  7.5870E-01 -1.9559E+00  1.4336E-01  2.6162E-01 -1.9787E+00  8.0263E-02  1.1678E-01 -2.1535E+00 -4.4383E-01 -3.6027E-01  1.6850E+00  4.6320E-01 -1.8357E+00 -2.0457E+00 -1.0583E+00  2.8472E-01 -4.4724E-01  1.2972E+00 -2.0453E+00
        6.01 -1.9194E+00  2.7769E-01  3.2013E-01  1.9885E+00 -2.4459E-01 -2.5206E+00 -3.5397E+00  5.9373E-01 -6.4540E-01 -1.8750E+00 -6.0264E-01  7.5335E-01 -1.9538E+00  1.4319E-01  2.6522E-01 -1.9910E+00  8.3819E-02  1.2119E-01 -2.1550E+00 -4.4491E-01 -3.5709E-01  1.6879E+00  4.6692E-01 -1.8348E+00 -2.0498E+00 -1.0610E+00  2.9086E-01 -4.5231E-01  1.2989E+00 -2.0451E+00
        6.02 -1.9287E+00  2.7021E-01  3.0927E-01  1.9903E+00 -2.4159E-01 -2.5236E+00 -3.5435E+00  5.9577E-01 -6.4410E-01 -1.8747E+00 -5.9870E-01  7.4794E-01 -1.9517E+00  1.4313E-01  2.6845E-01 -2.0031E+00  8.7661E-02  1.2629E-01 -2.1566E+00 -4.4596E-01 -3.5385E-01  1.6909E+00  4.7062E-01 -1.8339E+00 -2.0538E+00 -1.0635E+00  2.9702E-01 -4.5739E-01  1.3006E+00 -2.0449E+00
        6.03 -1.9382E+00  2.6167E-01  2.9798E-01  1.9920E+00 -2.3859E-01 -2.5266E+00 -3.5474E+00  5.9781E-01 -6.4279E-01 -1.8744E+00 -5.9474E-01  7.4248E-01 -1.9497E+00  1.4331E-01  2.7134E-01 -2.0150E+00  9.1779E-02  1.3206E-01 -2.1582E+00 -4.4697E-01 -3.5055E-01  1.6938E+00  4.7433E-01 -1.8330E+00 -2.0579E+00 -1.0660E+00  3.0318E-01 -4.6247E-01  1.3023E+00 -2.0447E+00
        6.04 -1.9479E+00  2.5180E-01  2.8628E-01  1.9937E+00 -2.3558E-01 -2.5296E+00 -3.5513E+00  5.9985E-01 -6.4147E-01 -1.8741E+00 -5.9076E-01  7.3695E-01 -1.9479E+00  1.4385E-01  2.7389E-01 -2.0265E+00  9.6165E-02  1.3849E-01 -2.1597E+00 -4.4796E-01 -3.4718E-01  1.6967E+00  4.7804E-01 -1.8321E+00 -2.0619E+00 -1.0685E+00  3.0936E-01 -4.6756E-01  1.3040E+00 -2.0444E+00
        6.05 -1.9576E+00  2.4024E-01  2.7424E-01  1.9954E+00 -2.3258E-01 -2.5326E+00 -3.5551E+00  6.0187E-01 -6.4014E-01 -1.8738E+00 -5.8676E-01  7.3137E-01 -1.9464E+00  1.4495E-01  2.7606E-01 -2.0377E+00  1.0082E-01  1.4556E-01 -2.1612E+00 -4.4892E-01 -3.4376E-01  1.6996E+00  4.8175E-01 -1.8312E+00 -2.0660E+00 -1.0709E+00  3.1554E-01 -4.7265E-01  1.3057E+00 -2.0442E+00
        6.06 -1.9673E+00  2.2653E-01  2.6204E-01  1.9971E+00 -2.2957E-01 -2.5355E+00 -3.5589E+00  6.0389E-01 -6.3881E-01 -1.8735E+00 -5.8274E-01  7.2573E-01 -1.9453E+00  1.4683E-01  2.7780E-01 -2.0485E+00  1.0574E-01  1.5326E-01 -2.1627E+00 -4.4985E-01 -3.4027E-01  1.7025E+00  4.8545E-01 -1.8303E+00 -2.0700E+00 -1.0732E+00  3.2173E-01 -4.7774E-01  1.3074E+00 -2.0440E+00
