        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10 
        2.66 -8.3957E-01  4.2024E-01 -3.3074E-02  9.9095E-01 -9.9466E-01 -1.3281E+00 -7.8438E-01 -3.9837E-01 -4.8341E-01 -1.6977E+00 -9.8141E-01  9.0934E-01 -6.6312E-01 -7.7639E-02 -4.5605E-02 -4.9593E-01 -2.1287E-01 -8.1627E-01 -6.3290E-01  6.1962E-03 -9.5409E-01  3.5566E-01 -7.2804E-01 -1.9444E+00 -6.8542E-01 -2.6088E-01 -1.2539E-01  9.4834E-01  4.5058E-01 -1.7470E+00
        2.67 -8.4476E-01  4.1616E-01 -3.6284E-02  9.9585E-01 -9.9361E-01 -1.3322E+00 -8.0076E-01 -3.9748E-01 -4.8663E-01 -1.6998E+00 -9.8240E-01  9.1173E-01 -6.6839E-01 -7.0776E-02 -4.2748E-02 -4.9741E-01 -2.1413E-01 -8.2116E-01 -6.3845E-01  3.2874E-03 -9.5177E-01  3.6090E-01 -7.2534E-01 -1.9456E+00 -6.8568E-01 -2.6247E-01 -1.1702E-01  9.4546E-01  4.5416E-01 -1.7492E+00
        2.68 -8.4992E-01  4.1197E-01 -3.9520E-02  1.0007E+00 -9.9256E-01 -1.3363E+00 -8.1705E-01 -3.9648E-01 -4.8979E-01 -1.7019E+00 -9.8338E-01  9.1411E-01 -6.7370E-01 -6.4192E-02 -4.0052E-02 -4.9898E-01 -2.1527E-01 -8.2605E-01 -6.4392E-01  2.3825E-04 -9.4931E-01  3.6613E-01 -7.2264E-01 -1.9469E+00 -6.8591E-01 -2.6367E-01 -1.0857E-01  9.4256E-01  4.5773E-01 -1.7514E+00
        2.69 -8.5503E-01  4.0767E-01 -4.2782E-02  1.0056E+00 -9.9148E-01 -1.3404E+00 -8.3326E-01 -3.9538E-01 -4.9290E-01 -1.7040E+00 -9.8435E-01  9.1647E-01 -6.7904E-01 -5.7878E-02 -3.7501E-02 -5.0065E-01 -2.1630E-01 -8.3093E-01 -6.4930E-01 -2.9533E-03 -9.4673E-01  3.7135E-01 -7.1992E-01 -1.9481E+00 -6.8613E-01 -2.6449E-01 -1.0005E-01  9.3965E-01  4.6130E-01 -1.7535E+00
        2.70 -8.6011E-01  4.0326E-01 -4.6067E-02  1.0105E+00 -9.9040E-01 -1.3445E+00 -8.4939E-01 -3.9418E-01 -4.9596E-01 -1.7061E+00 -9.8531E-01  9.1882E-01 -6.8441E-01 -5.1823E-02 -3.5079E-02 -5.0243E-01 -2.1722E-01 -8.3581E-01 -6.5460E-01 -6.2894E-03 -9.4402E-01  3.7657E-01 -7.1720E-01 -1.9493E+00 -6.8635E-01 -2.6493E-01 -9.1483E-02  9.3672E-01  4.6485E-01 -1.7557E+00
        2.71 -8.6515E-01  3.9873E-01 -4.9376E-02  1.0153E+00 -9.8931E-01 -1.3486E+00 -8.6544E-01 -3.9289E-01 -4.9897E-01 -1.7082E+00 -9.8625E-01  9.2116E-01 -6.8979E-01 -4.6018E-02 -3.2775E-02 -5.0432E-01 -2.1801E-01 -8.4069E-01 -6.5981E-01 -9.7726E-03 -9.4119E-01  3.8178E-01 -7.1446E-01 -1.9504E+00 -6.8657E-01 -2.6502E-01 -8.2880E-02  9.3378E-01  4.6841E-01 -1.7578E+00
        2.72 -8.7015E-01  3.9408E-01 -5.2706E-02  1.0201E+00 -9.8820E-01 -1.3527E+00 -8.8140E-01 -3.9151E-01 -5.0194E-01 -1.7102E+00 -9.8719E-01  9.2348E-01 -6.9518E-01 -4.0454E-02 -3.0575E-02 -5.0632E-01 -2.1868E-01 -8.4557E-01 -6.6491E-01 -1.3405E-02 -9.3824E-01  3.8698E-01 -7.1171E-01 -1.9516E+00 -6.8680E-01 -2.6475E-01 -7.4255E-02  9.3083E-01  4.7195E-01 -1.7599E+00
        2.73 -8.7510E-01  3.8931E-01 -5.6056E-02  1.0249E+00 -9.8708E-01 -1.3568E+00 -8.9728E-01 -3.9004E-01 -5.0488E-01 -1.7123E+00 -9.8812E-01  9.2579E-01 -7.0057E-01 -3.5121E-02 -2.8469E-02 -5.0844E-01 -2.1922E-01 -8.5044E-01 -6.6991E-01 -1.7189E-02 -9.3517E-01  3.9217E-01 -7.0894E-01 -1.9527E+00 -6.8706E-01 -2.6415E-01 -6.5620E-02  9.2787E-01  4.7549E-01 -1.7621E+00
        2.74 -8.8001E-01  3.8442E-01 -5.9426E-02  1.0297E+00 -9.8595E-01 -1.3609E+00 -9.1308E-01 -3.8849E-01 -5.0778E-01 -1.7143E+00 -9.8904E-01  9.2808E-01 -7.0597E-01 -3.0010E-02 -2.6448E-02 -5.1069E-01 -2.1963E-01 -8.5531E-01 -6.7481E-01 -2.1127E-02 -9.3198E-01  3.9736E-01 -7.0617E-01 -1.9538E+00 -6.8734E-01 -2.6320E-01 -5.6984E-02  9.2489E-01  4.7903E-01 -1.7642E+00
        2.75 -8.8487E-01  3.7940E-01 -6.2812E-02  1.0345E+00 -9.8481E-01 -1.3650E+00 -9.2879E-01 -3.8686E-01 -5.1065E-01 -1.7164E+00 -9.8994E-01  9.3036E-01 -7.1137E-01 -2.5115E-02 -2.4503E-02 -5.1306E-01 -2.1991E-01 -8.6017E-01 -6.7958E-01 -2.5223E-02 -9.2868E-01  4.0254E-01 -7.0339E-01 -1.9549E+00 -6.8766E-01 -2.6193E-01 -4.8356E-02  9.2190E-01  4.8255E-01 -1.7663E+00
        2.76 -8.8967E-01  3.7424E-01 -6.6213E-02  1.0393E+00 -9.8365E-01 -1.3691E+00 -9.4442E-01 -3.8516E-01 -5.1349E-01 -1.7184E+00 -9.9084E-01  9.3263E-01 -7.1676E-01 -2.0428E-02 -2.2627E-02 -5.1556E-01 -2.2006E-01 -8.6502E-01 -6.8424E-01 -2.9477E-02 -9.2528E-01  4.0771E-01 -7.0059E-01 -1.9560E+00 -6.8802E-01 -2.6035E-01 -3.9747E-02  9.1890E-01  4.8608E-01 -1.7684E+00
        2.77 -8.9443E-01  3.6895E-01 -6.9628E-02  1.0440E+00 -9.8249E-01 -1.3732E+00 -9.5997E-01 -3.8338E-01 -5.1630E-01 -1.7204E+00 -9.9172E-01  9.3488E-01 -7.2214E-01 -1.5940E-02 -2.0811E-02 -5.1821E-01 -2.2007E-01 -8.6986E-01 -6.8876E-01 -3.3893E-02 -9.2177E-01  4.1287E-01 -6.9779E-01 -1.9570E+00 -6.8843E-01 -2.5845E-01 -3.1164E-02  9.1589E-01  4.8959E-01 -1.7705E+00
        2.78 -8.9913E-01  3.6352E-01 -7.3054E-02  1.0488E+00 -9.8131E-01 -1.3773E+00 -9.7544E-01 -3.8152E-01 -5.1909E-01 -1.7224E+00 -9.9260E-01  9.3712E-01 -7.2751E-01 -1.1645E-02 -1.9051E-02 -5.2100E-01 -2.1993E-01 -8.7468E-01 -6.9315E-01 -3.8474E-02 -9.1816E-01  4.1803E-01 -6.9497E-01 -1.9581E+00 -6.8889E-01 -2.5625E-01 -2.2614E-02  9.1286E-01  4.9310E-01 -1.7725E+00
        2.79 -9.0377E-01  3.5795E-01 -7.6489E-02  1.0535E+00 -9.8012E-01 -1.3813E+00 -9.9083E-01 -3.7960E-01 -5.2185E-01 -1.7243E+00 -9.9346E-01  9.3935E-01 -7.3288E-01 -7.5367E-03 -1.7340E-02 -5.2394E-01 -2.1966E-01 -8.7949E-01 -6.9739E-01 -4.3223E-02 -9.1446E-01  4.2318E-01 -6.9214E-01 -1.9591E+00 -6.8941E-01 -2.5374E-01 -1.4105E-02  9.0982E-01  4.9660E-01 -1.7746E+00
        2.80 -9.0835E-01  3.5223E-01 -7.9930E-02  1.0582E+00 -9.7892E-01 -1.3854E+00 -1.0061E+00 -3.7761E-01 -5.2459E-01 -1.7263E+00 -9.9432E-01  9.4156E-01 -7.3822E-01 -3.6080E-03 -1.5672E-02 -5.2704E-01 -2.1923E-01 -8.8427E-01 -7.0148E-01 -4.8141E-02 -9.1067E-01  4.2832E-01 -6.8931E-01 -1.9601E+00 -6.8998E-01 -2.5095E-01 -5.6435E-03  9.0677E-01  5.0009E-01 -1.7767E+00
        2.81 -9.1287E-01  3.4637E-01 -8.3374E-02  1.0629E+00 -9.7771E-01 -1.3895E+00 -1.0214E+00 -3.7556E-01 -5.2731E-01 -1.7283E+00 -9.9516E-01  9.4375E-01 -7.4355E-01  1.4702E-04 -1.4043E-02 -5.3031E-01 -2.1865E-01 -8.8903E-01 -7.0541E-01 -5.3232E-02 -9.0681E-01  4.3345E-01 -6.8646E-01 -1.9611E+00 -6.9063E-01 -2.4787E-01  2.7640E-03  9.0371E-01  5.0358E-01 -1.7787E+00
        2.82 -9.1732E-01  3.4035E-01 -8.6819E-02  1.0675E+00 -9.7649E-01 -1.3935E+00 -1.0365E+00 -3.7344E-01 -5.3001E-01 -1.7302E+00 -9.9599E-01  9.4594E-01 -7.4886E-01  3.7344E-03 -1.2448E-02 -5.3375E-01 -2.1792E-01 -8.9376E-01 -7.0917E-01 -5.8498E-02 -9.0287E-01  4.3857E-01 -6.8360E-01 -1.9621E+00 -6.9134E-01 -2.4450E-01  1.1111E-02  9.0063E-01  5.0706E-01 -1.7807E+00
        2.83 -9.2169E-01  3.3417E-01 -9.0261E-02  1.0722E+00 -9.7526E-01 -1.3976E+00 -1.0516E+00 -3.7126E-01 -5.3270E-01 -1.7321E+00 -9.9681E-01  9.4810E-01 -7.5416E-01  7.1598E-03 -1.0882E-02 -5.3738E-01 -2.1704E-01 -8.9844E-01 -7.1275E-01 -6.3941E-02 -8.9886E-01  4.4369E-01 -6.8073E-01 -1.9630E+00 -6.9212E-01 -2.4087E-01  1.9392E-02  8.9755E-01  5.1053E-01 -1.7828E+00
        2.84 -9.2600E-01  3.2783E-01 -9.3697E-02  1.0768E+00 -9.7402E-01 -1.4016E+00 -1.0665E+00 -3.6902E-01 -5.3536E-01 -1.7341E+00 -9.9763E-01  9.5026E-01 -7.5943E-01  1.0429E-02 -9.3435E-03 -5.4120E-01 -2.1600E-01 -9.0308E-01 -7.1614E-01 -6.9563E-02 -8.9480E-01  4.4880E-01 -6.7785E-01 -1.9640E+00 -6.9299E-01 -2.3695E-01  2.7600E-02  8.9445E-01  5.1400E-01 -1.7848E+00
        2.85 -9.3022E-01  3.2133E-01 -9.7123E-02  1.0815E+00 -9.7276E-01 -1.4057E+00 -1.0814E+00 -3.6672E-01 -5.3801E-01 -1.7360E+00 -9.9843E-01  9.5240E-01 -7.6468E-01  1.3547E-02 -7.8271E-03 -5.4522E-01 -2.1479E-01 -9.0767E-01 -7.1932E-01 -7.5367E-02 -8.9069E-01  4.5390E-01 -6.7496E-01 -1.9649E+00 -6.9393E-01 -2.3278E-01  3.5730E-02  8.9134E-01  5.1746E-01 -1.7868E+00
        2.86 -9.3437E-01  3.1466E-01 -1.0053E-01  1.0861E+00 -9.7150E-01 -1.4097E+00 -1.0962E+00 -3.6436E-01 -5.4064E-01 -1.7379E+00 -9.9922E-01  9.5453E-01 -7.6991E-01  1.6519E-02 -6.3303E-03 -5.4945E-01 -2.1342E-01 -9.1219E-01 -7.2230E-01 -8.1354E-02 -8.8655E-01  4.5900E-01 -6.7205E-01 -1.9658E+00 -6.9496E-01 -2.2833E-01  4.3776E-02  8.8821E-01  5.2091E-01 -1.7888E+00
        2.87 -9.3842E-01  3.0782E-01 -1.0393E-01  1.0907E+00 -9.7022E-01 -1.4138E+00 -1.1110E+00 -3.6194E-01 -5.4326E-01 -1.7398E+00 -1.0000E+00  9.5664E-01 -7.7511E-01  1.9351E-02 -4.8501E-03 -5.5390E-01 -2.1189E-01 -9.1663E-01 -7.2504E-01 -8.7524E-02 -8.8239E-01  4.6408E-01 -6.6914E-01 -1.9667E+00 -6.9607E-01 -2.2363E-01  5.1732E-02  8.8508E-01  5.2436E-01 -1.7908E+00
        2.88 -9.4239E-01  3.0080E-01 -1.0729E-01  1.0953E+00 -9.6894E-01 -1.4178E+00 -1.1256E+00 -3.5947E-01 -5.4586E-01 -1.7416E+00 -1.0008E+00  9.5874E-01 -7.8029E-01  2.2046E-02 -3.3838E-03 -5.5860E-01 -2.1019E-01 -9.2099E-01 -7.2755E-01 -9.3878E-02 -8.7823E-01  4.6916E-01 -6.6622E-01 -1.9675E+00 -6.9728E-01 -2.1868E-01  5.9593E-02  8.8193E-01  5.2780E-01 -1.7928E+00
        2.89 -9.4626E-01  2.9360E-01 -1.1063E-01  1.0998E+00 -9.6764E-01 -1.4219E+00 -1.1402E+00 -3.5695E-01 -5.4845E-01 -1.7435E+00 -1.0015E+00  9.6082E-01 -7.8545E-01  2.4611E-02 -1.9292E-03 -5.6353E-01 -2.0833E-01 -9.2525E-01 -7.2980E-01 -1.0041E-01 -8.7407E-01  4.7423E-01 -6.6329E-01 -1.9684E+00 -6.9858E-01 -2.1347E-01  6.7352E-02  8.7877E-01  5.3123E-01 -1.7947E+00
        2.90 -9.5004E-01  2.8622E-01 -1.1393E-01  1.1044E+00 -9.6633E-01 -1.4259E+00 -1.1547E+00 -3.5438E-01 -5.5102E-01 -1.7453E+00 -1.0023E+00  9.6289E-01 -7.9058E-01  2.7049E-02 -4.8420E-04 -5.6873E-01 -2.0630E-01 -9.2939E-01 -7.3179E-01 -1.0713E-01 -8.6995E-01  4.7929E-01 -6.6034E-01 -1.9692E+00 -6.9999E-01 -2.0801E-01  7.5005E-02  8.7560E-01  5.3465E-01 -1.7967E+00
        2.91 -9.5370E-01  2.7864E-01 -1.1719E-01  1.1089E+00 -9.6502E-01 -1.4299E+00 -1.1691E+00 -3.5175E-01 -5.5358E-01 -1.7472E+00 -1.0030E+00  9.6495E-01 -7.9568E-01  2.9365E-02  9.5307E-04 -5.7420E-01 -2.0411E-01 -9.3339E-01 -7.3350E-01 -1.1403E-01 -8.6588E-01  4.8434E-01 -6.5739E-01 -1.9700E+00 -7.0150E-01 -2.0232E-01  8.2544E-02  8.7242E-01  5.3807E-01 -1.7987E+00
        2.92 -9.5726E-01  2.7088E-01 -1.2040E-01  1.1134E+00 -9.6369E-01 -1.4339E+00 -1.1835E+00 -3.4908E-01 -5.5612E-01 -1.7490E+00 -1.0037E+00  9.6699E-01 -8.0076E-01  3.1563E-02  2.3841E-03 -5.7995E-01 -2.0176E-01 -9.3724E-01 -7.3491E-01 -1.2110E-01 -8.6188E-01  4.8939E-01 -6.5443E-01 -1.9708E+00 -7.0311E-01 -1.9638E-01  8.9965E-02  8.6923E-01  5.4149E-01 -1.8006E+00
        2.93 -9.6070E-01  2.6292E-01 -1.2355E-01  1.1180E+00 -9.6235E-01 -1.4380E+00 -1.1977E+00 -3.4636E-01 -5.5865E-01 -1.7508E+00 -1.0044E+00  9.6902E-01 -8.0582E-01  3.3648E-02  3.8102E-03 -5.8601E-01 -1.9926E-01 -9.4090E-01 -7.3601E-01 -1.2834E-01 -8.5799E-01  4.9443E-01 -6.5145E-01 -1.9716E+00 -7.0484E-01 -1.9020E-01  9.7261E-02  8.6602E-01  5.4489E-01 -1.8025E+00
        2.94 -9.6402E-01  2.5476E-01 -1.2664E-01  1.1225E+00 -9.6100E-01 -1.4420E+00 -1.2119E+00 -3.4360E-01 -5.6117E-01 -1.7526E+00 -1.0052E+00  9.7104E-01 -8.1084E-01  3.5624E-02  5.2324E-03 -5.9237E-01 -1.9661E-01 -9.4437E-01 -7.3678E-01 -1.3573E-01 -8.5423E-01  4.9946E-01 -6.4847E-01 -1.9724E+00 -7.0668E-01 -1.8379E-01  1.0443E-01  8.6281E-01  5.4829E-01 -1.8045E+00
        2.95 -9.6721E-01  2.4640E-01 -1.2965E-01  1.1269E+00 -9.5965E-01 -1.4460E+00 -1.2260E+00 -3.4079E-01 -5.6366E-01 -1.7544E+00 -1.0058E+00  9.7304E-01 -8.1584E-01  3.7494E-02  6.6514E-03 -5.9905E-01 -1.9382E-01 -9.4760E-01 -7.3722E-01 -1.4327E-01 -8.5064E-01  5.0448E-01 -6.4548E-01 -1.9732E+00 -7.0864E-01 -1.7715E-01  1.1145E-01  8.5958E-01  5.5168E-01 -1.8064E+00
        2.96 -9.7027E-01  2.3784E-01 -1.3258E-01  1.1314E+00 -9.5828E-01 -1.4500E+00 -1.2400E+00 -3.3794E-01 -5.6615E-01 -1.7562E+00 -1.0065E+00  9.7502E-01 -8.2082E-01  3.9263E-02  8.0676E-03 -6.0607E-01 -1.9092E-01 -9.5056E-01 -7.3731E-01 -1.5093E-01 -8.4725E-01  5.0950E-01 -6.4247E-01 -1.9739E+00 -7.1072E-01 -1.7028E-01  1.1833E-01  8.5634E-01  5.5507E-01 -1.8083E+00
        2.97 -9.7319E-01  2.2907E-01 -1.3541E-01  1.1359E+00 -9.5690E-01 -1.4540E+00 -1.2539E+00 -3.3504E-01 -5.6862E-01 -1.7580E+00 -1.0072E+00  9.7700E-01 -8.2577E-01  4.0934E-02  9.4812E-03 -6.1342E-01 -1.8790E-01 -9.5323E-01 -7.3704E-01 -1.5870E-01 -8.4409E-01  5.1450E-01 -6.3946E-01 -1.9746E+00 -7.1293E-01 -1.6319E-01  1.2507E-01  8.5309E-01  5.5845E-01 -1.8102E+00
        2.98 -9.7596E-01  2.2009E-01 -1.3813E-01  1.1403E+00 -9.5551E-01 -1.4580E+00 -1.2678E+00 -3.3211E-01 -5.7107E-01 -1.7597E+00 -1.0079E+00  9.7896E-01 -8.3069E-01  4.2511E-02  1.0892E-02 -6.2112E-01 -1.8481E-01 -9.5557E-01 -7.3641E-01 -1.6656E-01 -8.4122E-01  5.1950E-01 -6.3644E-01 -1.9753E+00 -7.1527E-01 -1.5588E-01  1.3164E-01  8.4983E-01  5.6182E-01 -1.8121E+00
        2.99 -9.7857E-01  2.1090E-01 -1.4073E-01  1.1447E+00 -9.5412E-01 -1.4620E+00 -1.2816E+00 -3.2914E-01 -5.7351E-01 -1.7615E+00 -1.0085E+00  9.8090E-01 -8.3558E-01  4.3996E-02  1.2300E-02 -6.2917E-01 -1.8165E-01 -9.5753E-01 -7.3541E-01 -1.7447E-01 -8.3868E-01  5.2449E-01 -6.3340E-01 -1.9760E+00 -7.1775E-01 -1.4836E-01  1.3805E-01  8.4655E-01  5.6518E-01 -1.8140E+00
        3.00 -9.8103E-01  2.0151E-01 -1.4320E-01  1.1491E+00 -9.5271E-01 -1.4660E+00 -1.2952E+00 -3.2613E-01 -5.7593E-01 -1.7632E+00 -1.0091E+00  9.8283E-01 -8.4045E-01  4.5393E-02  1.3704E-02 -6.3755E-01 -1.7846E-01 -9.5909E-01 -7.3405E-01 -1.8239E-01 -8.3650E-01  5.2947E-01 -6.3036E-01 -1.9767E+00 -7.2037E-01 -1.4062E-01  1.4429E-01  8.4327E-01  5.6854E-01 -1.8159E+00
        3.01 -9.8331E-01  1.9191E-01 -1.4552E-01  1.1535E+00 -9.5129E-01 -1.4700E+00 -1.3089E+00 -3.2309E-01 -5.7833E-01 -1.7649E+00 -1.0098E+00  9.8475E-01 -8.4529E-01  4.6705E-02  1.5103E-02 -6.4627E-01 -1.7529E-01 -9.6020E-01 -7.3235E-01 -1.9029E-01 -8.3473E-01  5.3445E-01 -6.2731E-01 -1.9774E+00 -7.2313E-01 -1.3268E-01  1.5035E-01  8.3997E-01  5.7189E-01 -1.8177E+00
        3.02 -9.8542E-01  1.8210E-01 -1.4768E-01  1.1579E+00 -9.4987E-01 -1.4740E+00 -1.3224E+00 -3.2001E-01 -5.8071E-01 -1.7666E+00 -1.0104E+00  9.8665E-01 -8.5010E-01  4.7933E-02  1.6497E-02 -6.5531E-01 -1.7216E-01 -9.6083E-01 -7.3031E-01 -1.9812E-01 -8.3342E-01  5.3942E-01 -6.2424E-01 -1.9780E+00 -7.2604E-01 -1.2453E-01  1.5622E-01  8.3667E-01  5.7523E-01 -1.8196E+00
        3.03 -9.8735E-01  1.7209E-01 -1.4966E-01  1.1623E+00 -9.4843E-01 -1.4780E+00 -1.3359E+00 -3.1690E-01 -5.8308E-01 -1.7683E+00 -1.0110E+00  9.8854E-01 -8.5489E-01  4.9079E-02  1.7882E-02 -6.6463E-01 -1.6912E-01 -9.6095E-01 -7.2797E-01 -2.0583E-01 -8.3260E-01  5.4438E-01 -6.2117E-01 -1.9786E+00 -7.2911E-01 -1.1619E-01  1.6189E-01  8.3335E-01  5.7857E-01 -1.8214E+00
        3.04 -9.8909E-01  1.6188E-01 -1.5144E-01  1.1666E+00 -9.4698E-01 -1.4820E+00 -1.3493E+00 -3.1376E-01 -5.8543E-01 -1.7700E+00 -1.0116E+00  9.9042E-01 -8.5965E-01  5.0146E-02  1.9259E-02 -6.7422E-01 -1.6622E-01 -9.6052E-01 -7.2536E-01 -2.1336E-01 -8.3230E-01  5.4933E-01 -6.1809E-01 -1.9793E+00 -7.3234E-01 -1.0765E-01  1.6736E-01  8.3002E-01  5.8190E-01 -1.8233E+00
        3.05 -9.9063E-01  1.5147E-01 -1.5301E-01  1.1710E+00 -9.4553E-01 -1.4860E+00 -1.3626E+00 -3.1059E-01 -5.8776E-01 -1.7717E+00 -1.0122E+00  9.9228E-01 -8.6438E-01  5.1133E-02  2.0625E-02 -6.8402E-01 -1.6350E-01 -9.5954E-01 -7.2254E-01 -2.2066E-01 -8.3254E-01  5.5427E-01 -6.1500E-01 -1.9799E+00 -7.3573E-01 -9.8924E-02  1.7262E-01  8.2668E-01  5.8523E-01 -1.8251E+00
        3.06 -9.9197E-01  1.4089E-01 -1.5435E-01  1.1753E+00 -9.4406E-01 -1.4900E+00 -1.3758E+00 -3.0739E-01 -5.9007E-01 -1.7734E+00 -1.0127E+00  9.9413E-01 -8.6908E-01  5.2042E-02  2.1977E-02 -6.9399E-01 -1.6102E-01 -9.5798E-01 -7.1955E-01 -2.2768E-01 -8.3334E-01  5.5921E-01 -6.1190E-01 -1.9805E+00 -7.3929E-01 -9.0017E-02  1.7766E-01  8.2333E-01  5.8854E-01 -1.8269E+00
        3.07 -9.9310E-01  1.3013E-01 -1.5544E-01  1.1796E+00 -9.4259E-01 -1.4940E+00 -1.3890E+00 -3.0416E-01 -5.9236E-01 -1.7750E+00 -1.0133E+00  9.9596E-01 -8.7376E-01  5.2874E-02  2.3315E-02 -7.0409E-01 -1.5881E-01 -9.5586E-01 -7.1644E-01 -2.3437E-01 -8.3470E-01  5.6414E-01 -6.0879E-01 -1.9810E+00 -7.4302E-01 -8.0934E-02  1.8246E-01  8.1997E-01  5.9185E-01 -1.8287E+00
        3.08 -9.9402E-01  1.1921E-01 -1.5626E-01  1.1839E+00 -9.4111E-01 -1.4979E+00 -1.4020E+00 -3.0090E-01 -5.9463E-01 -1.7767E+00 -1.0139E+00  9.9778E-01 -8.7840E-01  5.3626E-02  2.4635E-02 -7.1425E-01 -1.5692E-01 -9.5318E-01 -7.1330E-01 -2.4067E-01 -8.3660E-01  5.6906E-01 -6.0567E-01 -1.9816E+00 -7.4693E-01 -7.1683E-02  1.8703E-01  8.1660E-01  5.9515E-01 -1.8305E+00
        3.09 -9.9472E-01  1.0813E-01 -1.5679E-01  1.1882E+00 -9.3962E-01 -1.5019E+00 -1.4151E+00 -2.9762E-01 -5.9688E-01 -1.7783E+00 -1.0144E+00  9.9959E-01 -8.8301E-01  5.4299E-02  2.5936E-02 -7.2441E-01 -1.5539E-01 -9.4995E-01 -7.1017E-01 -2.4655E-01 -8.3902E-01  5.7397E-01 -6.0254E-01 -1.9821E+00 -7.5103E-01 -6.2271E-02  1.9134E-01  8.1322E-01  5.9845E-01 -1.8323E+00
        3.10 -9.9520E-01  9.6930E-02 -1.5701E-01  1.1925E+00 -9.3812E-01 -1.5059E+00 -1.4280E+00 -2.9431E-01 -5.9911E-01 -1.7799E+00 -1.0149E+00  1.0014E+00 -8.8758E-01  5.4890E-02  2.7217E-02 -7.3453E-01 -1.5422E-01 -9.4623E-01 -7.0713E-01 -2.5198E-01 -8.4193E-01  5.7887E-01 -5.9940E-01 -1.9827E+00 -7.5532E-01 -5.2707E-02  1.9539E-01  8.0983E-01  6.0174E-01 -1.8341E+00
        3.11 -9.9545E-01  8.5612E-02 -1.5690E-01  1.1967E+00 -9.3661E-01 -1.5098E+00 -1.4409E+00 -2.9099E-01 -6.0133E-01 -1.7816E+00 -1.0154E+00  1.0032E+00 -8.9212E-01  5.5398E-02  2.8476E-02 -7.4455E-01 -1.5345E-01 -9.4203E-01 -7.0423E-01 -2.5695E-01 -8.4527E-01  5.8377E-01 -5.9625E-01 -1.9832E+00 -7.5980E-01 -4.3000E-02  1.9918E-01  8.0643E-01  6.0502E-01 -1.8359E+00
        3.12 -9.9548E-01  7.4200E-02 -1.5645E-01  1.2010E+00 -9.3509E-01 -1.5138E+00 -1.4537E+00 -2.8763E-01 -6.0352E-01 -1.7832E+00 -1.0159E+00  1.0049E+00 -8.9661E-01  5.5819E-02  2.9713E-02 -7.5442E-01 -1.5309E-01 -9.3742E-01 -7.0153E-01 -2.6143E-01 -8.4901E-01  5.8866E-01 -5.9310E-01 -1.9837E+00 -7.6448E-01 -3.3159E-02  2.0268E-01  8.0301E-01  6.0830E-01 -1.8377E+00
        3.13 -9.9528E-01  6.2718E-02 -1.5564E-01  1.2052E+00 -9.3356E-01 -1.5178E+00 -1.4664E+00 -2.8426E-01 -6.0569E-01 -1.7848E+00 -1.0164E+00  1.0067E+00 -9.0106E-01  5.6152E-02  3.0928E-02 -7.6410E-01 -1.5312E-01 -9.3242E-01 -6.9906E-01 -2.6544E-01 -8.5309E-01  5.9354E-01 -5.8993E-01 -1.9842E+00 -7.6937E-01 -2.3195E-02  2.0589E-01  7.9959E-01  6.1156E-01 -1.8394E+00
        3.14 -9.9486E-01  5.1189E-02 -1.5445E-01  1.2094E+00 -9.3202E-01 -1.5217E+00 -1.4790E+00 -2.8086E-01 -6.0784E-01 -1.7863E+00 -1.0169E+00  1.0084E+00 -9.0546E-01  5.6394E-02  3.2122E-02 -7.7356E-01 -1.5355E-01 -9.2710E-01 -6.9688E-01 -2.6897E-01 -8.5745E-01  5.9841E-01 -5.8676E-01 -1.9847E+00 -7.7447E-01 -1.3121E-02  2.0880E-01  7.9616E-01  6.1483E-01 -1.8412E+00
        3.15 -9.9423E-01  3.9641E-02 -1.5288E-01  1.2136E+00 -9.3048E-01 -1.5257E+00 -1.4916E+00 -2.7745E-01 -6.0997E-01 -1.7879E+00 -1.0174E+00  1.0101E+00 -9.0980E-01  5.6540E-02  3.3296E-02 -7.8277E-01 -1.5436E-01 -9.2150E-01 -6.9501E-01 -2.7205E-01 -8.6203E-01  6.0328E-01 -5.8358E-01 -1.9851E+00 -7.7978E-01 -2.9497E-03  2.1139E-01  7.9271E-01  6.1808E-01 -1.8429E+00
        3.16 -9.9338E-01  2.8100E-02 -1.5090E-01  1.2178E+00 -9.2892E-01 -1.5296E+00 -1.5042E+00 -2.7402E-01 -6.1208E-01 -1.7895E+00 -1.0179E+00  1.0118E+00 -9.1408E-01  5.6588E-02  3.4454E-02 -7.9172E-01 -1.5554E-01 -9.1567E-01 -6.9347E-01 -2.7468E-01 -8.6679E-01  6.0814E-01 -5.8038E-01 -1.9856E+00 -7.8531E-01  7.3054E-03  2.1366E-01  7.8926E-01  6.2133E-01 -1.8447E+00
        3.17 -9.9232E-01  1.6597E-02 -1.4851E-01  1.2220E+00 -9.2736E-01 -1.5336E+00 -1.5166E+00 -2.7056E-01 -6.1418E-01 -1.7910E+00 -1.0183E+00  1.0135E+00 -9.1829E-01  5.6535E-02  3.5599E-02 -8.0038E-01 -1.5707E-01 -9.0965E-01 -6.9227E-01 -2.7690E-01 -8.7168E-01  6.1299E-01 -5.7718E-01 -1.9860E+00 -7.9106E-01  1.7629E-02  2.1559E-01  7.8579E-01  6.2457E-01 -1.8464E+00
