        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3 
        4.00 -1.0459E+00  1.4393E-01  0.0000E+00  2.0876E-01  1.8161E-01  0.0000E+00  8.3671E-01 -3.2553E-01  0.0000E+00
        4.10 -1.0174E+00  1.9005E-01  0.0000E+00  1.1110E-01  1.0135E-01  0.0000E+00  9.0585E-01 -2.9138E-01  0.0000E+00
        4.20 -9.7860E-01  2.3488E-01  0.0000E+00  1.6980E-02  1.6010E-02  0.0000E+00  9.6117E-01 -2.5088E-01  0.0000E+00
        4.30 -9.2800E-01  2.7696E-01  0.0000E+00 -7.6557E-02 -7.0095E-02  0.0000E+00  1.0041E+00 -2.0685E-01  0.0000E+00
        4.40 -8.6403E-01  3.1387E-01  0.0000E+00 -1.7263E-01 -1.5276E-01  0.0000E+00  1.0362E+00 -1.6109E-01  0.0000E+00
        4.50 -7.8574E-01  3.4200E-01  0.0000E+00 -2.7363E-01 -2.2737E-01  0.0000E+00  1.0589E+00 -1.1461E-01  0.0000E+00
        4.60 -6.9355E-01  3.5678E-01  0.0000E+00 -3.8023E-01 -2.8885E-01  0.0000E+00  1.0733E+00 -6.7913E-02  0.0000E+00
        4.70 -5.9016E-01  3.5351E-01  0.0000E+00 -4.9049E-01 -3.3231E-01  0.0000E+00  1.0802E+00 -2.1188E-02  0.0000E+00
        4.80 -4.8052E-01  3.2918E-01  0.0000E+00 -5.9981E-01 -3.5470E-01  0.0000E+00  1.0798E+00  2.5530E-02  0.0000E+00
        4.90 -3.7043E-01  2.8394E-01  0.0000E+00 -7.0238E-01 -3.5618E-01  0.0000E+00  1.0723E+00  7.2254E-02  0.0000E+00
        5.00 -2.6429E-01  2.2108E-01  0.0000E+00 -7.9338E-01 -3.4001E-01  0.0000E+00  1.0572E+00  1.1894E-01  0.0000E+00
        5.10 -1.6380E-01  1.4554E-01  0.0000E+00 -8.7038E-01 -3.1091E-01  0.0000E+00  1.0337E+00  1.6538E-01  0.0000E+00
        5.20 -6.8065E-02  6.2396E-02  0.0000E+00 -9.3309E-01 -2.7342E-01  0.0000E+00  1.0006E+00  2.1103E-01  0.0000E+00
        5.30  2.5398E-02 -2.3800E-02  0.0000E+00 -9.8257E-01 -2.3101E-01  0.0000E+00  9.5666E-01  2.5482E-01  0.0000E+00
        5.40  1.1973E-01 -1.0885E-01  0.0000E+00 -1.0204E+00 -1.8602E-01  0.0000E+00  9.0013E-01  2.9488E-01  0.0000E+00
        5.50  2.1783E-01 -1.8842E-01  0.0000E+00 -1.0480E+00 -1.3984E-01  0.0000E+00  8.2969E-01  3.2826E-01  0.0000E+00
        5.60  3.2144E-01 -2.5765E-01  0.0000E+00 -1.0669E+00 -9.3212E-02  0.0000E+00  7.4490E-01  3.5087E-01  0.0000E+00
        5.70  4.3010E-01 -3.1141E-01  0.0000E+00 -1.0778E+00 -4.6487E-02  0.0000E+00  6.4714E-01  3.5791E-01  0.0000E+00
        5.80  5.4060E-01 -3.4544E-01  0.0000E+00 -1.0813E+00  2.3597E-04  0.0000E+00  5.4022E-01  3.4522E-01  0.0000E+00
        5.90  6.4751E-01 -3.5806E-01  0.0000E+00 -1.0778E+00  4.6958E-02  0.0000E+00  4.2973E-01  3.1111E-01  0.0000E+00
        6.00  7.4524E-01 -3.5097E-01  0.0000E+00 -1.0669E+00  9.3680E-02  0.0000E+00  3.2109E-01  2.5730E-01  0.0000E+00
        6.10  8.3000E-01 -3.2831E-01  0.0000E+00 -1.0481E+00  1.4030E-01  0.0000E+00  2.1752E-01  1.8803E-01  0.0000E+00
        6.20  9.0041E-01 -2.9490E-01  0.0000E+00 -1.0204E+00  1.8647E-01  0.0000E+00  1.1945E-01  1.0844E-01  0.0000E+00
        6.30  9.5692E-01 -2.5483E-01  0.0000E+00 -9.8259E-01  2.3145E-01  0.0000E+00  2.5138E-02  2.3391E-02  0.0000E+00
        6.40  1.0009E+00 -2.1103E-01  0.0000E+00 -9.3311E-01  2.7383E-01  0.0000E+00 -6.8307E-02 -6.2788E-02  0.0000E+00
        6.50  1.0339E+00 -1.6538E-01  0.0000E+00 -8.7041E-01  3.1129E-01  0.0000E+00 -1.6402E-01 -1.4590E-01  0.0000E+00
        6.60  1.0574E+00 -1.1894E-01  0.0000E+00 -7.9344E-01  3.4035E-01  0.0000E+00 -2.6449E-01 -2.2140E-01  0.0000E+00
        6.70  1.0725E+00 -7.2246E-02  0.0000E+00 -7.0248E-01  3.5649E-01  0.0000E+00 -3.7058E-01 -2.8423E-01  0.0000E+00
        6.80  1.0800E+00 -2.5521E-02  0.0000E+00 -5.9999E-01  3.5500E-01  0.0000E+00 -4.8061E-01 -3.2946E-01  0.0000E+00
        6.90  1.0804E+00  2.1198E-02  0.0000E+00 -4.9074E-01  3.3263E-01  0.0000E+00 -5.9019E-01 -3.5381E-01  0.0000E+00
        7.00  1.0735E+00  6.7923E-02  0.0000E+00 -3.8054E-01  2.8921E-01  0.0000E+00 -6.9354E-01 -3.5712E-01  0.0000E+00
        7.10  1.0591E+00  1.1462E-01  0.0000E+00 -2.7398E-01  2.2781E-01  0.0000E+00 -7.8570E-01 -3.4241E-01  0.0000E+00
        7.20  1.0364E+00  1.6110E-01  0.0000E+00 -1.7301E-01  1.5325E-01  0.0000E+00 -8.6400E-01 -3.1434E-01  0.0000E+00
        7.30  1.0043E+00  2.0687E-01  0.0000E+00 -7.6953E-02  7.0644E-02  0.0000E+00 -9.2798E-01 -2.7749E-01  0.0000E+00
        7.40  9.6146E-01  2.5090E-01  0.0000E+00  1.6567E-02 -1.5428E-02  0.0000E+00 -9.7862E-01 -2.3545E-01  0.0000E+00
        7.50  9.0617E-01  2.9142E-01  0.0000E+00  1.1066E-01 -1.0075E-01  0.0000E+00 -1.0174E+00 -1.9065E-01  0.0000E+00
        7.60  8.3707E-01  3.2560E-01  0.0000E+00  2.0829E-01 -1.8103E-01  0.0000E+00 -1.0460E+00 -1.4455E-01  0.0000E+00
        7.70  7.5361E-01  3.4944E-01  0.0000E+00  3.1133E-01 -2.5146E-01  0.0000E+00 -1.0656E+00 -9.7962E-02  0.0000E+00
        7.80  6.5694E-01  3.5817E-01  0.0000E+00  4.1960E-01 -3.0690E-01  0.0000E+00 -1.0772E+00 -5.1247E-02  0.0000E+00
        7.90  5.5065E-01  3.4748E-01  0.0000E+00  5.3012E-01 -3.4293E-01  0.0000E+00 -1.0814E+00 -4.5299E-03  0.0000E+00
        8.00  4.4023E-01  3.1539E-01  0.0000E+00  6.3762E-01 -3.5756E-01  0.0000E+00 -1.0785E+00  4.2187E-02  0.0000E+00
        8.10  3.3122E-01  2.6328E-01  0.0000E+00  7.3642E-01 -3.5217E-01  0.0000E+00 -1.0683E+00  8.8909E-02  0.0000E+00
        8.20  2.2709E-01  1.9525E-01  0.0000E+00  8.2250E-01 -3.3078E-01  0.0000E+00 -1.0503E+00  1.3555E-01  0.0000E+00
        8.30  1.2854E-01  1.1642E-01  0.0000E+00  8.9425E-01 -2.9819E-01  0.0000E+00 -1.0235E+00  1.8179E-01  0.0000E+00
        8.40  3.3980E-02  3.1673E-02  0.0000E+00  9.5201E-01 -2.5859E-01  0.0000E+00 -9.8667E-01  2.2693E-01  0.0000E+00
        8.50 -5.9415E-02 -5.4598E-02  0.0000E+00  9.9707E-01 -2.1504E-01  0.0000E+00 -9.3835E-01  2.6965E-01  0.0000E+00
        8.60 -1.5480E-01 -1.3821E-01  0.0000E+00  1.0310E+00 -1.6949E-01  0.0000E+00 -8.7693E-01  3.0772E-01  0.0000E+00
        8.70 -2.5476E-01 -2.1467E-01  0.0000E+00  1.0553E+00 -1.2309E-01  0.0000E+00 -8.0130E-01  3.3777E-01  0.0000E+00
        8.80 -3.6037E-01 -2.7893E-01  0.0000E+00  1.0712E+00 -7.6404E-02  0.0000E+00 -7.1155E-01  3.5536E-01  0.0000E+00
        8.90 -4.7021E-01 -3.2601E-01  0.0000E+00  1.0794E+00 -2.9673E-02  0.0000E+00 -6.0991E-01  3.5570E-01  0.0000E+00
        9.00 -5.8011E-01 -3.5237E-01  0.0000E+00  1.0804E+00  1.7049E-02  0.0000E+00 -5.0099E-01  3.3534E-01  0.0000E+00
        9.10 -6.8430E-01 -3.5754E-01  0.0000E+00  1.0742E+00  6.3776E-02  0.0000E+00 -3.9060E-01  2.9378E-01  0.0000E+00
        9.20 -7.7768E-01 -3.4430E-01  0.0000E+00  1.0605E+00  1.1048E-01  0.0000E+00 -2.8353E-01  2.3383E-01  0.0000E+00
        9.30 -8.5731E-01 -3.1724E-01  0.0000E+00  1.0385E+00  1.5700E-01  0.0000E+00 -1.8200E-01  1.6025E-01  0.0000E+00
        9.40 -9.2260E-01 -2.8101E-01  0.0000E+00  1.0074E+00  2.0286E-01  0.0000E+00 -8.5535E-02  7.8169E-02  0.0000E+00
        9.50 -9.7440E-01 -2.3931E-01  0.0000E+00  9.6549E-01  2.4710E-01  0.0000E+00  8.1289E-03 -7.7710E-03  0.0000E+00
        9.60 -1.0142E+00 -1.9468E-01  0.0000E+00  9.1136E-01  2.8803E-01  0.0000E+00  1.0208E-01 -9.3337E-02  0.0000E+00
        9.70 -1.0437E+00 -1.4865E-01  0.0000E+00  8.4353E-01  3.2292E-01  0.0000E+00  1.9933E-01 -1.7425E-01  0.0000E+00
        9.80 -1.0640E+00 -1.0207E-01  0.0000E+00  7.6132E-01  3.4785E-01  0.0000E+00  3.0189E-01 -2.4576E-01  0.0000E+00
        9.90 -1.0763E+00 -5.5354E-02  0.0000E+00  6.6570E-01  3.5809E-01  0.0000E+00  4.0981E-01 -3.0272E-01  0.0000E+00
       10.00 -1.0812E+00 -8.6279E-03  0.0000E+00  5.6005E-01  3.4923E-01  0.0000E+00  5.2034E-01 -3.4058E-01  0.0000E+00
       10.10 -1.0790E+00  3.8096E-02  0.0000E+00  4.4976E-01  3.1900E-01  0.0000E+00  6.2837E-01 -3.5708E-01  0.0000E+00
       10.20 -1.0694E+00  8.4826E-02  0.0000E+00  3.4044E-01  2.6851E-01  0.0000E+00  7.2815E-01 -3.5332E-01  0.0000E+00
       10.30 -1.0521E+00  1.3149E-01  0.0000E+00  2.3583E-01  2.0166E-01  0.0000E+00  8.1545E-01 -3.3313E-01  0.0000E+00
       10.40 -1.0262E+00  1.7779E-01  0.0000E+00  1.3682E-01  1.2356E-01  0.0000E+00  8.8848E-01 -3.0134E-01  0.0000E+00
       10.50 -9.9033E-01  2.2308E-01  0.0000E+00  4.2016E-02  3.9152E-02  0.0000E+00  9.4744E-01 -2.6222E-01  0.0000E+00
       10.60 -9.4309E-01  2.6609E-01  0.0000E+00 -5.1356E-02 -4.7152E-02  0.0000E+00  9.9357E-01 -2.1892E-01  0.0000E+00
       10.70 -8.8289E-01  3.0469E-01  0.0000E+00 -1.4645E-01 -1.3117E-01  0.0000E+00  1.0285E+00 -1.7351E-01  0.0000E+00
       10.80 -8.0853E-01  3.3561E-01  0.0000E+00 -2.4595E-01 -2.0843E-01  0.0000E+00  1.0536E+00 -1.2715E-01  0.0000E+00
       10.90 -7.1997E-01  3.5447E-01  0.0000E+00 -3.5109E-01 -2.7397E-01  0.0000E+00  1.0702E+00 -8.0487E-02  0.0000E+00
       11.00 -6.1924E-01  3.5649E-01  0.0000E+00 -4.6070E-01 -3.2271E-01  0.0000E+00  1.0790E+00 -3.3763E-02  0.0000E+00
       11.10 -5.1075E-01  3.3801E-01  0.0000E+00 -5.7082E-01 -3.5094E-01  0.0000E+00  1.0806E+00  1.2953E-02  0.0000E+00
       11.20 -4.0029E-01  2.9823E-01  0.0000E+00 -6.7574E-01 -3.5789E-01  0.0000E+00  1.0751E+00  5.9672E-02  0.0000E+00
       11.30 -2.9283E-01  2.3972E-01  0.0000E+00 -7.7022E-01 -3.4608E-01  0.0000E+00  1.0621E+00  1.0638E-01  0.0000E+00
       11.40 -1.9082E-01  1.6713E-01  0.0000E+00 -8.5112E-01 -3.2003E-01  0.0000E+00  1.0410E+00  1.5292E-01  0.0000E+00
       11.50 -9.4013E-02  8.5604E-02  0.0000E+00 -9.1765E-01 -2.8444E-01  0.0000E+00  1.0107E+00  1.9886E-01  0.0000E+00
       11.60 -2.5533E-04 -1.6668E-04  0.0000E+00 -9.7059E-01 -2.4311E-01  0.0000E+00  9.6987E-01  2.4330E-01  0.0000E+00
       11.70  9.3502E-02 -8.5932E-02  0.0000E+00 -1.0114E+00 -1.9866E-01  0.0000E+00  9.1693E-01  2.8461E-01  0.0000E+00
       11.80  1.9031E-01 -1.6744E-01  0.0000E+00 -1.0417E+00 -1.5271E-01  0.0000E+00  8.5041E-01  3.2017E-01  0.0000E+00
       11.90  2.9231E-01 -2.4001E-01  0.0000E+00 -1.0628E+00 -1.0616E-01  0.0000E+00  7.6952E-01  3.4619E-01  0.0000E+00
       12.00  3.9975E-01 -2.9850E-01  0.0000E+00 -1.0758E+00 -5.9451E-02  0.0000E+00  6.7507E-01  3.5797E-01  0.0000E+00
       12.10  5.1018E-01 -3.3826E-01  0.0000E+00 -1.0814E+00 -1.2728E-02  0.0000E+00  5.7018E-01  3.5101E-01  0.0000E+00
       12.20  6.1864E-01 -3.5675E-01  0.0000E+00 -1.0797E+00  3.3990E-02  0.0000E+00  4.6010E-01  3.2278E-01  0.0000E+00
       12.30  7.1935E-01 -3.5475E-01  0.0000E+00 -1.0709E+00  8.0715E-02  0.0000E+00  3.5053E-01  2.7406E-01  0.0000E+00
       12.40  8.0789E-01 -3.3591E-01  0.0000E+00 -1.0543E+00  1.2738E-01  0.0000E+00  2.4541E-01  2.0856E-01  0.0000E+00
       12.50  8.8225E-01 -3.0503E-01  0.0000E+00 -1.0292E+00  1.7373E-01  0.0000E+00  1.4593E-01  1.3132E-01  0.0000E+00
       12.60  9.4247E-01 -2.6646E-01  0.0000E+00 -9.9433E-01  2.1915E-01  0.0000E+00  5.0843E-02  4.7333E-02  0.0000E+00
       12.70  9.8972E-01 -2.2346E-01  0.0000E+00 -9.4823E-01  2.6244E-01  0.0000E+00 -4.2521E-02 -3.8949E-02  0.0000E+00
       12.80  1.0256E+00 -1.7819E-01  0.0000E+00 -8.8930E-01  3.0156E-01  0.0000E+00 -1.3731E-01 -1.2334E-01  0.0000E+00
       12.90  1.0516E+00 -1.3189E-01  0.0000E+00 -8.1630E-01  3.3336E-01  0.0000E+00 -2.3630E-01 -2.0144E-01  0.0000E+00
       13.00  1.0689E+00 -8.5238E-02  0.0000E+00 -7.2904E-01  3.5357E-01  0.0000E+00 -3.4089E-01 -2.6830E-01  0.0000E+00
       13.10  1.0784E+00 -3.8512E-02  0.0000E+00 -6.2930E-01  3.5737E-01  0.0000E+00 -4.5018E-01 -3.1882E-01  0.0000E+00
