 Body           x           y           z          vx          vy          vz             Time
  1         4.9894E-08  6.3777E-07  9.7519E-09  3.8693E-08  2.9587E-07  4.9454E-08        2.52
  2        -3.0741E-02  1.2122E+00  2.4185E-01 -7.3123E+00 -1.4906E+00 -1.0250E+00        2.52
  3         1.5088E-01 -1.4426E+00  1.5888E-01  7.4777E+00 -1.2076E+00 -1.6700E+00        2.52
  4        -1.4823E+00  1.1209E+00  9.2463E-02 -2.1206E+00 -6.9238E+00 -1.6488E+00        2.52
  5         2.3627E+00  1.7607E-01 -6.5838E-01 -2.3141E+00  5.7953E+00 -2.0165E-01        2.52
  1         5.0282E-08  6.4078E-07  1.0259E-08  3.8149E-08  2.9968E-07  5.0904E-08        2.54
  2        -1.0444E-01  1.1939E+00  2.3085E-01 -7.2753E+00 -2.1460E+00 -1.1537E+00        2.54
  3         2.2612E-01 -1.4524E+00  1.4176E-01  7.4176E+00 -7.4530E-01 -1.7180E+00        2.54
  4        -1.5025E+00  1.0501E+00  7.5741E-02 -1.8816E+00 -7.0976E+00 -1.6622E+00        2.54
  5         2.3385E+00  2.3454E-01 -6.6019E-01 -2.4755E+00  5.7812E+00 -1.5638E-01        2.54
  1         5.0664E-08  6.4383E-07  1.0780E-08  3.7264E-08  3.0378E-07  5.2239E-08        2.55
  2        -1.7756E-01  1.1688E+00  2.1855E-01 -7.1951E+00 -2.8173E+00 -1.2814E+00        2.55
  3         3.0065E-01 -1.4577E+00  1.2419E-01  7.3364E+00 -2.9659E-01 -1.7591E+00        2.55
  4        -1.5202E+00  9.7759E-01  5.8893E-02 -1.6290E+00 -7.2671E+00 -1.6735E+00        2.55
  5         2.3127E+00  2.9284E-01 -6.6153E-01 -2.6388E+00  5.7627E+00 -1.0998E-01        2.55
  1         5.1034E-08  6.4692E-07  1.1314E-08  3.5977E-08  3.0818E-07  5.3458E-08        2.56
  2        -2.4962E-01  1.1369E+00  2.0497E-01 -7.0675E+00 -3.5047E+00 -1.4076E+00        2.56
  3         3.7425E-01 -1.4585E+00  1.0625E-01  7.2358E+00  1.3852E-01 -1.7935E+00        2.56
  4        -1.5353E+00  9.0336E-01  4.1945E-02 -1.3622E+00 -7.4313E+00 -1.6823E+00        2.56
  5         2.2852E+00  3.5093E-01 -6.6241E-01 -2.8038E+00  5.7396E+00 -6.2458E-02        2.56
  1         5.1389E-08  6.5005E-07  1.1859E-08  3.4220E-08  3.1286E-07  5.4557E-08        2.57
  2        -3.2015E-01  1.0980E+00  1.9012E-01 -6.8879E+00 -4.2082E+00 -1.5320E+00        2.57
  3         4.4675E-01 -1.4549E+00  8.7988E-02  7.1170E+00  5.6003E-01 -1.8216E+00        2.57
  4        -1.5477E+00  8.2750E-01  2.4920E-02 -1.0806E+00 -7.5893E+00 -1.6884E+00        2.57
  5         2.2560E+00  4.0876E-01 -6.6279E-01 -2.9706E+00  5.7117E+00 -1.3791E-02        2.57
  1         5.1723E-08  6.5324E-07  1.2415E-08  3.1918E-08  3.1781E-07  5.5530E-08        2.58
  2        -3.8857E-01  1.0519E+00  1.7403E-01 -6.6504E+00 -4.9276E+00 -1.6538E+00        2.58
  3         5.1796E-01 -1.4472E+00  6.9473E-02  6.9815E+00  9.6801E-01 -1.8437E+00        2.58
  4        -1.5571E+00  7.5008E-01  7.8495E-03 -7.8380E-01 -7.7400E+00 -1.6915E+00        2.58
  5         2.2252E+00  4.6628E-01 -6.6268E-01 -3.1390E+00  5.6788E+00  3.6028E-02        2.58
  1         5.2031E-08  6.5647E-07  1.2980E-08  2.8983E-08  3.2301E-07  5.6368E-08        2.59
  2        -4.5427E-01  9.9839E-01  1.5673E-01 -6.3482E+00 -5.6619E+00 -1.7722E+00        2.59
  3         5.8772E-01 -1.4354E+00  5.0763E-02  6.8302E+00  1.3626E+00 -1.8602E+00        2.59
  4        -1.5635E+00  6.7118E-01 -9.2367E-03 -4.7125E-01 -7.8823E+00 -1.6913E+00        2.59
  5         2.1926E+00  5.2345E-01 -6.6206E-01 -3.3090E+00  5.6407E+00  8.7006E-02        2.59
  1         5.2306E-08  6.5976E-07  1.3553E-08  2.5317E-08  3.2843E-07  5.7058E-08        2.60
  2        -5.1655E-01  9.3744E-01  1.3825E-01 -5.9729E+00 -6.4094E+00 -1.8861E+00        2.60
  3         6.5588E-01 -1.4197E+00  3.1915E-02  6.6642E+00  1.7438E+00 -1.8712E+00        2.60
  4        -1.5666E+00  5.9089E-01 -2.6303E-02 -1.4250E-01 -8.0148E+00 -1.6876E+00        2.60
  5         2.1583E+00  5.8021E-01 -6.6092E-01 -3.4805E+00  5.5972E+00  1.3915E-01        2.60
  1         5.2540E-08  6.6311E-07  1.4132E-08  2.0808E-08  3.3403E-07  5.7584E-08        2.61
  2        -5.7464E-01  8.6888E-01  1.1865E-01 -5.5145E+00 -7.1672E+00 -1.9938E+00        2.61
  3         7.2229E-01 -1.4002E+00  1.2981E-02  6.4843E+00  2.1119E+00 -1.8771E+00        2.61
  4        -1.5663E+00  5.0932E-01 -4.3313E-02  2.0282E-01 -8.1360E+00 -1.6799E+00        2.61
  5         2.1223E+00  6.3650E-01 -6.5925E-01 -3.6534E+00  5.5480E+00  1.9246E-01        2.61
  1         5.2723E-08  6.6651E-07  1.4716E-08  1.5325E-08  3.3975E-07  5.7922E-08        2.62
  2        -6.2763E-01  7.9264E-01  9.8001E-02 -4.9614E+00 -7.9304E+00 -2.0932E+00        2.62
  3         7.8682E-01 -1.3771E+00 -5.9860E-03  6.2914E+00  2.4670E+00 -1.8780E+00        2.62
  4        -1.5624E+00  4.2659E-01 -6.0223E-02  5.6500E-01 -8.2443E+00 -1.6679E+00        2.62
  5         2.0845E+00  6.9226E-01 -6.5703E-01 -3.8275E+00  5.4930E+00  2.4695E-01        2.62
  1         5.2846E-08  6.6997E-07  1.5302E-08  8.7233E-09  3.4549E-07  5.8043E-08        2.63
  2        -6.7450E-01  7.0870E-01  7.6402E-02 -4.2999E+00 -8.6919E+00 -2.1816E+00        2.63
  3         8.4934E-01 -1.3505E+00 -2.4938E-02  6.0862E+00  2.8092E+00 -1.8741E+00        2.63
  4        -1.5548E+00  3.4283E-01 -7.6989E-02  9.4419E-01 -8.3378E+00 -1.6512E+00        2.63
  5         2.0450E+00  7.4743E-01 -6.5425E-01 -4.0027E+00  5.4319E+00  3.0260E-01        2.63
  1         5.2895E-08  6.7349E-07  1.5888E-08  8.3499E-10  3.5112E-07  5.7907E-08        2.64
  2        -7.1407E-01  6.1711E-01  5.3983E-02 -3.5141E+00 -9.4408E+00 -2.2551E+00        2.64
  3         9.0972E-01 -1.3204E+00 -4.3828E-02  5.8692E+00  3.1386E+00 -1.8657E+00        2.64
  4        -1.5433E+00  2.5822E-01 -9.3560E-02  1.3404E+00 -8.4146E+00 -1.6294E+00        2.64
  5         2.0037E+00  8.0196E-01 -6.5091E-01 -4.1790E+00  5.3644E+00  3.5941E-01        2.64
  1         5.2858E-08  6.7706E-07  1.6470E-08 -8.5228E-09  3.5648E-07  5.7461E-08        2.65
  2        -7.4500E-01  5.1809E-01  3.0916E-02 -2.5862E+00 -1.0161E+01 -2.3088E+00        2.65
  3         9.6786E-01 -1.2871E+00 -6.2610E-02  5.6411E+00  3.4555E+00 -1.8527E+00        2.65
  4        -1.5277E+00  1.7292E-01 -1.0988E-01  1.7535E+00 -8.4724E+00 -1.6020E+00        2.65
  5         1.9606E+00  8.5577E-01 -6.4699E-01 -4.3560E+00  5.2904E+00  4.1737E-01        2.65
  1         5.2717E-08  6.8069E-07  1.7047E-08 -1.9544E-08  3.6130E-07  5.6637E-08        2.66
  2        -7.6577E-01  4.1203E-01  7.4341E-03 -1.4972E+00 -1.0830E+01 -2.3360E+00        2.66
  3         1.0236E+00 -1.2506E+00 -8.1239E-02  5.4023E+00  3.7598E+00 -1.8355E+00        2.66
  4        -1.5078E+00  8.7148E-02 -1.2590E-01  2.1829E+00 -8.5091E+00 -1.5686E+00        2.66
  5         1.9157E+00  9.0880E-01 -6.4248E-01 -4.5337E+00  5.2095E+00  4.7648E-01        2.66
  1         5.2457E-08  6.8436E-07  1.7613E-08 -3.2415E-08  3.6523E-07  5.5345E-08        2.67
  2        -7.7464E-01  2.9961E-01 -1.6155E-02 -2.2805E-01 -1.1414E+01 -2.3284E+00        2.67
  3         1.0769E+00 -1.2112E+00 -9.9673E-02  5.1532E+00  4.0517E+00 -1.8141E+00        2.67
  4        -1.4835E+00  1.1189E-03 -1.4155E-01  2.6281E+00 -8.5222E+00 -1.5288E+00        2.67
  5         1.8690E+00  9.6098E-01 -6.3736E-01 -4.7118E+00  5.1215E+00  5.3671E-01        2.67
  1         5.2056E-08  6.8806E-07  1.8163E-08 -4.7286E-08  3.6779E-07  5.3477E-08        2.68
  2        -7.6972E-01  1.8190E-01 -3.9447E-02  1.2365E+00 -1.1868E+01 -2.2752E+00        2.68
  3         1.1277E+00 -1.1688E+00 -1.1787E-01  4.8943E+00  4.3313E+00 -1.7885E+00        2.68
  4        -1.4547E+00 -8.4911E-02 -1.5676E-01  3.0879E+00 -8.5089E+00 -1.4821E+00        2.68
  5         1.8205E+00  1.0122E+00 -6.3163E-01 -4.8901E+00  5.0261E+00  5.9803E-01        2.68
  1         5.1495E-08  6.9178E-07  1.8691E-08 -6.4211E-08  3.6836E-07  5.0899E-08        2.69
  2        -7.4898E-01  6.0517E-02 -6.1916E-02  2.9026E+00 -1.2131E+01 -2.1633E+00        2.69
  3         1.1758E+00 -1.1237E+00 -1.3579E-01  4.6258E+00  4.5985E+00 -1.7589E+00        2.69
  4        -1.4211E+00 -1.7066E-01 -1.7146E-01  3.5610E+00 -8.4668E+00 -1.4281E+00        2.69
  5         1.7702E+00  1.0625E+00 -6.2528E-01 -5.0683E+00  4.9231E+00  6.6042E-01        2.69
  1         5.0752E-08  6.9549E-07  1.9188E-08 -8.3054E-08  3.6612E-07  4.7464E-08        2.70
  2        -7.1044E-01 -6.2236E-02 -8.2900E-02  4.7580E+00 -1.2125E+01 -1.9784E+00        2.70
  3         1.2211E+00 -1.0760E+00 -1.5339E-01  4.3481E+00  4.8534E+00 -1.7254E+00        2.70
  4        -1.3827E+00 -2.5583E-01 -1.8558E-01  4.0455E+00 -8.3930E+00 -1.3663E+00        2.70
  5         1.7181E+00  1.1117E+00 -6.1829E-01 -5.2462E+00  4.8122E+00  7.2383E-01        2.70
  1         4.9812E-08  6.9917E-07  1.9646E-08 -1.0336E-07  3.6015E-07  4.3030E-08        2.71
  2        -6.5237E-01 -1.8319E-01 -1.0159E-01  6.7590E+00 -1.1760E+01 -1.7066E+00        2.71
  3         1.2636E+00 -1.0257E+00 -1.7063E-01  4.0613E+00  5.0960E+00 -1.6880E+00        2.71
  4        -1.3394E+00 -3.4009E-01 -1.9903E-01  4.5390E+00 -8.2848E+00 -1.2966E+00        2.71
  5         1.6643E+00  1.1597E+00 -6.1065E-01 -5.4234E+00  4.6932E+00  7.8824E-01        2.71
  1         4.8663E-08  7.0275E-07  2.0054E-08 -1.2421E-07  3.4955E-07  3.7505E-08        2.72
  2        -5.7372E-01 -2.9827E-01 -1.1705E-01  8.8161E+00 -1.0947E+01 -1.3388E+00        2.72
  3         1.3031E+00 -9.7310E-01 -1.8747E-01  3.7657E+00  5.3262E+00 -1.6468E+00        2.72
  4        -1.2910E+00 -4.2306E-01 -2.1174E-01  5.0386E+00 -8.1397E+00 -1.2185E+00        2.72
  5         1.6086E+00  1.2064E+00 -6.0236E-01 -5.5997E+00  4.5657E+00  8.5358E-01        2.72
  1         4.7306E-08  7.0621E-07  2.0400E-08 -1.4415E-07  3.3366E-07  3.0903E-08        2.73
  2        -4.7457E-01 -4.0260E-01 -1.2831E-01  1.0787E+01 -9.6238E+00 -8.7640E-01        2.73
  3         1.3396E+00 -9.1819E-01 -2.0388E-01  3.4614E+00  5.5439E+00 -1.6017E+00        2.73
  4        -1.2376E+00 -5.0438E-01 -2.2362E-01  5.5410E+00 -7.9553E+00 -1.1320E+00        2.73
  5         1.5511E+00  1.2519E+00 -5.9341E-01 -5.7747E+00  4.4296E+00  9.1979E-01        2.73
  1         4.5760E-08  7.0948E-07  2.0675E-08 -1.6130E-07  3.1247E-07  2.3409E-08        2.74
  2        -3.5673E-01 -4.9095E-01 -1.3449E-01  1.2487E+01 -7.7914E+00 -3.3791E-01        2.74
  3         1.3730E+00 -8.6115E-01 -2.1981E-01  3.1487E+00  5.7491E+00 -1.5529E+00        2.74
  4        -1.1791E+00 -5.8362E-01 -2.3458E-01  6.0421E+00 -7.7295E+00 -1.0370E+00        2.74
  5         1.4919E+00  1.2959E+00 -5.8378E-01 -5.9479E+00  4.2845E+00  9.8680E-01        2.74
  1         4.4063E-08  7.1251E-07  2.0871E-08 -1.7377E-07  2.8690E-07  1.5395E-08        2.75
  2        -2.2388E-01 -5.5857E-01 -1.3500E-01  1.3731E+01 -5.5413E+00  2.3974E-01        2.75
  3         1.4032E+00 -8.0210E-01 -2.3524E-01  2.8275E+00  5.9415E+00 -1.5002E+00        2.75
  4        -1.1155E+00 -6.6037E-01 -2.4454E-01  6.5374E+00 -7.4609E+00 -9.3350E-01        2.75
  5         1.4310E+00  1.3384E+00 -5.7347E-01 -6.1190E+00  4.1303E+00  1.0545E+00        2.75
  1         4.2271E-08  7.1526E-07  2.0986E-08 -1.8019E-07  2.5872E-07  7.3521E-09        2.76
  2        -8.1362E-02 -6.0207E-01 -1.2968E-01  1.4387E+01 -3.0517E+00  8.0762E-01        2.76
  3         1.4301E+00 -7.4118E-01 -2.5011E-01  2.4981E+00  6.1209E+00 -1.4438E+00        2.76
  4        -1.0471E+00 -7.3418E-01 -2.5341E-01  7.0219E+00 -7.1483E+00 -8.2192E-01        2.76
  5         1.3683E+00  1.3793E+00 -5.6248E-01 -6.2874E+00  3.9667E+00  1.1229E+00        2.76
  1         4.0445E-08  7.1773E-07  2.1021E-08 -1.8022E-07  2.3013E-07 -2.3885E-10        2.77
  2         6.4636E-02 -6.2015E-01 -1.1888E-01  1.4424E+01 -5.4207E-01  1.3183E+00        2.77
  3         1.4536E+00 -6.7851E-01 -2.6439E-01  2.1606E+00  6.2871E+00 -1.3836E+00        2.77
  4        -9.7376E-01 -8.0461E-01 -2.6111E-01  7.4901E+00 -6.7916E+00 -7.0266E-01        2.77
  5         1.3040E+00  1.4185E+00 -5.5079E-01 -6.4528E+00  3.7936E+00  1.1918E+00        2.77
  1         3.8650E-08  7.1992E-07  2.0984E-08 -1.7450E-07  2.0311E-07 -7.0411E-09        2.78
  2         2.0815E-01 -6.1362E-01 -1.0336E-01  1.3913E+01  1.7904E+00  1.7389E+00        2.78
  3         1.4737E+00 -6.1422E-01 -2.7804E-01  1.8149E+00  6.4397E+00 -1.3195E+00        2.78
  4        -8.9583E-01 -8.7122E-01 -2.6758E-01  7.9365E+00 -6.3913E+00 -5.7640E-01        2.78
  5         1.2380E+00  1.4559E+00 -5.3840E-01 -6.6146E+00  3.6106E+00  1.2611E+00        2.78
  1         3.6936E-08  7.2184E-07  2.0882E-08 -1.6429E-07  1.7898E-07 -1.2912E-08        2.79
  2         3.4427E-01 -5.8502E-01 -8.4107E-02  1.2985E+01  3.8150E+00  2.0561E+00        2.79
  3         1.4903E+00 -5.4847E-01 -2.9103E-01  1.4612E+00  6.5784E+00 -1.2516E+00        2.79
  4        -8.1353E-01 -9.3358E-01 -2.7274E-01  8.3553E+00 -5.9490E+00 -4.4401E-01        2.79
  5         1.1704E+00  1.4914E+00 -5.2531E-01 -6.7721E+00  3.4178E+00  1.3307E+00        2.79
  1         3.5341E-08  7.2354E-07  2.0726E-08 -1.5102E-07  1.5834E-07 -1.7871E-08        2.80
  2         4.6954E-01 -5.3779E-01 -6.2165E-02  1.1787E+01  5.4758E+00  2.2730E+00        2.80
  3         1.5032E+00 -4.8139E-01 -3.0331E-01  1.0995E+00  6.7028E+00 -1.1798E+00        2.80
  4        -7.2717E-01 -9.9126E-01 -2.7653E-01  8.7408E+00 -5.4673E+00 -3.0655E-01        2.80
  5         1.1012E+00  1.5249E+00 -5.1152E-01 -6.9249E+00  3.2149E+00  1.4005E+00        2.80
  1         3.3891E-08  7.2505E-07  2.0524E-08 -1.3591E-07  1.4121E-07 -2.2034E-08        2.81
  2         5.8189E-01 -4.7564E-01 -3.8487E-02  1.0445E+01  6.7743E+00  2.4025E+00        2.81
  3         1.5124E+00 -4.1312E-01 -3.1485E-01  7.2993E-01  6.8124E+00 -1.1041E+00        2.81
  4        -6.3710E-01 -1.0439E+00 -2.7892E-01  9.0877E+00 -4.9496E+00 -1.6527E-01        2.81
  5         1.0305E+00  1.5563E+00 -4.9702E-01 -7.0723E+00  3.0019E+00  1.4702E+00        2.81
  1         3.2599E-08  7.2641E-07  2.0283E-08 -1.1985E-07  1.2730E-07 -2.5548E-08        2.82
  2         6.8037E-01 -4.0206E-01 -1.3874E-02  9.0546E+00  7.7451E+00  2.4610E+00        2.82
  3         1.5179E+00 -3.4383E-01 -3.2560E-01  3.5248E-01  6.9067E+00 -1.0243E+00        2.82
  4        -5.4374E-01 -1.0911E+00 -2.7986E-01  9.3914E+00 -4.4005E+00 -2.1557E-02        2.82
  5         9.5839E-01  1.5855E+00 -4.8182E-01 -7.2135E+00  2.7787E+00  1.5397E+00        2.82
  1         3.1471E-08  7.2763E-07  2.0010E-08 -1.0345E-07  1.1619E-07 -2.8558E-08        2.83
  2         7.6484E-01 -3.2013E-01  1.1039E-02  7.6783E+00  8.4357E+00  2.4642E+00        2.83
  3         1.5195E+00 -2.7366E-01 -3.3553E-01 -3.2742E-02  6.9850E+00 -9.4043E-01        2.83
  4        -4.4755E-01 -1.1327E+00 -2.7935E-01  9.6478E+00 -3.8252E+00  1.2310E-01        2.83
  5         8.8485E-01  1.6124E+00 -4.6592E-01 -7.3480E+00  2.5453E+00  1.6089E+00        2.83
  1         3.0509E-08  7.2876E-07  1.9708E-08 -8.7074E-08  1.0746E-07 -3.1181E-08        2.84
  2         8.3565E-01 -2.3243E-01  3.5765E-02  6.3541E+00  8.8950E+00  2.4260E+00        2.84
  3         1.5172E+00 -2.0279E-01 -3.4458E-01 -4.2565E-01  7.0466E+00 -8.5243E-01        2.84
  4        -3.4902E-01 -1.1683E+00 -2.7738E-01  9.8539E+00 -3.2298E+00  2.6716E-01        2.84
  5         8.0999E-01  1.6369E+00 -4.4932E-01 -7.4750E+00  2.3018E+00  1.6774E+00        2.84
  1         2.9712E-08  7.2981E-07  1.9381E-08 -7.0907E-08  1.0074E-07 -3.3511E-08        2.85
  2         8.9344E-01 -1.4108E-01  5.9941E-02  5.1027E+00  9.1669E+00  2.3570E+00        2.85
  3         1.5109E+00 -1.3138E-01 -3.5273E-01 -8.2613E-01  7.0908E+00 -7.6020E-01        2.85
  4        -2.4868E-01 -1.1979E+00 -2.7396E-01  1.0008E+01 -2.6205E+00  4.0912E-01        2.85
  5         7.3388E-01  1.6588E+00 -4.3204E-01 -7.5937E+00  2.0484E+00  1.7452E+00        2.85
  1         2.9076E-08  7.3080E-07  1.9031E-08 -5.5043E-08  9.5737E-08 -3.5616E-08        2.86
  2         9.3900E-01 -4.7766E-02  8.3302E-02  3.9329E+00  9.2887E+00  2.2658E+00        2.86
  3         1.5005E+00 -5.9616E-02 -3.5992E-01 -1.2340E+00  7.1166E+00 -6.6366E-01        2.86
  4        -1.4704E-01 -1.2212E+00 -2.6912E-01  1.0109E+01 -2.0041E+00  5.4751E-01        2.86
  5         6.5662E-01  1.6782E+00 -4.1407E-01 -7.7034E+00  1.7851E+00  1.8120E+00        2.86
  1         2.8599E-08  7.3175E-07  1.8662E-08 -3.9516E-08  9.2210E-08 -3.7544E-08        2.87
  2         9.7317E-01  4.6150E-02  1.0566E-01  2.8470E+00  9.2907E+00  2.1587E+00        2.87
  3         1.4860E+00  1.2311E-02 -3.6612E-01 -1.6492E+00  7.1231E+00 -5.6274E-01        2.87
  4        -4.4659E-02 -1.2384E+00 -2.6292E-01  1.0157E+01 -1.3870E+00  6.8100E-01        2.87
  5         5.7831E-01  1.6949E+00 -3.9544E-01 -7.8032E+00  1.5122E+00  1.8774E+00        2.87
  1         2.8276E-08  7.3267E-07  1.8274E-08 -2.4330E-08  8.9992E-08 -3.9328E-08        2.88
  2         9.9679E-01  1.3958E-01  1.2687E-01  1.8431E+00  9.1968E+00  2.0404E+00        2.88
  3         1.4672E+00  8.4202E-02 -3.7128E-01 -2.0713E+00  7.1093E+00 -4.5733E-01        2.88
  4         5.7953E-02 -1.2493E+00 -2.5539E-01  1.0154E+01 -7.7550E-01  8.0842E-01        2.88
  5         4.9903E-01  1.7087E+00 -3.7616E-01 -7.8925E+00  1.2302E+00  1.9414E+00        2.88
  1         2.8106E-08  7.3357E-07  1.7868E-08 -9.4808E-09  8.8960E-08 -4.0992E-08        2.89
  2         1.0107E+00  2.3167E-01  1.4685E-01  9.1694E-01  9.0262E+00  1.9142E+00        2.89
  3         1.4441E+00  1.5585E-01 -3.7534E-01 -2.5001E+00  7.0739E+00 -3.4736E-01        2.89
  4         1.6028E-01 -1.2541E+00 -2.4661E-01  1.0102E+01 -1.7540E-01  9.2877E-01        2.89
  5         4.1892E-01  1.7197E+00 -3.5623E-01 -7.9704E+00  9.3929E-01  2.0035E+00        2.89
  1         2.8084E-08  7.3447E-07  1.7446E-08  5.0405E-09  8.9024E-08 -4.2549E-08        2.90
  2         1.0156E+00  3.2170E-01  1.6552E-01  6.3668E-02  8.7937E+00  1.7828E+00        2.90
  3         1.4167E+00  2.2702E-01 -3.7828E-01 -2.9351E+00  7.0156E+00 -2.3274E-01        2.90
  4         2.6185E-01 -1.2529E+00 -2.3665E-01  1.0003E+01  4.0818E-01  1.0413E+00        2.90
  5         3.3807E-01  1.7277E+00 -3.3569E-01 -8.0360E+00  6.4011E-01  2.0635E+00        2.90
  1         2.8207E-08  7.3537E-07  1.7009E-08  1.9237E-08  9.0120E-08 -4.4011E-08        2.91
  2         1.0122E+00  4.0913E-01  1.8285E-01 -7.2206E-01  8.5110E+00  1.6479E+00        2.91
  3         1.3848E+00  2.9748E-01 -3.8003E-01 -3.3759E+00  6.9330E+00 -1.1341E-01        2.91
  4         3.6221E-01 -1.2459E+00 -2.2560E-01  9.8630E+00  9.7084E-01  1.1454E+00        2.91
  5         2.5663E-01  1.7326E+00 -3.1456E-01 -8.0887E+00  3.3321E-01  2.1212E+00        2.91
  1         2.8471E-08  7.3629E-07  1.6557E-08  3.3105E-08  9.2202E-08 -4.5385E-08        2.92
  2         1.0012E+00  4.9349E-01  1.9880E-01 -1.4454E+00  8.1870E+00  1.5109E+00        2.92
  3         1.3484E+00  3.6698E-01 -3.8055E-01 -3.8218E+00  6.8245E+00  1.0685E-02        2.92
  4         4.6095E-01 -1.2334E+00 -2.1355E-01  9.6845E+00  1.5090E+00  1.2407E+00        2.92
  5         1.7473E-01  1.7344E+00 -2.9285E-01 -8.1278E+00  1.9281E-02  2.1762E+00        2.92
  1         2.8874E-08  7.3724E-07  1.6092E-08  4.6637E-08  9.5237E-08 -4.6675E-08        2.93
  2         9.8317E-01  5.7439E-01  2.1336E-01 -2.1113E+00  7.8290E+00  1.3726E+00        2.93
  3         1.3076E+00  4.3524E-01 -3.7980E-01 -4.2721E+00  6.6884E+00  1.3959E-01        2.93
  4         5.5772E-01 -1.2155E+00 -2.0057E-01  9.4722E+00  2.0198E+00  1.3271E+00        2.93
  5         9.2500E-02  1.7330E+00 -2.7061E-01 -8.1524E+00 -3.0090E-01  2.2282E+00        2.93
  1         2.9412E-08  7.3822E-07  1.5615E-08  5.9816E-08  9.9199E-08 -4.7887E-08        2.94
  2         9.5871E-01  6.5154E-01  2.2653E-01 -2.7242E+00  7.4424E+00  1.2338E+00        2.94
  3         1.2621E+00  5.0198E-01 -3.7772E-01 -4.7257E+00  6.5229E+00  2.7332E-01        2.94
  4         6.5219E-01 -1.1927E+00 -1.8677E-01  9.2304E+00  2.5013E+00  1.4046E+00        2.94
  5         1.0099E-02  1.7283E+00 -2.4785E-01 -8.1621E+00 -6.2647E-01  2.2770E+00        2.94
  1         3.0081E-08  7.3925E-07  1.5125E-08  7.2620E-08  1.0407E-07 -4.9023E-08        2.95
  2         9.2831E-01  7.2465E-01  2.3829E-01 -3.2880E+00  7.0314E+00  1.0950E+00        2.95
  3         1.2121E+00  5.6690E-01 -3.7426E-01 -5.1814E+00  6.3259E+00  4.1185E-01        2.95
  4         7.4409E-01 -1.1651E+00 -1.7223E-01  8.9636E+00  2.9521E+00  1.4732E+00        2.95
  5        -7.2321E-02  1.7203E+00 -2.2462E-01 -8.1561E+00 -9.5647E-01  2.3222E+00        2.95
  1         3.0878E-08  7.4033E-07  1.4625E-08  8.5024E-08  1.0984E-07 -5.0084E-08        2.96
  2         8.9244E-01  7.9350E-01  2.4865E-01 -3.8064E+00  6.5995E+00  9.5643E-01        2.96
  3         1.1575E+00  6.2965E-01 -3.6938E-01 -5.6379E+00  6.0953E+00  5.5511E-01        2.96
  4         8.3319E-01 -1.1331E+00 -1.5704E-01  8.6758E+00  3.3716E+00  1.5333E+00        2.96
  5        -1.5460E-01  1.7089E+00 -2.0096E-01 -8.1340E+00 -1.2899E+00  2.3636E+00        2.96
  1         3.1797E-08  7.4147E-07  1.4114E-08  9.6998E-08  1.1648E-07 -5.1074E-08        2.97
  2         8.5156E-01  8.5790E-01  2.5761E-01 -4.2822E+00  6.1490E+00  8.1833E-01        2.97
  3         1.0982E+00  6.8990E-01 -3.6303E-01 -6.0932E+00  5.8288E+00  7.0296E-01        2.97
  4         9.1929E-01 -1.0971E+00 -1.4128E-01  8.3711E+00  3.7597E+00  1.5853E+00        2.97
  5        -2.3657E-01  1.6942E+00 -1.7689E-01 -8.0954E+00 -1.6255E+00  2.4008E+00        2.97
  1         3.2836E-08  7.4268E-07  1.3593E-08  1.0851E-07  1.2400E-07 -5.1992E-08        2.98
  2         8.0608E-01  9.1766E-01  2.6518E-01 -4.7183E+00  5.6821E+00  6.8083E-01        2.98
  3         1.0344E+00  7.4726E-01 -3.5517E-01 -6.5452E+00  5.5240E+00  8.5521E-01        2.98
  4         1.0022E+00 -1.0573E+00 -1.2504E-01  8.0528E+00  4.1166E+00  1.6294E+00        2.98
  5        -3.1807E-01  1.6761E+00 -1.5248E-01 -8.0400E+00 -1.9623E+00  2.4337E+00        2.98
  1         3.3987E-08  7.4398E-07  1.3064E-08  1.1951E-07  1.3237E-07 -5.2838E-08        2.99
  2         7.5638E-01  9.7262E-01  2.7136E-01 -5.1169E+00  5.2001E+00  5.4400E-01        2.99
  3         9.6604E-01  8.0135E-01 -3.4574E-01 -6.9913E+00  5.1784E+00  1.0115E+00        2.99
  4         1.0819E+00 -1.0140E+00 -1.0839E-01  7.7245E+00  4.4431E+00  1.6662E+00        2.99
  5        -3.9892E-01  1.6546E+00 -1.2775E-01 -7.9675E+00 -2.2989E+00  2.4620E+00        2.99
  1         3.5248E-08  7.4536E-07  1.2526E-08  1.2997E-07  1.4160E-07 -5.3612E-08        3.00
  2         7.0283E-01  1.0227E+00  2.7617E-01 -5.4797E+00  4.7040E+00  4.0787E-01        3.00
  3         8.9321E-01  8.5172E-01 -3.3472E-01 -7.4284E+00  4.7896E+00  1.1716E+00        3.00
  4         1.1582E+00 -9.6763E-01 -9.1408E-02  7.3888E+00  4.7402E+00  1.6962E+00        3.00
  5        -4.7896E-01  1.6297E+00 -1.0276E-01 -7.8779E+00 -2.6341E+00  2.4856E+00        3.00
  1         3.6611E-08  7.4684E-07  1.1981E-08  1.3984E-07  1.5168E-07 -5.4310E-08        3.01
  2         6.4580E-01  1.0676E+00  2.7960E-01 -5.8084E+00  4.1947E+00  2.7245E-01        3.01
