 Body           x           y           z          vx          vy          vz             Time
  4        -1.5004E+00  5.9154E-02 -1.3104E-01  2.3262E+00 -8.5161E+00 -1.5564E+00        1.00
  5        -1.8549E+00 -4.9181E-02  5.0425E-01 -1.1947E+00 -7.6331E+00  1.4030E+00        1.00
  1         8.4750E-08  2.6537E-07  3.2673E-09 -1.4868E-07  3.6701E-07  4.9875E-10        1.01
  2        -1.6119E-02 -6.1330E-01 -1.2549E-01  1.4478E+01 -1.9187E+00  1.0455E+00        1.01
  3         1.4774E+00  4.7047E-02 -3.6874E-01 -1.8522E+00  7.1190E+00 -5.1240E-01        1.01
  4        -1.4746E+00 -2.6904E-02 -1.4655E-01  2.7763E+00 -8.5209E+00 -1.5143E+00        1.01
  5        -1.8657E+00 -1.2622E-01  5.1806E-01 -9.3397E-01 -7.6208E+00  1.3313E+00        1.01
  1         8.3240E-08  2.6895E-07  3.2434E-09 -1.4940E-07  3.4229E-07 -5.0855E-09        1.02
  2         1.2946E-01 -6.2015E-01 -1.1247E-01  1.4256E+01  5.3272E-01  1.5188E+00        1.02
  3         1.4566E+00  1.1885E-01 -3.7338E-01 -2.2775E+00  7.0949E+00 -4.0479E-01        1.02
  4        -1.4443E+00 -1.1288E-01 -1.6160E-01  3.2406E+00 -8.4985E+00 -1.4653E+00        1.02
  5        -1.8738E+00 -2.0309E-01  5.3115E-01 -6.7896E-01 -7.5984E+00  1.2598E+00        1.02
  1         8.1749E-08  2.7229E-07  3.1675E-09 -1.4519E-07  3.1985E-07 -9.8081E-09        1.03
  2         2.7019E-01 -6.0337E-01 -9.5147E-02  1.3541E+01  2.7390E+00  1.8937E+00        1.03
  3         1.4314E+00  1.9029E-01 -3.7691E-01 -2.7094E+00  7.0487E+00 -2.9259E-01        1.03
  4        -1.4091E+00 -1.9847E-01 -1.7613E-01  3.7176E+00 -8.4463E+00 -1.4088E+00        1.03
  5        -1.8794E+00 -2.7968E-01  5.4351E-01 -4.2996E-01 -7.5663E+00  1.1885E+00        1.03
  1         8.0319E-08  2.7542E-07  3.0484E-09 -1.3745E-07  3.0064E-07 -1.3623E-08        1.04
  2         4.0180E-01 -5.6598E-01 -7.4565E-02  1.2474E+01  4.6038E+00  2.1649E+00        1.04
  3         1.4018E+00  2.6115E-01 -3.7927E-01 -3.1473E+00  6.9788E+00 -1.7571E-01        1.04
  4        -1.3691E+00 -2.8338E-01 -1.9004E-01  4.2053E+00 -8.3616E+00 -1.3445E+00        1.04
  5        -1.8825E+00 -3.5590E-01  5.5516E-01 -1.8720E-01 -7.5254E+00  1.1176E+00        1.04
  1         7.8980E-08  2.7838E-07  2.8950E-09 -1.2758E-07  2.8494E-07 -1.6619E-08        1.05
  2         5.2147E-01 -5.1162E-01 -5.1737E-02  1.1198E+01  6.0999E+00  2.3408E+00        1.05
  3         1.3678E+00  3.3118E-01 -3.8044E-01 -3.5907E+00  6.8839E+00 -5.4082E-02        1.05
  4        -1.3242E+00 -3.6726E-01 -2.0326E-01  4.7012E+00 -8.2417E+00 -1.2721E+00        1.05
  5        -1.8832E+00 -4.3166E-01  5.6609E-01  4.9140E-02 -7.4760E+00  1.0472E+00        1.05
  1         7.7746E-08  2.8119E-07  2.7149E-09 -1.1667E-07  2.7254E-07 -1.8950E-08        1.06
  2         6.2768E-01 -4.4394E-01 -2.7552E-02  9.8248E+00  7.2464E+00  2.4365E+00        1.06
  3         1.3293E+00  4.0011E-01 -3.8035E-01 -4.0388E+00  6.7623E+00  7.2337E-02        1.06
  4        -1.2742E+00 -4.4974E-01 -2.1570E-01  5.2021E+00 -8.0841E+00 -1.1913E+00        1.06
  5        -1.8815E+00 -5.0688E-01  5.7631E-01  2.7893E-01 -7.4187E+00  9.7752E-01        1.06
  1         7.6624E-08  2.8389E-07  2.5139E-09 -1.0550E-07  2.6303E-07 -2.0785E-08        1.07
  2         7.1987E-01 -3.6628E-01 -2.7350E-03  8.4345E+00  8.0857E+00  2.4684E+00        1.07
  3         1.2862E+00  4.6768E-01 -3.7896E-01 -4.4908E+00  6.6123E+00  2.0357E-01        1.07
  4        -1.2191E+00 -5.3042E-01 -2.2729E-01  5.7045E+00 -7.8864E+00 -1.1020E+00        1.07
  5        -1.8776E+00 -5.8149E-01  5.8584E-01  5.0207E-01 -7.3541E+00  9.0854E-01        1.07
  1         7.5614E-08  2.8651E-07  2.2962E-09 -9.4551E-08  2.5591E-07 -2.2274E-08        1.08
  2         7.9817E-01 -2.8148E-01  2.2146E-02  7.0780E+00  8.6670E+00  2.4516E+00        1.08
  3         1.2386E+00  5.3358E-01 -3.7622E-01 -4.9456E+00  6.4318E+00  3.3963E-01        1.08
  4        -1.1589E+00 -6.0890E-01 -2.3794E-01  6.2042E+00 -7.6468E+00 -1.0042E+00        1.08
  5        -1.8714E+00 -6.5541E-01  5.9467E-01  7.1850E-01 -7.2827E+00  8.4039E-01        1.08
  1         7.4712E-08  2.8907E-07  2.0647E-09 -8.4075E-08  2.5073E-07 -2.3539E-08        1.09
  2         8.6306E-01 -1.9191E-01  4.6664E-02  5.7846E+00  9.0374E+00  2.3984E+00        1.09
  3         1.1863E+00  5.9749E-01 -3.7208E-01 -5.4019E+00  6.2188E+00  4.8045E-01        1.09
  4        -1.0938E+00 -6.8474E-01 -2.4755E-01  6.6966E+00 -7.3639E+00 -8.9805E-01        1.09
  5        -1.8631E+00 -7.2858E-01  6.0282E-01  9.2818E-01 -7.2050E+00  7.7316E-01        1.09
  1         7.3913E-08  2.9158E-07  1.8212E-09 -7.4186E-08  2.4709E-07 -2.4675E-08        1.10
  2         9.1528E-01 -9.9493E-02  7.0504E-02  4.5691E+00  9.2381E+00  2.3186E+00        1.10
  3         1.1294E+00  6.5908E-01 -3.6650E-01 -5.8580E+00  5.9712E+00  6.2595E-01        1.10
  4        -1.0237E+00 -7.5751E-01 -2.5605E-01  7.1764E+00 -7.0370E+00 -7.8390E-01        1.10
  5        -1.8527E+00 -8.0094E-01  6.1029E-01  1.1311E+00 -7.1215E+00  7.0691E-01        1.10
  1         7.3211E-08  2.9406E-07  1.5665E-09 -6.4904E-08  2.4469E-07 -2.5750E-08        1.11
  2         9.5564E-01 -5.7598E-03  9.3435E-02  3.4369E+00  9.3029E+00  2.2196E+00        1.11
  3         1.0680E+00  7.1799E-01 -3.5943E-01 -6.3120E+00  5.6865E+00  7.7596E-01        1.11
  4        -9.4888E-01 -8.2674E-01 -2.6336E-01  7.6381E+00 -6.6660E+00 -6.6228E-01        1.11
  5        -1.8403E+00 -8.7242E-01  6.1710E-01  1.3273E+00 -7.0326E+00  6.4169E-01        1.11
  1         7.2600E-08  2.9653E-07  1.3011E-09 -5.6195E-08  2.4329E-07 -2.6808E-08        1.12
  2         9.8499E-01  8.8061E-02  1.1529E-01  2.3880E+00  9.2593E+00  2.1070E+00        1.12
  3         1.0020E+00  7.7382E-01 -3.5081E-01 -6.7615E+00  5.3623E+00  9.3022E-01        1.12
  4        -8.6950E-01 -8.9201E-01 -2.6940E-01  8.0762E+00 -6.2518E+00 -5.3392E-01        1.12
  5        -1.8259E+00 -9.4298E-01  6.2326E-01  1.5169E+00 -6.9388E+00  5.7757E-01        1.12
  1         7.2075E-08  2.9898E-07  1.0249E-09 -4.8002E-08  2.4272E-07 -2.7880E-08        1.13
  2         1.0041E+00  1.8099E-01  1.3596E-01  1.4194E+00  9.1290E+00  1.9848E+00        1.13
  3         9.3142E-01  8.2617E-01 -3.4062E-01 -7.2037E+00  4.9962E+00  1.0884E+00        1.13
  4        -7.8584E-01 -9.5289E-01 -2.7412E-01  8.4847E+00 -5.7963E+00 -3.9975E-01        1.13
  5        -1.8097E+00 -1.0126E+00  6.2877E-01  1.6998E+00 -6.8404E+00  5.1458E-01        1.13
  1         7.1629E-08  3.0143E-07  7.3782E-10 -4.0258E-08  2.4286E-07 -2.8978E-08        1.14
  2         1.0139E+00  2.7223E-01  1.5536E-01  5.2656E-01  8.9291E+00  1.8560E+00        1.14
  3         8.5647E-01  8.7459E-01 -3.2882E-01 -7.6352E+00  4.5855E+00  1.2500E+00        1.14
  4        -6.9823E-01 -1.0090E+00 -2.7746E-01  8.8582E+00 -5.3025E+00 -2.6090E-01        1.14
  5        -1.7916E+00 -1.0811E+00  6.3365E-01  1.8762E+00 -6.7379E+00  4.5275E-01        1.14
  1         7.1260E-08  3.0389E-07  4.3947E-10 -3.2899E-08  2.4365E-07 -3.0106E-08        1.15
  2         1.0150E+00  3.6117E-01  1.7344E-01 -2.9585E-01  8.6729E+00  1.7228E+00        1.15
  3         7.7724E-01  9.1863E-01 -3.1536E-01 -8.0519E+00  4.1278E+00  1.4143E+00        1.15
  4        -6.0704E-01 -1.0599E+00 -2.7938E-01  9.1915E+00 -4.7740E+00 -1.1867E-01        1.15
  5        -1.7718E+00 -1.1487E+00  6.3792E-01  2.0461E+00 -6.6316E+00  3.9212E-01        1.15
  1         7.0964E-08  3.0636E-07  1.2960E-10 -2.5877E-08  2.4506E-07 -3.1256E-08        1.16
  2         1.0082E+00  4.4727E-01  1.9016E-01 -1.0531E+00  8.3707E+00  1.5868E+00        1.16
  3         6.9389E-01  9.5781E-01 -3.0024E-01 -8.4491E+00  3.6208E+00  1.5806E+00        1.16
  4        -5.1271E-01 -1.1053E+00 -2.7985E-01  9.4802E+00 -4.2158E+00  2.5510E-02        1.16
  5        -1.7503E+00 -1.2151E+00  6.4158E-01  2.2097E+00 -6.5218E+00  3.3269E-01        1.16
  1         7.0736E-08  3.0884E-07 -1.9194E-10 -1.9161E-08  2.4709E-07 -3.2415E-08        1.17
  2         9.9395E-01  5.3013E-01  2.0549E-01 -1.7502E+00  8.0308E+00  1.4491E+00        1.17
  3         6.0665E-01  9.9160E-01 -2.8343E-01 -8.8213E+00  3.0624E+00  1.7477E+00        1.17
  4        -4.1570E-01 -1.1450E+00 -2.7887E-01  9.7205E+00 -3.6333E+00  1.7014E-01        1.17
  5        -1.7272E+00 -1.2804E+00  6.4464E-01  2.3670E+00 -6.4089E+00  2.7450E-01        1.17
  1         7.0575E-08  3.1135E-07 -5.2514E-10 -1.2741E-08  2.4975E-07 -3.3561E-08        1.18
  2         9.7299E-01  6.0939E-01  2.1942E-01 -2.3918E+00  7.6593E+00  1.3106E+00        1.18
  3         5.1580E-01  1.0195E+00 -2.6494E-01 -9.1622E+00  2.4510E+00  1.9143E+00        1.18
  4        -3.1653E-01 -1.1786E+00 -2.7642E-01  9.9098E+00 -3.0326E+00  3.1369E-01        1.18
  5        -1.7025E+00 -1.3445E+00  6.4713E-01  2.5183E+00 -6.2932E+00  2.1754E-01        1.18
  1         7.0478E-08  3.1389E-07 -8.6975E-10 -6.6318E-09  2.5308E-07 -3.4670E-08        1.19
  2         9.4581E-01  6.8476E-01  2.3196E-01 -2.9823E+00  7.2614E+00  1.1717E+00        1.19
  3         4.2170E-01  1.0409E+00 -2.4477E-01 -9.4646E+00  1.7858E+00  2.0788E+00        1.19
  4        -2.1570E-01 -1.2062E+00 -2.7254E-01  1.0047E+01 -2.4203E+00  4.5464E-01        1.19
  5        -1.6763E+00 -1.4075E+00  6.4904E-01  2.6635E+00 -6.1749E+00  1.6183E-01        1.19
  1         7.0440E-08  3.1646E-07 -1.2252E-09 -8.7423E-10  2.5710E-07 -3.5711E-08        1.20
  2         9.1291E-01  7.5599E-01  2.4309E-01 -3.5253E+00  6.8406E+00  1.0330E+00        1.20
  3         3.2478E-01  1.0554E+00 -2.2296E-01 -9.7203E+00  1.0667E+00  2.2392E+00        1.20
  4        -1.1377E-01 -1.2275E+00 -2.6725E-01  1.0130E+01 -1.8029E+00  5.9158E-01        1.20
  5        -1.6487E+00 -1.4693E+00  6.5040E-01  2.8028E+00 -6.0544E+00  1.0737E-01        1.20
  1         7.0459E-08  3.1908E-07 -1.5908E-09  4.4681E-09  2.6183E-07 -3.6650E-08        1.21
  2         8.7475E-01  8.2287E-01  2.5283E-01 -4.0243E+00  6.4001E+00  8.9459E-01        1.21
  3         2.2554E-01  1.0623E+00 -1.9956E-01 -9.9204E+00  2.9516E-01  2.3930E+00        1.21
  4        -1.1250E-02 -1.2426E+00 -2.6061E-01  1.0161E+01 -1.1870E+00  7.2321E-01        1.21
  5        -1.6197E+00 -1.5298E+00  6.5122E-01  2.9365E+00 -5.9317E+00  5.4157E-02        1.21
  1         7.0529E-08  3.2175E-07 -1.9651E-09  9.3101E-09  2.6730E-07 -3.7450E-08        1.22
  2         8.3176E-01  8.8521E-01  2.6117E-01 -4.4821E+00  5.9421E+00  7.5674E-01        1.22
  3         1.2460E-01  1.0612E+00 -1.7465E-01 -1.0055E+01 -5.2605E-01  2.5376E+00        1.22
  4         9.1324E-02 -1.2515E+00 -2.5266E-01  1.0142E+01 -5.7861E-01  8.4842E-01        1.22
  5        -1.5894E+00 -1.5891E+00  6.5150E-01  3.0645E+00 -5.8073E+00  2.1852E-03        1.22
  1         7.0645E-08  3.2449E-07 -2.3467E-09  1.3550E-08  2.7348E-07 -3.8072E-08        1.23
  2         7.8434E-01  9.4285E-01  2.6812E-01 -4.9011E+00  5.4683E+00  6.1953E-01        1.23
  3         2.2673E-02  1.0515E+00 -1.4834E-01 -1.0115E+01 -1.3921E+00  2.6699E+00        1.23
  4         1.9346E-01 -1.2543E+00 -2.4349E-01  1.0074E+01  1.6651E-02  9.6629E-01        1.23
  5        -1.5578E+00 -1.6471E+00  6.5126E-01  3.1871E+00 -5.6813E+00 -4.8550E-02        1.23
  1         7.0800E-08  3.2728E-07 -2.7334E-09  1.7074E-08  2.8036E-07 -3.8476E-08        1.24
  2         7.3288E-01  9.9562E-01  2.7368E-01 -5.2835E+00  4.9799E+00  4.8302E-01        1.24
  3        -7.9442E-02  1.0329E+00 -1.2077E-01 -1.0090E+01 -2.2957E+00  2.7865E+00        1.24
  4         2.9468E-01 -1.2512E+00 -2.3317E-01  9.9622E+00  5.9387E-01  1.0761E+00        1.24
  5        -1.5251E+00 -1.7038E+00  6.5052E-01  3.3043E+00 -5.5539E+00 -9.8057E-02        1.24
  1         7.0987E-08  3.3015E-07 -3.1230E-09  1.9766E-08  2.8786E-07 -3.8620E-08        1.25
  2         6.7773E-01  1.0434E+00  2.7788E-01 -5.6309E+00  4.4778E+00  3.4721E-01        1.25
  3        -1.8083E-01  1.0051E+00 -9.2119E-02 -9.9710E+00 -3.2274E+00  2.8837E+00        1.25
  4         3.9455E-01 -1.2424E+00 -2.2178E-01  9.8089E+00  1.1489E+00  1.1774E+00        1.25
  5        -1.4911E+00 -1.7593E+00  6.4929E-01  3.4164E+00 -5.4252E+00 -1.4635E-01        1.25
  1         7.1196E-08  3.3310E-07 -3.5125E-09  2.1515E-08  2.9589E-07 -3.8464E-08        1.26
  2         6.1924E-01  1.0860E+00  2.8070E-01 -5.9447E+00  3.9628E+00  2.1209E-01        1.26
  3        -2.8051E-01  9.6768E-01 -6.2598E-02 -9.7491E+00 -4.1745E+00  2.9579E+00        1.26
  4         4.9269E-01 -1.2281E+00 -2.0942E-01  9.6189E+00  1.6784E+00  1.2698E+00        1.26
  5        -1.4561E+00 -1.8134E+00  6.4757E-01  3.5234E+00 -5.2955E+00 -1.9343E-01        1.26
  1         7.1418E-08  3.3613E-07 -3.8988E-09  2.2224E-08  3.0432E-07 -3.7971E-08        1.27
  2         5.5776E-01  1.1234E+00  2.8216E-01 -6.2258E+00  3.4350E+00  7.7645E-02        1.27
  3        -3.7740E-01  9.2073E-01 -3.2459E-02 -9.4185E+00 -5.1222E+00  3.0055E+00        1.27
  4         5.8875E-01 -1.2086E+00 -1.9616E-01  9.3965E+00  2.1799E+00  1.3533E+00        1.27
  5        -1.4200E+00 -1.8662E+00  6.4538E-01  3.6255E+00 -5.1649E+00 -2.3933E-01        1.27
  1         7.1641E-08  3.3925E-07 -4.2783E-09  2.1823E-08  3.1300E-07 -3.7110E-08        1.28
  2         4.9359E-01  1.1554E+00  2.8227E-01 -6.4751E+00  2.8947E+00 -5.6172E-02        1.28
  3        -4.7039E-01  8.6427E-01 -1.9869E-03 -8.9760E+00 -6.0531E+00  3.0234E+00        1.28
  4         6.8241E-01 -1.1842E+00 -1.8211E-01  9.1461E+00  2.6515E+00  1.4279E+00        1.28
  5        -1.3828E+00 -1.9178E+00  6.4274E-01  3.7228E+00 -5.0336E+00 -2.8404E-01        1.28
  1         7.1855E-08  3.4245E-07 -4.6471E-09  2.0274E-08  3.2176E-07 -3.5858E-08        1.29
  2         4.2707E-01  1.1818E+00  2.8103E-01 -6.6928E+00  2.3420E+00 -1.8940E-01        1.29
  3        -5.5834E-01  7.9858E-01  2.8505E-02 -8.4220E+00 -6.9481E+00  3.0090E+00        1.29
  4         7.7342E-01 -1.1551E+00 -1.6735E-01  8.8720E+00  3.0921E+00  1.4937E+00        1.29
  5        -1.3448E+00 -1.9679E+00  6.3965E-01  3.8154E+00 -4.9016E+00 -3.2760E-01        1.29
  1         7.2047E-08  3.4575E-07 -5.0013E-09  1.7580E-08  3.3039E-07 -3.4199E-08        1.30
  2         3.5850E-01  1.2026E+00  2.7845E-01 -6.8791E+00  1.7765E+00 -3.2207E-01        1.30
  3        -6.4015E-01  7.2410E-01  5.8682E-02 -7.7607E+00 -7.7879E+00  2.9609E+00        1.30
  4         8.6156E-01 -1.1218E+00 -1.5197E-01  8.5783E+00  3.5014E+00  1.5511E+00        1.30
  5        -1.3058E+00 -2.0168E+00  6.3613E-01  3.9036E+00 -4.7691E+00 -3.7002E-01        1.30
  1         7.2206E-08  3.4912E-07 -5.3366E-09  1.3788E-08  3.3872E-07 -3.2135E-08        1.31
  2         2.8821E-01  1.2177E+00  2.7453E-01 -7.0336E+00  1.1982E+00 -4.5420E-01        1.31
  3        -7.1478E-01  6.4151E-01  8.8200E-02 -7.0012E+00 -8.5532E+00  2.8785E+00        1.31
  4         9.4665E-01 -1.0845E+00 -1.3604E-01  8.2688E+00  3.8793E+00  1.6005E+00        1.31
  5        -1.2659E+00 -2.0643E+00  6.3218E-01  3.9873E+00 -4.6363E+00 -4.1131E-01        1.31
  1         7.2322E-08  3.5259E-07 -5.6491E-09  8.9851E-09  3.4657E-07 -2.9677E-08        1.32
  2         2.1653E-01  1.2268E+00  2.6927E-01 -7.1558E+00  6.0649E-01 -5.8583E-01        1.32
  3        -7.8129E-01  5.5164E-01  1.1672E-01 -6.1564E+00 -9.2270E+00  2.7628E+00        1.32
  4         1.0285E+00 -1.0436E+00 -1.1966E-01  7.9469E+00  4.2262E+00  1.6422E+00        1.32
  5        -1.2253E+00 -2.1104E+00  6.2782E-01  4.0667E+00 -4.5031E+00 -4.5149E-01        1.32
  1         7.2385E-08  3.5612E-07 -5.9348E-09  3.2940E-09  3.5381E-07 -2.6851E-08        1.33
  2         1.4378E-01  1.2299E+00  2.6269E-01 -7.2445E+00  1.0649E-03 -7.1692E-01        1.33
  3        -8.3890E-01  4.5548E-01  1.4390E-01 -5.2428E+00 -9.7949E+00  2.6159E+00        1.33
  4         1.1071E+00 -9.9926E-01 -1.0290E-01  7.6158E+00  4.5430E+00  1.6767E+00        1.33
  5        -1.1838E+00 -2.1552E+00  6.2306E-01  4.1420E+00 -4.3698E+00 -4.9058E-01        1.33
  1         7.2386E-08  3.5973E-07 -6.1903E-09 -3.1382E-09  3.6031E-07 -2.3695E-08        1.34
  2         7.0308E-02  1.2268E+00  2.5479E-01 -7.2984E+00 -6.1859E-01 -8.4744E-01        1.34
  3        -8.8702E-01  3.5417E-01  1.6946E-01 -4.2794E+00 -1.0247E+01  2.4410E+00        1.34
  4         1.1824E+00 -9.5190E-01 -8.5816E-02  7.2784E+00  4.8308E+00  1.7045E+00        1.34
  5        -1.1416E+00 -2.1987E+00  6.1792E-01  4.2133E+00 -4.2364E+00 -5.2861E-01        1.34
  1         7.2320E-08  3.6340E-07 -6.4125E-09 -1.0153E-08  3.6603E-07 -2.0257E-08        1.35
  2        -3.5244E-03  1.2173E+00  2.4558E-01 -7.3156E+00 -1.2530E+00 -9.7731E-01        1.35
  3        -9.2525E-01  2.4890E-01  1.9313E-01 -3.2866E+00 -1.0578E+01  2.2424E+00        1.35
  4         1.2542E+00 -9.0177E-01 -6.8486E-02  6.9370E+00  5.0906E+00  1.7262E+00        1.35
  5        -1.0987E+00 -2.2408E+00  6.1239E-01  4.2806E+00 -4.1030E+00 -5.6558E-01        1.35
  1         7.2180E-08  3.6712E-07 -6.5988E-09 -1.7596E-08  3.7094E-07 -1.6591E-08        1.36
  2        -7.7336E-02  1.2014E+00  2.3505E-01 -7.2938E+00 -1.9027E+00 -1.1064E+00        1.36
  3        -9.5338E-01  1.4091E-01  2.1469E-01 -2.2844E+00 -1.0786E+01  2.0248E+00        1.36
  4         1.3225E+00 -8.4916E-01 -5.0966E-02  6.5937E+00  5.3240E+00  1.7421E+00        1.36
  5        -1.0551E+00 -2.2816E+00  6.0649E-01  4.3441E+00 -3.9697E+00 -6.0151E-01        1.36
  1         7.1963E-08  3.7089E-07 -6.7471E-09 -2.5326E-08  3.7507E-07 -1.2754E-08        1.37
  2        -1.5072E-01  1.1788E+00  2.2323E-01 -7.2299E+00 -2.5681E+00 -1.2345E+00        1.37
  3        -9.7143E-01  3.1428E-02  2.3399E-01 -1.2919E+00 -1.0875E+01  1.7935E+00        1.37
  4         1.3873E+00 -7.9431E-01 -3.3312E-02  6.2505E+00  5.5323E+00  1.7528E+00        1.37
  5        -1.0110E+00 -2.3210E+00  6.0024E-01  4.4039E+00 -3.8365E+00 -6.3644E-01        1.37
  1         7.1668E-08  3.7470E-07 -6.8560E-09 -3.3230E-08  3.7848E-07 -8.8049E-09        1.38
  2        -2.2323E-01  1.1495E+00  2.1012E-01 -7.1203E+00 -3.2495E+00 -1.3613E+00        1.38
  3        -9.7957E-01 -7.8386E-02  2.5089E-01 -3.2552E-01 -1.0852E+01  1.5534E+00        1.38
  4         1.4487E+00 -7.3748E-01 -1.5575E-02  5.9087E+00  5.7170E+00  1.7587E+00        1.38
  5        -9.6620E-01 -2.3591E+00  5.9364E-01  4.4601E+00 -3.7035E+00 -6.7036E-01        1.38
  1         7.1292E-08  3.7853E-07 -6.9247E-09 -4.1228E-08  3.8125E-07 -4.7979E-09        1.39
  2        -2.9438E-01  1.1132E+00  1.9574E-01 -6.9605E+00 -3.9471E+00 -1.4864E+00        1.39
  3        -9.7814E-01 -1.8744E-01  2.6535E-01  6.0069E-01 -1.0727E+01  1.3092E+00        1.39
  4         1.5067E+00 -6.7890E-01  2.1995E-03  5.5698E+00  5.8795E+00  1.7603E+00        1.39
  5        -9.2088E-01 -2.3958E+00  5.8670E-01  4.5128E+00 -3.5708E+00 -7.0331E-01        1.39
  1         7.0835E-08  3.8240E-07 -6.9529E-09 -4.9277E-08  3.8348E-07 -7.8472E-10        1.40
  2        -3.6364E-01  1.0697E+00  1.8010E-01 -6.7451E+00 -4.6608E+00 -1.6093E+00        1.40
  3        -9.6760E-01 -2.9476E-01  2.7734E-01  1.4760E+00 -1.0510E+01  1.0652E+00        1.40
  4         1.5613E+00 -6.1879E-01  1.9969E-02  5.2347E+00  6.0213E+00  1.7579E+00        1.40
  5        -8.7505E-01 -2.4312E+00  5.7944E-01  4.5621E+00 -3.4384E+00 -7.3530E-01        1.40
  1         7.0296E-08  3.8628E-07 -6.9407E-09 -5.7374E-08  3.8527E-07  3.1877E-09        1.41
  2        -4.3042E-01  1.0190E+00  1.6324E-01 -6.4676E+00 -5.3897E+00 -1.7291E+00        1.41
  3        -9.4852E-01 -3.9949E-01  2.8688E-01  2.2926E+00 -1.0215E+01  8.2475E-01        1.41
  4         1.6125E+00 -5.5734E-01  3.7697E-02  4.9044E+00  6.1438E+00  1.7519E+00        1.41
  5        -8.2874E-01 -2.4653E+00  5.7185E-01  4.6080E+00 -3.3063E+00 -7.6635E-01        1.41
  1         6.9675E-08  3.9018E-07 -6.8888E-09 -6.5556E-08  3.8672E-07  7.0767E-09        1.42
  2        -4.9405E-01  9.6078E-01  1.4519E-01 -6.1202E+00 -6.1326E+00 -1.8448E+00        1.42
  3        -9.2151E-01 -5.0088E-01  2.9402E-01  3.0456E+00 -9.8529E+00  5.9090E-01        1.42
  4         1.6604E+00 -4.9474E-01  5.5347E-02  4.5795E+00  6.2483E+00  1.7427E+00        1.42
  5        -7.8198E-01 -2.4980E+00  5.6396E-01  4.6507E+00 -3.1747E+00 -7.9648E-01        1.42
  1         6.8971E-08  3.9409E-07 -6.7982E-09 -7.3895E-08  3.8790E-07  1.0843E-08        1.43
  2        -5.5378E-01  8.9503E-01  1.2600E-01 -5.6937E+00 -6.8870E+00 -1.9549E+00        1.43
  3        -8.8722E-01 -5.9833E-01  2.9885E-01  3.7324E+00 -9.4360E+00  3.6584E-01        1.43
  4         1.7050E+00 -4.3118E-01  7.2889E-02  4.2605E+00  6.3361E+00  1.7305E+00        1.43
  5        -7.3480E-01 -2.5294E+00  5.5577E-01  4.6903E+00 -3.0435E+00 -8.2570E-01        1.43
  1         6.8182E-08  3.9801E-07 -6.6703E-09 -8.2502E-08  3.8889E-07  1.4448E-08        1.44
  2        -6.0876E-01  8.2163E-01  1.0573E-01 -5.1771E+00 -7.6489E+00 -2.0577E+00        1.44
  3        -8.4634E-01 -6.9134E-01  3.0145E-01  4.3524E+00 -8.9752E+00  1.5123E-01        1.44
  4         1.7464E+00 -3.6681E-01  9.0295E-02  3.9480E+00  6.4084E+00  1.7158E+00        1.44
  5        -6.8725E-01 -2.5595E+00  5.4728E-01  4.7268E+00 -2.9128E+00 -8.5404E-01        1.44
  1         6.7303E-08  4.0194E-07 -6.5070E-09 -9.1518E-08  3.8969E-07  1.7852E-08        1.45
  2        -6.5801E-01  7.4052E-01  8.4464E-02 -4.5572E+00 -8.4121E+00 -2.1505E+00        1.45
  3        -7.9953E-01 -7.7952E-01  3.0194E-01  4.9064E+00 -8.4805E+00 -5.1839E-02        1.45
  4         1.7848E+00 -3.0178E-01  1.0754E-01  3.6422E+00  6.4663E+00  1.6986E+00        1.45
  5        -6.3933E-01 -2.5882E+00  5.3852E-01  4.7604E+00 -2.7826E+00 -8.8150E-01        1.45
  1         6.6331E-08  4.0588E-07 -6.3105E-09 -1.0112E-07  3.9030E-07  2.1014E-08        1.46
  2        -7.0042E-01  6.5173E-01  6.2329E-02 -3.8192E+00 -9.1672E+00 -2.2300E+00        1.46
  3        -7.4744E-01 -8.6256E-01  3.0044E-01  5.3967E+00 -7.9606E+00 -2.4267E-01        1.46
  4         1.8200E+00 -2.3623E-01  1.2460E-01  3.3434E+00  6.5110E+00  1.6794E+00        1.46
  5        -5.9109E-01 -2.6157E+00  5.2948E-01  4.7911E+00 -2.6530E+00 -9.0811E-01        1.46
  1         6.5258E-08  4.0983E-07 -6.0835E-09 -1.1151E-07  3.9064E-07  2.3882E-08        1.47
  2        -7.3470E-01  5.5542E-01  3.9477E-02 -2.9458E+00 -9.9004E+00 -2.2917E+00        1.47
  3        -6.9072E-01 -9.4026E-01  2.9708E-01  5.8259E+00 -7.4230E+00 -4.2094E-01        1.47
  4         1.8523E+00 -1.7030E-01  1.4146E-01  3.0517E+00  6.5433E+00  1.6583E+00        1.47
  5        -5.4256E-01 -2.6418E+00  5.2018E-01  4.8189E+00 -2.5239E+00 -9.3387E-01        1.47
  1         6.4075E-08  4.1377E-07 -5.8293E-09 -1.2290E-07  3.9057E-07  2.6395E-08        1.48
  2        -7.5941E-01  4.5189E-01  1.6117E-02 -1.9184E+00 -1.0591E+01 -2.3296E+00        1.48
  3        -6.2995E-01 -1.0125E+00  2.9198E-01  6.1974E+00 -6.8741E+00 -5.8659E-01        1.48
  4         1.8817E+00 -1.0410E-01  1.5809E-01  2.7671E+00  6.5642E+00  1.6355E+00        1.48
